source,reference,wmt_prediction,sc_initial,sc_corrected,sc_final,wmt_bleu,sc_initial_bleu,sc_final_bleu,bleu_diff,wmt_comet,sc_initial_comet,sc_final_comet,comet_diff
"Nach einem Besuch des Hauptquartiers der Organisation in Moskau im Juli erklärte WADA-Generaldirektor Olivier Niggli, dass RUSADA sich ""in die richtige Richtung"" bewegt, um wieder eingesetzt zu werden.","Following a visit to the organization's headquarters in Moscow in July, WADA Director General Olivier Niggli stated that RUSADA is ""moving in the right direction"" to be reinstated.","Following a visit to the organisation's headquarters in Moscow in July, WADA director general Olivier Niggli said RUSADA was ""moving in the right direction"" to be reinstated.","Following a visit to the headquarters of the organisation in Moscow in July, WADA Director-General Olivier Niggli said that RUSADA was 'moving in the right direction' to be reinstated.","Following a visit to the Moscow headquarters in July, WADA Director-General Olivier Niggli said RUSADA is ""moving in the right direction"" to be reinstated.",0.844,62.36,40.04,60.11,-2.25,0.9077,0.8999,0.8892,-0.01849999999999996
"Wortkarg gab er sich, der Coach des Fußball-Bezirksligisten VfL Wolbeck, zog sich erst mal (innerlich) zurück, um über die fehlende Leistungsbereitschaft auf dem Grün zu sinnieren.","Silently, the coach of the football district league club VfL Wolbeck first retreated (inwardly) to ponder over the lack of motivation on the playing field.","Wordy, the coach of the football district league team VfL Wolbeck, took a step back (inside) for the first time to reflect on the lack of performance on the green.","Wortkarg gave himself away, the coach of the football district league team VfL Wolbeck, pulled himself back (internally) to think about the lack of willingness to perform on the pitch.","Wortkarg gave himself up, the coach of the VfL Wolbeck district league team, pulled himself back (internally) to think about the lack of willingness to perform on the green.",0.844,27.98,28.23,18.97,-9.010000000000002,0.7483,0.7127,0.6941,-0.054199999999999915
"Mit Blick auf die deutliche Zunahme von rechtsmotivierten Straftaten und Angriffen auf Asylbewerber und Flüchtlingsunterkünfte sagte Maaßen, er würde in diesem Zusammenhang noch nicht von neuem rechten Terrorismus sprechen.","With regard to the clear increase in right-wing crimes and attacks on asylum seekers and refugee shelters, Maaßen said that he would not yet speak of a new right-wing terrorism.","In view of the clear increase in right-wing motivated crimes and attacks on asylum seekers and refugee shelters, Maaßen said that he would not yet speak of new right-wing terrorism in this context.","With a view to the clear increase in right-wing motivated crimes and attacks on asylum seekers and refugee shelters, Maaßen said that he would not speak of new right-wing terrorism in this context.","With a view to the clear increase in right-wing extremist crimes and attacks on asylum seekers and shelters, Maaßen said that he would not speak of new right-wing terrorism in this context.",0.844,67.05,63.92,56.93,-10.119999999999997,0.8866,0.8777,0.88,-0.00660000000000005
"Michael Hesemann: Wir Historiker reden da vom ""Fallstrick des Anachronismus"", also der Gefahr, Vergangenes nach heutigen moralischen Maßstäben zu bewerten.","Michael Hesemann: We historians talk here about ""the pitfall of anachronism"", that is, the danger of evaluating the past according to today's moral standards.","Michael Hesemann: We historians talk about the ""fallacy of anachronism,"" which is the danger of evaluating the past according to today's moral standards.","Michael Hesemann: We historians talk about the 'fallacy of anachronism', which is the danger of judging the past by today's moral standards.","Michael Hesemann: Historians talk about the ""trap of anachronism"" - the danger of evaluating the past according to today's moral standards.",0.844,58.05,30.9,47.92,-10.129999999999995,0.9085,0.8946,0.895,-0.013499999999999956
"Die Aufgabe des Notbremsassistenten besteht darin, mehr Druck auf die Bremsen im Falle eines kritischen Bremsmanövers, welches das System anhand der vom Fahrer ausgeführten Bremsstärke auf das Bremspedal erkennt, auszuüben.","What the emergency brake assistant does is increase the pressure on the brakes in the event of an emergency, which the system detects through the driver's pressure on the pedal.","The task of the emergency brake assistant is to apply more pressure to the brakes in the event of a critical braking maneuver, which the system recognizes by the strength of the driver's braking.","The task of the emergency braking assistant is to apply more pressure to the brakes in the event of a critical braking manoeuvre, which the system recognises by the strength of the driver's braking.","The task of the emergency brake assistant is to apply more pressure to the brakes in the event of a critical braking manoeuvre, which the system recognises from the driver's braking force on the brake pedal.",0.844,28.71,23.83,28.88,0.16999999999999815,0.8344,0.8303,0.8415,0.007099999999999995
"Manchmal hilft aber nicht mal der Restart, da hilft nichts anderes, als den kritischen Abschnitt aus dem Kopf zu lernen.",Sometimes the restarts are not enough and you need to learn a given section of the race by heart.,"Sometimes, however, not even a restart helps, and the only thing to do is to memorize the critical section.","Sometimes, even a restart does not help, and the only thing to do is to learn the critical section by heart.","But restarting does not help, because the only thing to do is to learn the critical section by heart.",0.844,2.85,9.17,9.85,7.0,0.703,0.7347,0.6767,-0.02629999999999999
"Es ist fast genau ein Jahr her, dass Schottland die historische Entscheidung getroffen hat, Teil des Vereinigten Königreichs zu bleiben.",It is almost exactly a year since Scotland made the historic decision to remain part of the UK.,It is almost a year since Scotland took the historic decision to remain part of the United Kingdom.,It is almost a year since Scotland made the historic decision to remain part of the United Kingdom.,It is almost a year since Scotland made the historic decision to remain part of the United Kingdom.,0.844,57.78,74.44,74.44,16.659999999999997,0.9518,0.9533,0.9533,0.0015000000000000568
"In einem Interview mit The Washington Post verteidigte Hogans Sprecherin Amelia Chasse die Handlungen des Gouverneurs und argumentierte, dass die Blockierung der Kommentare nichts weiter als eine Moderation sei.","In an interview with The Washington Post, Hogan spokeswoman Amelia Chasse defended the governor's actions, arguing that blocking the comments was nothing more than moderating them.","In an interview with The Washington Post, Hogan's spokeswoman Amelia Chasse defended the governor's actions and argued that the blocking of comments was nothing more than moderation.","In an interview with The Washington Post, Hogan's spokeswoman Amelia Chasse defended the governor's actions and argued that the blocking of comments was simply moderation.","In an interview with The Washington Post, Hogan's spokesperson Amelia Chasse defended the governor's actions, arguing that the blocking of comments was simply moderation.",0.844,57.62,47.61,54.6,-3.019999999999996,0.9119,0.9019,0.9016,-0.010300000000000087
Ein Zug mit Hunderten Flüchtlingen ist auf dem Weg nach Hessen.,A train carrying hundreds of refugees is on the way to Hesse.,A train with hundreds of refugees is on its way to Hessen.,A train with hundreds of refugees is on its way to Hessen.,A train carrying hundreds of refugees is on its way to Hesse.,0.844,38.06,38.06,76.12,38.06,0.929,0.929,0.9485,0.019499999999999962
"Unternehmen im Raum District, Maryland und Virginia zahlten gemeinsam 27,6 Milliarden $ an staatliche und örtliche Stellen im Finanzjahr 2013, ein Anstieg um 3,8 Prozent gegenüber den Einnahmen von 2012 in Höhe von 26,6 Milliarden $.","District, Maryland and Virginia businesses collectively paid $27.6 billion to state and local coffers in fiscal 2013, an increase of 3.8 percent over the $26.6 billion collected in 2012.","Companies in the District of Columbia, Maryland and Virginia paid a combined $27.6 billion to state and local governments in fiscal year 2013, up 3.8 percent from $26.6 billion in 2012.","Businesses in the District of Columbia, Maryland and Virginia paid a combined total of $27.6 billion to state and local governments in the financial year 2013, an increase of 3.8 per cent on the $26.6 billion they paid in 2012.","Companies in the District of Columbia, Maryland and Virginia paid $27.6 billion collectively to state and local governments in the fiscal year 2013, up 3.8 percent from $26.6 billion in 2012.",0.844,34.24,36.67,29.06,-5.180000000000003,0.8944,0.8898,0.893,-0.0013999999999999568
Die von Rio Tinto Ride to Conquer Cancer finanzierte Studie wird heute im Medical Journal of Australia veröffentlicht.,"The research, funded by the Rio Tinto Ride to Conquer cancer, will be published today in the Medical Journal of Australia.",The study funded by Rio Tinto's Ride to Conquer Cancer will be published today in the Medical Journal of Australia.,The Rio Tinto Ride to Conquer Cancer-funded study is published today in the Medical Journal of Australia.,"The study, funded by Ride to Conquer Cancer, is published today in the Medical Journal of Australia.",0.844,52.09,47.68,45.42,-6.670000000000002,0.9166,0.8924,0.8912,-0.025399999999999978
"Das Management-Team von Grand Plaza veröffentlichte eine Erklärung an die Bewohner: ""Die Polizei arbeitet derzeit an der Zeitachse und dem Hintergrund des Opfers und erforscht eine Vielzahl von Motiven, einschließlich eines möglichen häuslichen Vorfalls.""","The management team at Grand Plaza released a statement to residents saying, ""Police are currently working on the timeline and background of the victim and are exploring a variety of motives, including a possible domestic incident.""","The Grand Plaza management team released a statement to residents: ""The police are currently working on the timeline and the background of the victim and are investigating a number of motives, including a possible domestic incident.""","The management team of Grand Plaza has issued a statement to residents: 'The police are currently working on the time line and the background of the victim and are investigating a number of motives, including a possible domestic incident.'","Grand Plaza Management released a statement to residents: ""The police are currently working on the time line and the background of the victim and are investigating a number of motives, including the possibility of a domestic incident.""",0.844,58.83,47.07,41.3,-17.53,0.917,0.8912,0.8936,-0.023400000000000087
"Gerade die Gezeitenenergie ist es, welche Bundesstaaten wie New York, Maine und Alaska sowie weitere Küstenstaaten dazu brachten, bereits 7,5 Millionen Dollar im Jahr 2008 zu investieren – für 2009 sind bereits bis zu 35 Millionen geplant.","It's exactly on tidal energy that states such as New York, Maine, and Alaska, together with others that overlook the coast, have already invested 7.5 million dollars in 2008 and are foreseen investments of up to 35 million for 2009.","It is tidal energy that has prompted states such as New York, Maine and Alaska, as well as other coastal states, to invest $7.5 million in 2008, with a further $35 million planned for 2009.","It is precisely the tidal energy that has led the states of New York, Maine and Alaska, as well as other coastal states, to invest USD 7.5 million in 2008 and up to USD 35 million in 2009.","It is precisely the tidal energy that has led the states of New York, Maine and Alaska, as well as other coastal states, to invest USD 7.5 million in 2008 and up to USD 35 million in 2009.",0.844,24.31,14.75,14.75,-9.559999999999999,0.8674,0.8507,0.8507,-0.016699999999999937
"Die Notwendigkeit, dass Lateinamerika auch weiterhin eine integrierte Region für Wohlstand und Frieden und mit guten nachbarschaftlichen Beziehungen bleibt, war ein weiterer Aspekt, der auf dem Gipfeltreffen betont wurde.","The need for Latin America to remain a prosperous, peaceful and integrated nation, with good neighbourly relations, was another issue highlighted by the summit.","The need for Latin America to remain an integrated region of prosperity and peace, with good neighbourly relations, was another aspect stressed at the summit.","The need for Latin America to remain an integrated region of prosperity and peace, with good neighbourly relations, was another aspect that was stressed at the summit.","The need for Latin America to remain an integrated region of prosperity and peace, with good neighbourly relations, was another aspect that was stressed at the summit.",0.844,50.67,47.11,47.11,-3.5600000000000023,0.9243,0.9245,0.9245,0.00019999999999997797
"Herrera wollte die kommenden Neueröffnungen nicht verraten, schloss aber nicht aus, dass Madrid das nächste Ziel sein könnte.","Herrero did not want to reveal the following possible openings, although she recognized that Madrid could be the following destiny.","Herrera did not want to reveal the next openings, but did not rule out Madrid as a possibility.","Herrera did not want to reveal the new openings, but did not rule out Madrid as the next destination.","Herrera didn't want to reveal the upcoming openings, but didn't rule out that Madrid could be the next destination.",0.844,25.38,25.98,30.17,4.790000000000003,0.8072,0.8253,0.819,0.011799999999999922
"Dann gehören Sie wohl auch zu den Frauen, die regelrecht besessen davon sind, wie sie aussehen.","Then, you belong to the group of women obsessed by their appearance.",Then you are probably one of the women who are obsessed with how they look.,Then you are probably also one of the women who are obsessed with how they look.,You probably also belong to the women who are absolutely obsessed with how to look.,0.844,3.98,3.72,10.83,6.85,0.8652,0.8533,0.8427,-0.022499999999999964
"Generalstabschef Hulusi Akar bleibt zwar im Amt, aber die Kommandeure des Heeres, der Luftstreitkräfte und der Marine wurden abgesetzt.","Chief of Staff Hulusi Akar remains in office, but the commanders of the army, the air force and the marines were removed.","Chief of Staff Hulusi Akar remains in office, but the commanders of the army, air force and navy have been removed.","General Staff Chief Hulusi Akar remains in office, but the commanders of the Army, the Air Force and the Navy have been dismissed.","General Staff Chief Hulusi Akar remains in post, but the commanders of the Army, the Air Force and the Navy have been dismissed.",0.844,70.33,45.63,32.66,-37.67,0.9311,0.8953,0.8879,-0.043200000000000016
"Die AKP jedoch, die für ihre islamistischen Wurzeln bekannt ist, repräsentiert einen Paradigmenwechsel in der türkischen Einigkeit",But the AKP with its well-known Islamist roots represents a paradigm shift in the Turkish consensus.,"But the AKP, known for its Islamic roots, represents a paradigm shift in Turkish unity","The ACP, however, which is known for its Islamic roots, represents a paradigm shift in Turkish unity.","The ACP, however, which is known for its Islamic roots, represents a paradigm shift in Turkish unity.",0.844,31.01,19.69,19.69,-11.32,0.8881,0.7875,0.7875,-0.10060000000000002
"Erste ökonomische Weltmacht, Sitz der FIFA-Hauptsponsoren, das Land scheint eine lange Liste von Vorteilen gegenüber Japan und Südkorea aufzuweisen, die separat ein sehr schönes Projekt aufgestellt haben.","The leading world ecomomic power, the seat of the principal sponsors of Fifa, the country appears to have a big lead over Japan and South Korea who have separately built a very fine project.","First economic world power, seat of FIFA's main sponsors, the country seems to have a long list of advantages over Japan and South Korea, who have put together a very nice project on their own.","First economic world power, seat of FIFA's main sponsors, the country seems to have a long list of advantages over Japan and South Korea, who have separately put together a very nice project.","First economic world power, headquarters of FIFA's main sponsors, the country seems to have a long list of advantages over Japan and South Korea, who have separately put together a very nice project.",0.844,19.54,22.69,22.05,2.5100000000000016,0.8138,0.8118,0.8031,-0.010699999999999932
"Abraham Lincoln lehnte es ab, den Status von Rothschilds Bank of America als Zentralbank zu erneuern, begann während des Bürgerkrieges, eigene (sprich: staatliche) Banknoten herauszugeben und wurde 1865 in einem Theater ermordet.","Abraham Lincoln refused to renew the status of the central bank to the Rothschild Bank of America, and during the Civil War he began to issue his own (that is state-issued) money and was assassinated in 1865 at the theatre.","Abraham Lincoln refused to renew the status of Rothschild's Bank of America as the central bank, started issuing his own (state) banknotes during the Civil War, and was assassinated in a theatre in 1865.","Abraham Lincoln refused to renew the status of Rothschild's Bank of America as the central bank, started issuing his own (i.e. state) banknotes during the Civil War and was assassinated in a theatre in 1865.","Abraham Lincoln refused to renew the status of Rothschild's Bank of America as the central bank, issued his own (state) banknotes and was murdered in a theatre in 1865.",0.844,36.31,36.0,25.94,-10.370000000000001,0.8474,0.8512,0.8325,-0.014900000000000024
Dies entspricht einem Äquivalent von 70% der Abgase des weltweiten Fuhrparks.,This is the equivalent of 70% of the emissions by the world's motor vehicles.,This is equivalent to 70% of emissions from the world's vehicle fleet.,This is equivalent to 70% of the emissions from the world's vehicle fleet.,This corresponds to 70% of the emissions from the world's vehicle fleets.,0.844,14.72,31.02,28.23,13.51,0.917,0.924,0.9122,-0.0048000000000000265
"Der Anwalt kehrte nach Hause zurück, holte sich die Drogen und dann wurden neun Mitteilungen zwischen den beiden ausgetauscht.",The lawyer returned home to discover the drugs and there were nine communications between them.,"The lawyer returned home, picked up the drugs and then exchanged nine messages between the two.","The lawyer returned home, took the drugs and then nine messages were exchanged between the two.","The lawyer returned home, took the medication and then nine messages were exchanged between them.",0.844,21.26,21.77,23.18,1.9199999999999982,0.8556,0.8476,0.7885,-0.06710000000000005
Und die sogenannte Ingenieurlücke wird laut VDI-Prognosen noch größer werden.,"And the shortage of engineers is going to get worse, according to VDI.",And the so-called engineering gap is expected to become even greater.,"And the so-called engineering gap is expected to widen, according to VDI projections.","And the so-called engineer's gap will increase, according to VDI forecasts.",0.844,6.63,21.65,20.49,13.86,0.751,0.8194,0.8215,0.07050000000000001
Im Irak haben 4500 Soldaten ihr Leben verloren und die Amerikaner wurden nicht gezwungen zu packen.,In Iraq 4500 soldiers have lost their lives and the Americans have not been forced to pack up and leave.,"In Iraq, 4500 soldiers lost their lives and the Americans were not forced to pack.","In Iraq, 4 500 soldiers have lost their lives and the Americans have not been forced to pack.","In Iraq, 4 500 soldiers have lost their lives and the Americans have not been forced to pack.",0.844,34.29,68.58,68.58,34.29,0.7784,0.8087,0.8087,0.030299999999999994
Erwischt: Wegen eines positiven Dopingprobe darf Gewichtheber Adrian Zielinski aus Polen in Rio nicht starten.,"Busted: After a sample tested positive for doping, weightlifter Adrian Zielinksi from Poland is not allowed to compete in Rio.","Adrian Zielinski, a weightlifter from Poland, has been banned from competing in Rio after testing positive for doping.","Adrian Zielinski, a Polish weightlifter, has been banned from competing in Rio because of a positive doping test.",Discovered: Weightlifter Adrian Zielinski from Poland was not allowed to compete in Rio de Janeiro because of a positive doping test.,0.844,10.34,4.94,26.24,15.899999999999999,0.8699,0.8537,0.8361,-0.03380000000000005
Auf die Spezifik des tschechischen Marktes weisen auch weitere Anbieter hin.,Other operators also refer to the specific nature of the Czech market.,Other providers also point to the specifics of the Czech market.,Other suppliers are also pointing to the specifics of the Czech market.,The specifics of the Czech market are also pointed out by other suppliers.,0.844,35.72,35.42,19.67,-16.049999999999997,0.9043,0.8944,0.8516,-0.05269999999999997
Für die fünf Niederlagen in den vergangenen sechs Testspielen hat Ancelotti den körperlichen Zustand und die fehlende Balance im Spiel seiner Mannschaft verantwortlich gemacht.,Ancelotti blamed the physical state of his team and the lack of balance in their game for their five defeats in the past six friendlies.,Ancelotti blamed the physical condition and the lack of balance in the game of his team for the five defeats in the last six test matches.,Ancelotti blamed the physical condition and the lack of balance in his team for the five defeats in the last six Test matches.,"For the five defeats in the last six games, Ancelotti blamed the physical condition and the lack of balance in his team.",0.844,41.33,40.01,39.47,-1.8599999999999994,0.8795,0.8705,0.8668,-0.012699999999999934
"Deutschland ist die erste europäische Nation, in der ein drittes Geschlecht für Kinder anerkannt ist, die mit nicht eindeutigen Genitalien geboren wurden.",Germany became the first European nation to recognize a third gender for babies born with ambiguous genitalia.,Germany is the first European nation to recognise a third gender for children born with ambiguous genitalia.,Germany is the first European nation to recognise a third gender for children born with ambiguous genitalia.,Germany is the first European nation to recognise a third gender for children born with ambiguous genitalia.,0.844,54.75,54.75,54.75,0.0,0.9362,0.9362,0.9362,0.0
"Annahmen zufolge gibt es im Land etwa 1.000 Tonnen an Chemikalien und Waffen, wozu auch Senfgas und das Nervengas Sarin zählen.","The country is believed to have around 1,000 metric tons of chemicals and weapons including mustard gas and the nerve agent sarin.","According to estimates, there are about 1,000 tonnes of chemicals and weapons in the country, including tear gas and nerve gas Sarin.","According to the assumptions, there are approximately 1 000 tonnes of chemicals and weapons in the country, including mustard gas and sarin.","According to estimates, there are approximately 1 000 tonnes of chemicals and weapons in the country, including mustard gas and the nerve gas sarin.",0.844,13.6,22.13,29.11,15.51,0.8751,0.855,0.8761,0.0010000000000000009
"Hungrig nach Wachstum, investierten sowohl die Bank selbst als auch ein vor ihr gegründeter Hedgefonds in amerikanische Subprime-Anlagen.","Hungry for growth, the bank itself and a hedge fund founded by the bank invested in US subprime securities.","Hungry for growth, both the bank and a hedge fund it set up invested in American subprime assets.","Hungry for growth, both the bank itself and a hedge fund set up by the bank invested in American sub-prime assets.","Hungry for growth, both the bank itself and a hedge fund set up by the bank invested in American sub-prime assets.",0.844,28.18,51.94,51.94,23.759999999999998,0.886,0.8842,0.8842,-0.0018000000000000238
"In der Welt profilieren sich so die virtuellen Anbieter normalerweise als Low-Cost-Firmen heraus - sie bieten billige Telefongespräche und SMS, was allerdings oft von einem weniger umfangreichen Dienstleistungsangebot begleitet wird.","In this way, virtual operators around the world usually profile themselves as low-cost - they offer inexpensive calling and text messages, which is often balanced out by a more limited offer of services, though.","In the world, the virtual operators normally profile themselves as low-cost companies, offering cheap phone calls and SMS, which is often accompanied by a less comprehensive service.","In the world, the virtual operators normally profile themselves as low-cost companies, offering cheap calls and SMS, but this is often accompanied by a less comprehensive service.","In the world, the virtual operators normally profile themselves as low-cost companies, they offer cheap phone calls and SMS, which is often accompanied by a less comprehensive service offering.",0.844,16.46,10.93,17.48,1.0199999999999996,0.853,0.8682,0.8553,0.0022999999999999687
"""Wie es sich herausstellt, war es Harrison, der die Morde vorbereitet und angeordnet hat"", schließt hieraus ein FBI-Bericht.","""As it turns out it was Harrison who set up and ordered the murders,"" one FBI report concludes.","""As it turns out, it was Harrison who planned and ordered the murders,"" concludes an FBI report.","It turns out that it was Harrison who prepared and ordered the murders, according to an FBI report.","""As it turns out, Harrison was the one who planned and ordered the murders,"" according to an FBI report.",0.844,52.5,32.31,39.65,-12.850000000000001,0.9469,0.9226,0.9383,-0.008599999999999941
"Liner, 31, und Ellis Tochter Maleah verstarben noch vor Ort.","Liner, 31, and Ellis' daughter Maleah died at the scene.","Liner, 31, and Ellis' daughter Maleah died at the scene.","Liner, 31, and Ellis' daughter Maleah died on the spot.","Liner, 31, and Ellis' daughter Maleah died at the scene.",0.844,100.0,68.12,100.0,0.0,0.9655,0.9234,0.9655,0.0
"Die Ankündigung der Band kam, nachdem sie zuvor schon einen Auftritt in der LG Arena in Birmingham am Donnerstag verschieben musste.",The band's announcement came after they were forced to similarly postpone a gig at the LG Arena in Birmingham on Thursday.,The announcement came after the band had previously postponed a show at the LG Arena in Birmingham on Thursday.,The announcement came after the band had to postpone a gig at the LG Arena in Birmingham on Thursday.,The band's announcement followed the postponement of a show at the LG Arena in Birmingham on Thursday.,0.844,44.36,59.59,43.23,-1.1300000000000026,0.882,0.8954,0.8581,-0.023900000000000032
"Mit dem Kopenhagener Vertrag haben sich die Entwicklungsländer dazu verpflichtet, 30 Milliarden Dollar zwischen 2010 und 2012 bereitzustellen.","According to the Copenhagen agreemsnt, developed countries underook to furnish 30 thousand million dollars between 2010 and 2012.","Under the Copenhagen Agreement, developing countries have committed themselves to providing USD 30 billion between 2010 and 2012.","Under the Copenhagen Agreement, developing countries have committed themselves to providing USD 30 billion between 2010 and 2012.","Under the Copenhagen Agreement, developing countries have committed themselves to providing USD 30 billion between 2010 and 2012.",0.844,23.08,23.08,23.08,0.0,0.842,0.842,0.842,0.0
"Angel Di Maria und Edinson Cavani hielten Kurs, als Paris Saint-Germain seine Champions League Saison mit einem äußerst komfortablen 2-0 Sieg gegen Malmö im Prinzenparkstadion am Dienstag startete.",Angel Di Maria and Edinson Cavani were on target as Paris Saint-Germain began their Champions League campaign with an ultimately comfortable 2-0 win against Malmo at the Parc des Princes on Tuesday.,Angel Di Maria and Edinson Cavani were on course as Paris Saint-Germain began their Champions League campaign with an extremely comfortable 2-0 win over Malmo at the Princes Park stadium on Tuesday.,Angel Di Maria and Edinson Cavani were on course as Paris Saint-Germain began their Champions League campaign with an extremely comfortable 2-0 win over Malmo at the Princes Park Stadium on Tuesday.,Angel Di Maria and Edinson Cavani were in full flight as Paris Saint-Germain began their Champions League campaign with an extremely comfortable 2-0 win over Malmo at the Princes Park Stadium on Tuesday.,0.844,62.48,62.48,57.64,-4.839999999999996,0.865,0.865,0.852,-0.013000000000000012
