source,reference,prediction
Die von Rio Tinto Ride to Conquer Cancer finanzierte Studie wird heute im Medical Journal of Australia veröffentlicht.,"The research, funded by the Rio Tinto Ride to Conquer cancer, will be published today in the Medical Journal of Australia.",The study funded by Rio Tinto's Ride to Conquer Cancer will be published today in the Medical Journal of Australia.
"Das Management-Team von Grand Plaza veröffentlichte eine Erklärung an die Bewohner: ""Die Polizei arbeitet derzeit an der Zeitachse und dem Hintergrund des Opfers und erforscht eine Vielzahl von Motiven, einschließlich eines möglichen häuslichen Vorfalls.""","The management team at Grand Plaza released a statement to residents saying, ""Police are currently working on the timeline and background of the victim and are exploring a variety of motives, including a possible domestic incident.""","The management team of Grand Plaza issued a statement to the residents: ""The police are currently working on the timeline and background of the victim and are investigating a variety of motives, including a possible domestic incident."" The management team of Grand Plaza issued a statement to the residents: ""The police are currently working on the timeline and background of the victim and are investigating a variety of motives, including a possible domestic incident."""
"Gerade die Gezeitenenergie ist es, welche Bundesstaaten wie New York, Maine und Alaska sowie weitere Küstenstaaten dazu brachten, bereits 7,5 Millionen Dollar im Jahr 2008 zu investieren – für 2009 sind bereits bis zu 35 Millionen geplant.","It's exactly on tidal energy that states such as New York, Maine, and Alaska, together with others that overlook the coast, have already invested 7.5 million dollars in 2008 and are foreseen investments of up to 35 million for 2009.","The very tidal energy that prompted states like New York, Maine, and Alaska, as well as other coastal states, to invest 7.5 million dollars in 2008 – up to 35 million dollars are planned for 2009."
"Die Notwendigkeit, dass Lateinamerika auch weiterhin eine integrierte Region für Wohlstand und Frieden und mit guten nachbarschaftlichen Beziehungen bleibt, war ein weiterer Aspekt, der auf dem Gipfeltreffen betont wurde.","The need for Latin America to remain a prosperous, peaceful and integrated nation, with good neighbourly relations, was another issue highlighted by the summit.","The necessity for Latin America to remain an integrated region for prosperity and peace, and with good neighborly relations, was another aspect highlighted at the summit meeting."
"Herrera wollte die kommenden Neueröffnungen nicht verraten, schloss aber nicht aus, dass Madrid das nächste Ziel sein könnte.","Herrero did not want to reveal the following possible openings, although she recognized that Madrid could be the following destiny.","Herrera did not want to reveal the upcoming openings, but he did not rule out that Madrid could be the next target."
"Dann gehören Sie wohl auch zu den Frauen, die regelrecht besessen davon sind, wie sie aussehen.","Then, you belong to the group of women obsessed by their appearance.",Then you probably also belong to the group of women who are utterly obsessed with how they look.
"Generalstabschef Hulusi Akar bleibt zwar im Amt, aber die Kommandeure des Heeres, der Luftstreitkräfte und der Marine wurden abgesetzt.","Chief of Staff Hulusi Akar remains in office, but the commanders of the army, the air force and the marines were removed.","The Chief of the General Staff, Hulusi Akar, remains in office, but the commanders of the Army, Air Force, and Navy have been relieved of their duties."
"Die AKP jedoch, die für ihre islamistischen Wurzeln bekannt ist, repräsentiert einen Paradigmenwechsel in der türkischen Einigkeit",But the AKP with its well-known Islamist roots represents a paradigm shift in the Turkish consensus.,"However, the AKP, known for its Islamic roots, represents a paradigm shift in Turkish unity."
"Erste ökonomische Weltmacht, Sitz der FIFA-Hauptsponsoren, das Land scheint eine lange Liste von Vorteilen gegenüber Japan und Südkorea aufzuweisen, die separat ein sehr schönes Projekt aufgestellt haben.","The leading world ecomomic power, the seat of the principal sponsors of Fifa, the country appears to have a big lead over Japan and South Korea who have separately built a very fine project.","The first economic world power, host of the FIFA main sponsors, the country seems to have a long list of advantages over Japan and South Korea, which separately have put up a very nice project."
"Abraham Lincoln lehnte es ab, den Status von Rothschilds Bank of America als Zentralbank zu erneuern, begann während des Bürgerkrieges, eigene (sprich: staatliche) Banknoten herauszugeben und wurde 1865 in einem Theater ermordet.","Abraham Lincoln refused to renew the status of the central bank to the Rothschild Bank of America, and during the Civil War he began to issue his own (that is state-issued) money and was assassinated in 1865 at the theatre.","Abraham Lincoln refused to renew the status of the Rothschilds' Bank of America as a central bank, began issuing his own (i.e., state) banknotes during the Civil War, and was assassinated in a theater in 1865."
Dies entspricht einem Äquivalent von 70% der Abgase des weltweiten Fuhrparks.,This is the equivalent of 70% of the emissions by the world's motor vehicles.,This corresponds to an equivalent of 70% of the global vehicle fleet's emissions.
"Der Anwalt kehrte nach Hause zurück, holte sich die Drogen und dann wurden neun Mitteilungen zwischen den beiden ausgetauscht.",The lawyer returned home to discover the drugs and there were nine communications between them.,"The lawyer returned home, got the drugs, and then nine messages were exchanged between the two."
Und die sogenannte Ingenieurlücke wird laut VDI-Prognosen noch größer werden.,"And the shortage of engineers is going to get worse, according to VDI.","And the so-called engineering gap will, according to VDI forecasts, become even larger."
Im Irak haben 4500 Soldaten ihr Leben verloren und die Amerikaner wurden nicht gezwungen zu packen.,In Iraq 4500 soldiers have lost their lives and the Americans have not been forced to pack up and leave.,"In Iraq, 4500 soldiers lost their lives and the Americans were not forced to pack."
Erwischt: Wegen eines positiven Dopingprobe darf Gewichtheber Adrian Zielinski aus Polen in Rio nicht starten.,"Busted: After a sample tested positive for doping, weightlifter Adrian Zielinksi from Poland is not allowed to compete in Rio.","Caught: Due to a positive doping test, weightlifter Adrian Zielinski from Poland cannot compete in Rio."
Auf die Spezifik des tschechischen Marktes weisen auch weitere Anbieter hin.,Other operators also refer to the specific nature of the Czech market.,Further providers also point to the specifics of the Czech market.
Für die fünf Niederlagen in den vergangenen sechs Testspielen hat Ancelotti den körperlichen Zustand und die fehlende Balance im Spiel seiner Mannschaft verantwortlich gemacht.,Ancelotti blamed the physical state of his team and the lack of balance in their game for their five defeats in the past six friendlies.,"For the five losses in the past six test matches, Ancelotti has blamed the physical condition and the lack of balance in his team's play."
"Deutschland ist die erste europäische Nation, in der ein drittes Geschlecht für Kinder anerkannt ist, die mit nicht eindeutigen Genitalien geboren wurden.",Germany became the first European nation to recognize a third gender for babies born with ambiguous genitalia.,Germany is the first European nation to recognize a third gender for children born with ambiguous genitalia.
"Annahmen zufolge gibt es im Land etwa 1.000 Tonnen an Chemikalien und Waffen, wozu auch Senfgas und das Nervengas Sarin zählen.","The country is believed to have around 1,000 metric tons of chemicals and weapons including mustard gas and the nerve agent sarin.","According to assumptions, there are approximately 1,000 tons of chemicals and weapons in the country, including mustard gas and the nerve agent Sarin. To translate the given German sentence into English, follow these steps:"
"Hungrig nach Wachstum, investierten sowohl die Bank selbst als auch ein vor ihr gegründeter Hedgefonds in amerikanische Subprime-Anlagen.","Hungry for growth, the bank itself and a hedge fund founded by the bank invested in US subprime securities.","Starving for growth, the bank itself as well as a hedge fund that was founded before it invested in American subprime securities."
"In der Welt profilieren sich so die virtuellen Anbieter normalerweise als Low-Cost-Firmen heraus - sie bieten billige Telefongespräche und SMS, was allerdings oft von einem weniger umfangreichen Dienstleistungsangebot begleitet wird.","In this way, virtual operators around the world usually profile themselves as low-cost - they offer inexpensive calling and text messages, which is often balanced out by a more limited offer of services, though.","In the world, virtual providers typically stand out as low-cost firms - they offer cheap phone calls and SMS, but this is often accompanied by a less extensive range of services."
"""Wie es sich herausstellt, war es Harrison, der die Morde vorbereitet und angeordnet hat"", schließt hieraus ein FBI-Bericht.","""As it turns out it was Harrison who set up and ordered the murders,"" one FBI report concludes.","""As it turns out, it was Harrison who prepared and ordered the murders,"" concludes an FBI report."
"Liner, 31, und Ellis Tochter Maleah verstarben noch vor Ort.","Liner, 31, and Ellis' daughter Maleah died at the scene.","Liner, 31, and Ellis's daughter Maleah died at the scene."
"Die Ankündigung der Band kam, nachdem sie zuvor schon einen Auftritt in der LG Arena in Birmingham am Donnerstag verschieben musste.",The band's announcement came after they were forced to similarly postpone a gig at the LG Arena in Birmingham on Thursday.,The band's announcement came after they had to reschedule their appearance at the LG Arena in Birmingham for Thursday.
"Mit dem Kopenhagener Vertrag haben sich die Entwicklungsländer dazu verpflichtet, 30 Milliarden Dollar zwischen 2010 und 2012 bereitzustellen.","According to the Copenhagen agreemsnt, developed countries underook to furnish 30 thousand million dollars between 2010 and 2012.","With the Copenhagen Agreement, the developing countries have committed themselves to providing 30 billion dollars between 2010 and 2012."
"Angel Di Maria und Edinson Cavani hielten Kurs, als Paris Saint-Germain seine Champions League Saison mit einem äußerst komfortablen 2-0 Sieg gegen Malmö im Prinzenparkstadion am Dienstag startete.",Angel Di Maria and Edinson Cavani were on target as Paris Saint-Germain began their Champions League campaign with an ultimately comfortable 2-0 win against Malmo at the Parc des Princes on Tuesday.,Angel Di Maria and Edinson Cavani kept their composure as Paris Saint-Germain kicked off their Champions League season with an extremely comfortable 2-0 victory over Malmö at the Prince Park Stadium on Tuesday.
In der vergangenen Saison bezogen die Badener beim BHC eine schmerzliche Niederlage und haben dort etwas gutzumachen.,In the past season the Baden team suffered a painful defeat at BHC and they have some ground to make up there.,"In the previous season, the Badeners suffered a painful defeat against the BHC and have something to make up for."
"Er sollte in Kiel aber ebenso dabei sein wie Botic Van de Zandschulp, Niels Lootsma (beide Niederlande) und der Belgier Julien Cagnina.","He should also be there in Kiel though, just like Botic Van de Zandschulp, Niels Lootsma (both Netherlands) and the Belgian Julien Cagnina.","He should also be present in Kiel like Botic Van de Zandschulp, Niels Lootsma (both from the Netherlands) and the Belgian Julien Cagnina."
Torjäger Rubin Okotie kann nach seiner Gehirnerschütterung kommende Woche wieder ins Mannschaftstraining zurückkehren.,"Following his concussion, goal scorer Rubin Okotie is returning to training with the team in the coming week.",The striker Rubin Okotie can return to team training next week after his concussion.
"Die Fluggesellschaften müssen der FAA nachweisen, dass Flugzeuge den neuen Richtlinien entsprechen und dass sie die Schulungshandbücher des Flugpersonals sowie die Regelungen für das Verstauen der Geräte entsprechend der neuen Vorschriften aktualisiert haben.",Airlines will have to show the FAA how their airplanes meet the new guidelines and that they've updating their flight crew training manuals and rules for stowing devices to reflect the new guidelines.,The airlines must prove to the FAA that the aircraft comply with the new guidelines and that they have updated the flight crew's training manuals as well as the regulations for stowing devices according to the new requirements.
"Einer aus der Gruppe, ein 17 Jahre alter Afghane, folgte nach Angaben der Polizei seinen beiden Freunden in einem Abstand von etwa fünf Metern und rief ihnen zu, dass man doch auf ihn warten möge.","According to police one of the group, a 17-year-old Afghan, was walking about five metres behind his friends and called out to them for them to wait for him.","One of the group, a 17-year-old Afghan, according to police reports, followed his two friends at a distance of about five meters and called out to them to wait for him."
"Beispielsweise sind die Xbox-Konsole und die Kinect-Sensoren ein Fortschritt, und heutzutage wird keine Xbox mehr ohne Kinect verkauft, da sich alle für Bewegungssteuerung interessieren.","For example, Xbox and Kinect sensors are a step forward. Almost no Xbox is sold without Kinect today, because everyone likes control by gestures.","For example, the Xbox console and Kinect sensors are a step forward, and nowadays, no Xbox is sold without Kinect, as everyone is interested in motion control."
"Das Fitnessstudio hat ebenfalls diese Art von Geräten, auβerdem gibt es auch virtuelle Trainer, die sich um die Trainingseinheiten der Kunden kümmern und ihnen dadurch ein vollkommen persönliches Training bieten.","The gym has these machines, in addition to virtual trainers which guide the steps of the clients, offering them a totally personalized treatment.","The fitness studio also has this type of equipment, in addition, there are also virtual trainers who take care of the training sessions of the customers and thus provide them with a completely personalized workout."
Die Avalanches verzeichneten in der Saison 2015-16 eine 39-39-4 Marke und fielen hinter den Wild für eine zweite Wildcard Spot in der Western Conference um fünf Punkte zurück.,The Avalanche posted a 39-39-4 mark in 2015-16 and fell five points shy of the Wild for the second wild-card spot in the Western Conference.,The Avalanche recorded a 39-39-4 record in the 2015-16 season and fell five points behind the Wild for a second wild card spot in the Western Conference.
"Am Donnerstag erklärte die OPWC, die beiden Standorte seien laut syrischer Aussage „aufgegeben worden ... und die dort vorhandenen Objekte des Chemiewaffenprogramms seien an andere genannte Einrichtungen verlagert worden, die inspiziert wurden.“","On Thursday, OPCW said the two locations were, according to Syria, ""abandoned and ... the chemical weapons program items they contained were moved to other declared sites, which were inspected.""","On Thursday, the OPCW stated that according to a Syrian statement, the two sites had been ""abandoned ... and the chemical weapons program objects present there had been transferred to other named facilities that had been inspected."""
"Correa nahm auch auf die Behandlung der gesundheitlichen Probleme des Präsidenten von Venezuela, Hugo Chávez, in Kuba Bezug.",Correa also referred to Venezuelan President Hugo Chavez's new health treatment in Cuba.,"Correa also referred to the treatment of the health problems of the President of Venezuela, Hugo Chávez, in Cuba."
"Etwa drei von zehn sagen, dass sie eine negative Meinung haben.",Roughly three in 10 say they have a negative view.,Approximately three out of ten say that they have a negative opinion.
Mit ihrer Reality-TV-Geschichte war Jenners Stellung in der Modewelt immer etwas angespannt.,"With her reality television history, Jenner's position within the fashion world was always going to be fraught.","With her reality TV history, Jenner's position in the fashion world was always a bit tense."
"Schließlich sind die bisher zwölf Rollstuhlfahrer, die im Wohnheim der Lebenshilfe Donau-Iller bereits schon seit einiger Zeit leben, auf die besondere Architektur des Neubaus angewiesen.","After all, the twelve wheelchair users who have been living in the residential home provided by Lebenshilfe Donau-Iller for some time, depend on its unique architecture.",____
"Die Drei zeigten sich sichtlich erfreut über den ""vielen Betrieb in Schotten"".","The three were visibly delighted by the ""roaring trade in Schotten.""","The three of them were clearly pleased about the ""high activity in Scotland""."
"Der Stundensatz für Arbeitnehmer mit den niedrigsten Löhnen steigt also von 8,72 Euro auf 9,06 Euro.","Hourly rates, for those on lower pay, ""go from 8.72 euros to 9.06.",The hourly rate for employees with the lowest wages is therefore increasing from 8.72 euros to 9.06 euros.
Zwischen dem Weißen Haus und Assange entbrannte derweil ein Schlagabtausch.,"In the meantime, exchanges have been made between the White House and Assange.","Between the White House and Assange, meanwhile, a back-and-forth had broken out."
"Doch die von ihr getesteten Geräte sind auch für die Straßenplaner interessant, denn sie arbeiten nicht mit GPS und liefern nur begrenzte Informationen, die regelmäßig per Modem hochgeladen werden.","But the devices it is testing appeal to highway planners because they don't use GPS and deliver a limited amount of information, uploaded periodically by modem.","However, the devices tested by her are also of interest to street planners, as they do not use GPS and only provide limited information that is regularly uploaded via modem."
"""Ich dachte immer, Wuffli und Ospel seien ein Traumteam"", sagt Bankenforscher Hans Geiger.","""I always thought that Wuffli and Ospel were a dream team,"" says the banking research, Hans Geiger.","""I always thought that Wuffli and Ospel made up a dream team,"" says Hans Geiger, a bank researcher."
Der zehnseitige Bericht zeigt detailliert beständige Probleme in den Jahren 2014 und 2015 in den Beschreibungen und Analysen der amerikanischen Anstrengungen in der Ausbildung der irakischen Streitkräfte.,The 10-page report detailed persistent problems in 2014 and 2015 in Central Command's description and analysis of American efforts to train Iraqi forces.,The ten-page report details persistent problems in 2014 and 2015 in the descriptions and analyses of the American efforts in training the Iraqi forces.
"""Human Rights First hatte lange Zeit über betont, dass die gegen Muslime gerichtete Gewalt, ebenso wie sämtliche Formen von Hassverbrechen als schwerer Gesetzesverstoβ gegen die Menschenrechte erachtet werden sollten"", fügte Paul Legendre, ein Verantwortlicher der Organisation, bei.","""Human Rights First has long stressed that acts of violence against Moslems, as well as all forms of hate crime, must be regarded as serious violations of human rights,"" adds one of the managers of the organisation, Paul Legendre.","""Human Rights First has long emphasized that violence directed at Muslims, as well as all forms of hate crimes, should be considered a serious violation of human rights,"" added Paul Legendre, a representative of the organization."
"Hayne verglich den Schnitzer mit seinem Origin Debüt damals im Jahr 2007, als ein Pass bei in seinem eigenen in-Goal Bereich zu einem Try für Queensland führte.",Hayne likened the blunder to his Origin debut back in 2007 when a pass in his own in-goal led to a Queensland try.,"Hayne compared the error to his first Origin debut back in 2007, when a pass in his own in-goal area resulted in a try for Queensland."
"Ein Mann erklärte, dass die kostenlose Operation eines Leistenbruchs, die er erhalten habe, ihm nun ermögliche, wieder zu arbeiten.",One man explained that the free hernia surgery he'd received will allow him to work again.,A man stated that the free operation for a hip fracture he had received would now allow him to return to work.
"Die Täter sollen zwischen 1,60 und 1,70 Meter groß gewesen sein, also relativ klein.","Between 1.6 and 1.7 m tall, the perpetrators were relatively short.","The suspects were between 1.60 and 1.70 meters tall, thus relatively small."
"Die Tipps stammen nicht nur von Unternehmern, sondern auch von Berufsverbänden und Journalisten.","Tips were received from entrepreneurs, but also professional associations and journalists.","The tips do not only come from entrepreneurs, but also from professional associations and journalists."
Am Münchner Hauptbahnhof trafen nach Bundespolizei-Angaben im Vergleich zum Wochenbeginn am Mittwoch wieder deutlich mehr Flüchtlinge ein.,"According to reports from the Federal police, significantly more refugees arrived at the main railway station in Munich on Wednesday compared to the beginning of the week.","At the Munich main railway station, according to Federal Police reports, significantly more refugees arrived on Wednesday compared to the beginning of the week."
Die CDU-Fraktion wird voraussichtlich am Dienstag über ihr weiteres Vorgehen entscheiden.,The CDU parliamentary group is expected to decide on Tuesday about how they will proceed.,The CDU faction is expected to decide on its further course of action on Tuesday.
Im Gegensatz zu Deutschlands Top-Wohnorten kommt einem der Preis aber wie Peanuts vor.,"Compared with Germany's top areas, however, this price seems likes peanuts.","In contrast to Germany's top living destinations, the price seems like peanuts."
"Am Samstag, 7. September, starten um 13.30 Uhr die Highlander-Games.","On Saturday 7 September, the Highland Games will start at 1:30 p.m.","On Saturday, September 7th, the Highland Games will start at 1:30 PM."
"Die Richterin hatte geurteilt, Polizeibeamte verletzten die Bürgerrechte von Zehntausenden von Menschen, weil sie in unangemessener Weise gezielt schwarze und lateinamerikanische Männer mit dem Stop-and-Frisk-Programm ins Visier nähmen.",The judge had ruled that police officers violated the civil rights of tens of thousands of people by wrongly targeting black and Hispanic men with its stop-and-frisk program.,The judge ruled that police officers violated the rights of tens of thousands of people by targeting black and Latin American men with the Stop-and-Frisk program in an inappropriate and intentional manner. The judge ruled that police officers violated the rights of tens of thousands of people by targeting black and Latin American men with the Stop-and-Frisk program in an inappropriate and intentional manner.
"Denn häufig lösen sich soziale und familiäre Strukturen im Alter auf, ein Chor ist dann eine ideale Gelegenheit, um Zeit mit anderen Menschen zu verbringen.",Social and familial structures often weaken as people grow older - so choir is a perfect way to spend time with other people.,"Because social and family structures often break down in old age, a choir is then an ideal opportunity to spend time with other people."
"Beim Provider des Absenders wird in der Regel überprüft, ob die Mail ein Schadprogramm als Anhang mit sich führt.",Checks are generally carried out by the sender's provider as to whether the mail contains malware as an attachment.,The provider of the sender usually checks whether the email contains a virus as an attachment.
Erst am Schluss des Fluges sind wiederum technische Schäden an der Rakete aufgetreten.,But near the end of the flight there was technical damage to the missile.,"Again, technical damages to the rocket occurred only at the end of the flight."
"Der Donut-förmige Ring besteht aus Material, das der Stern im Sterbeprozess herausschleuderte.","The donut-shaped ring consists of material, ejected by the star in the process of dying.",The donut-shaped ring is made of material that the star ejected during its death process.
"Wie die Konjunktur auch immer liegt, es werden Niedrigstpreise gefordert, bestätigt der Vorsitzende des Gaststättengremiums von Barcelona, Gaietà Farràs.","Whatever conjuncture, everyone demanded a price war, confirms the president of the Gremi Restoration of Barcelona, Gaiet Farrs.","Regardless of how the economy is doing, low prices are demanded, confirms the president of the Barcelona hospitality committee, Gaietà Farràs."
Er verschwand einfach - egal wie weit der Ausschnitt ausgewählt war.,He just disappeared - no matter how wide a perspective was used.,He simply vanished - no matter how far the excerpt was chosen.
"`Es gehört uns, es ist unsere Zukunft', fügte er hinzu, nachdem er eine theatralische Pause eingelegt hatte, um die riesige Karte hinter sich zu betrachten.","""We, our future,"" he added after a theatrical pause contemplating the immense map behind him.","`It belongs to us, it is our future,' he added, after pausing theatrically to survey the enormous map behind him."
"Aber keiner der befragten Studenten - und weniger noch ein Professor - erklärte, an das letzte Datum des 21. Dezembers zu glauben.",But none of the students interviewed - much less any professor - said they believed in the end date of December 21st.,But none of the surveyed students - and even less so a professor - stated that they believed in the last date of December 21st.
"Die originalen Außentüren sind geblieben, das Haus ist im alten rotbraunen Rostschutz-Farbton gestrichen.",The original external doors have been retained and the building has been painted in the old red-brown colour of rust-proofing.,"The original exterior doors have been retained, and the house has been painted in the old rust-red protective coating color."
"Im Jahr 2002 gelang es ihm im sechsten Anlauf, als erster Mensch den Weltball in einem Heissluftballon zum umkreisen: ein zweiwöchiger, einsamer Flug.","In 2002, at his sixth attempt, he became the first man to complete the round the world trip in a hot air balloon: a two-week solo flight.","In the year 2002, he succeeded on his sixth attempt, when he became the first person to circumnavigate the world in a hot air balloon: a two-week, solitary flight."
"Trerise schrieb in einem Geständnis: ""Ich fühle mich verantwortlich für ihren Tod.""","Trerise wrote in a confession note: ""I feel responsible for her death.""","Trerise wrote in a confession: ""I feel responsible for her death."""
"Der Unsinn fängt mit dem Ticketholen an, das dir erlaubt, als erster zu gehen.","The nonsense began with the collection of the back number, which presupposed you went there before the race.","The nonsense starts with the ticket collection, which allows you to go first."
"Hughes sagte, Patek habe dasselbe Schicksal verdient wie die drei anderen Mitglieder der Terrorzelle Jemaah Islamiah – Amrozi, Mukhlas und Imam Samudra –, die für das Blutbad verantwortlich waren und vor vier Jahren hingerichtet wurden.","Mr Hughes said Patek should have shared the same fate as three other members of the Jemaah Islamiah terror cell responsible for the carnage - Amrozi, Mukhlas and Imam Samudra - who were executed four years ago.","Hughes said that Patek deserved the same fate as the three other members of the terrorist cell Jemaah Islamiah – Amrozi, Mukhlas, and Imam Samudra – who were responsible for the massacre and were executed four years ago."
