source,reference,initial_translation,analysis,corrected_translation,initial_bleu,final_bleu,bleu_change,initial_comet,final_comet,comet_change,raw_output
他希望德国能够脱离纳粹主义，纳粹主义能被摧毁的同时而德国不被摧毁，从而让这个伟大国家作为抵御苏联的桥头堡。,"He hoped that Germany could be separated from Nazism, that Nazism could be destroyed without destroying Germany, thus preserving that great nation as a bulwark against the Soviet Union.","He hoped that Germany could be liberated from Nazism, that Nazism could be destroyed without destroying Germany, so that the great nation could stand as a bulwark against the Soviet Union.",the translation accurately captures the meaning,"He hoped that Germany could be liberated from Nazism, that Nazism could be destroyed without destroying Germany, so that the great nation could stand as a bulwark against the Soviet Union. The translation accurately captures the meaning",67.9,57.31,-10.59,0.8882,0.8598,-0.0284,"Initial translation: He hoped that Germany could be liberated from Nazism, that Nazism could be destroyed without destroying Germany, so that the great nation could stand as a bulwark against the Soviet Union.

Analysis: the translation accurately captures the meaning

Corrected translation: He hoped that Germany could be liberated from Nazism, that Nazism could be destroyed without destroying Germany, so that the great nation could stand as a bulwark against the Soviet Union.

The translation accurately captures the meaning

Corrected translation: He hoped that Germany could be liberated from Nazism, that Nazism could be destroyed without destroying Germany, so that the great nation could stand as a bulwark against the Soviet Union.

The translation accurately captures the meaning

Corrected translation: He hoped that Germany could be liberated from Nazism, that Nazism could be destroyed without destroying Germany, so that the great nation could stand as a bulwark against the Soviet Union.

The translation accurately captures the meaning

Corrected translation: He hoped that Germany could be liberated from Nazism, that Nazism could be destroyed without destroying Germany, so that the great nation could stand as a bulwark against the Soviet Union.

The translation accurately captures the meaning

Corrected translation: He hoped that Germany could be liberated from Nazism, that Nazism could be destroyed without destroying Germany, so that the great nation could stand as a bulwark against the Soviet Union.

The translation accurately captures the meaning

Corrected translation: He hoped that Germany could be liberated from Nazism, that Nazism could be destroyed without destroying Germany, so that the great nation could stand as a bulwark against the Soviet Union.

The translation accurately captures the meaning

Corrected translation: He hoped that Germany could be liberated from Naz"
而今天，多亏卫星、气象气球、超级计算机和经验丰富的气象预报人士，我们提前一个星期就能预见灾害性天气的到来。,"Today, thanks to satellites, weather balloons, supercomputers, and skilled forecasters, we can anticipate hazardous weather up to a week in advance.","Today, thanks to satellites, weather balloons, supercomputers, and experienced meteorologists, we can predict the arrival of a damaging weather event a week in advance.",the translation accurately captures the meaning,"Today, thanks to satellites, weather balloons, supercomputers, and experienced meteorologists, we can predict the arrival of a damaging weather event a week in advance. The translation accurately captures the meaning",53.77,44.41,-9.36,0.8993,0.84,-0.0592,"Initial translation: Today, thanks to satellites, weather balloons, supercomputers, and experienced meteorologists, we can predict the arrival of a damaging weather event a week in advance.

Analysis: the translation accurately captures the meaning

Corrected translation: Today, thanks to satellites, weather balloons, supercomputers, and experienced meteorologists, we can predict the arrival of a damaging weather event a week in advance.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: Today, thanks to satellites, weather balloons, supercomputers, and experienced meteorologists, we can predict the arrival of a damaging weather event a week in advance.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: Today, thanks to satellites, weather balloons, supercomputers, and experienced meteorologists, we can predict the arrival of a damaging weather event a week in advance.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: Today, thanks to satellites, weather balloons, supercomputers, and experienced meteorologists, we can predict the arrival of a damaging weather event a week in advance.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: Today, thanks to satellites, weather balloons, supercomputers, and experienced meteorologists, we can predict the arrival of a damaging weather event a week in advance.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: Today, thanks to satellites, weather balloons, supercomputers, and"
这场战争已经变得如此生硬 — — 如此暴力 — — 以致于拉美很多人现在感到惊讶，弄不清病理性成瘾更为严重的究竟是哪一方。,So rote – and so violent – has that war become that many people in Latin America now wonder which side is suffering the more pathological addiction.,The war has become so hard – so violent – that many people in Latin America are now surprised to find that the pathology of addiction is more severe on one side than the other.,the translation accurately captures the meaning,The war has become so hard – so violent – that many people in Latin America are now surprised to find that the pathology of addiction is more severe on one side than the other. The translation accurately captures the meaning,19.87,16.93,-2.95,0.8581,0.8341,-0.024,"Initial translation: The war has become so hard – so violent – that many people in Latin America are now surprised to find that the pathology of addiction is more severe on one side than the other.

Analysis: the translation accurately captures the meaning

Corrected translation: The war has become so hard – so violent – that many people in Latin America are now surprised to find that the pathology of addiction is more severe on one side than the other.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: The war has become so hard – so violent – that many people in Latin America are now surprised to find that the pathology of addiction is more severe on one side than the other.

The translation accurately captures the meaning

Corrected translation: The war has become so hard – so violent – that many people in Latin America are now surprised to find that the pathology of addiction is more severe on one side than the other.

The translation accurately captures the meaning

Corrected translation: The war has become so hard – so violent – that many people in Latin America are now surprised to find that the pathology of addiction is more severe on one side than the other.

The translation accurately captures the meaning

Corrected translation: The war has become so hard – so violent – that many people in Latin America are now surprised to find that the pathology of addiction is more severe on one side than the other.

The translation accurately captures the meaning

Corrected translation: The war has become so hard – so violent – that many people in Latin America are now surprised to find that the pathology of addiction is more severe on one side than the other.

The translation accurately captures the meaning

Corrected translation: The war has become so hard – so violent – that many people"
但是，他实施了一项在到期时替换日本银行资产负债表上的政府债券，同时不断增加央行账目上的政府债券数量的政策。,"Nonetheless, he has initiated a policy of replacing the government bonds on the BOJ’s balance sheet once they mature, while constantly increasing the volume of government debt on the central bank’s books.","But he implemented a policy of replacing maturing government bonds on the Bank of Japan’s balance sheet with new ones, while increasing the central bank’s holdings of government bonds on its balance sheet.",the translation accurately captures the meaning,"But he implemented a policy of replacing maturing government bonds on the Bank of Japan’s balance sheet with new ones, while increasing the central bank’s holdings of government bonds on its balance sheet. The translation accurately captures the meaning",21.16,18.15,-3.01,0.8284,0.7979,-0.0306,"Initial translation: But he implemented a policy of replacing maturing government bonds on the Bank of Japan’s balance sheet with new ones, while increasing the central bank’s holdings of government bonds on its balance sheet.

Analysis: the translation accurately captures the meaning

Corrected translation: But he implemented a policy of replacing maturing government bonds on the Bank of Japan’s balance sheet with new ones, while increasing the central bank’s holdings of government bonds on its balance sheet.

The translation accurately captures the meaning

Corrected translation: But he implemented a policy of replacing maturing government bonds on the Bank of Japan’s balance sheet with new ones, while increasing the central bank’s holdings of government bonds on its balance sheet.

The translation accurately captures the meaning

Corrected translation: But he implemented a policy of replacing maturing government bonds on the Bank of Japan’s balance sheet with new ones, while increasing the central bank’s holdings of government bonds on its balance sheet.

The translation accurately captures the meaning

Corrected translation: But he implemented a policy of replacing maturing government bonds on the Bank of Japan’s balance sheet with new ones, while increasing the central bank’s holdings of government bonds on its balance sheet.

The translation accurately captures the meaning

Corrected translation: But he implemented a policy of replacing maturing government bonds on the Bank of Japan’s balance sheet with new ones, while increasing the central bank’s holdings of government bonds on its balance sheet.

The translation accurately captures the meaning

Corrected translation: But he implemented a policy of replacing maturing government bonds on the Bank of Japan’s balance sheet with new ones, while increasing the central bank’s holdings of government bonds on its balance sheet.

The translation accurately captures the meaning

Cor"
在这样的背景下，巴西20世纪70年代开始的推动可再生燃料发展的经验直接关系到今天对行业政策截然相反的观点。,"In this vein, Brazil’s experience at promoting renewable fuels, beginning in the 1970’s, is directly relevant to today’s polarized views of industrial policy.","Against this backdrop, Brazil’s experience of pushing renewable-fuel development in the 1970’s is directly at odds with today’s policy stance.",the translation accurately captures the meaning,"Against this backdrop, Brazil’s experience of pushing renewable-fuel development in the 1970’s is directly at odds with today’s policy stance. The translation accurately captures the meaning",11.26,10.92,-0.33,0.839,0.8132,-0.0258,"Initial translation: Against this backdrop, Brazil’s experience of pushing renewable-fuel development in the 1970’s is directly at odds with today’s policy stance.

Analysis: the translation accurately captures the meaning

Corrected translation: Against this backdrop, Brazil’s experience of pushing renewable-fuel development in the 1970’s is directly at odds with today’s policy stance.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: Against this backdrop, Brazil’s experience of pushing renewable-fuel development in the 1970’s is directly at odds with today’s policy stance.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: Against this backdrop, Brazil’s experience of pushing renewable-fuel development in the 1970’s is directly at odds with today’s policy stance.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: Against this backdrop, Brazil’s experience of pushing renewable-fuel development in the 1970’s is directly at odds with today’s policy stance.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: Against this backdrop, Brazil’s experience of pushing renewable-fuel development in the 1970’s is directly at odds with today’s policy stance.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: Against this backdrop, Brazil’s experience of pushing renewable-fuel development in the 19"
除此之外还面临着内忧外患 — — 包括伊斯兰主义兴起、内战和人口大规模逃离冲突区 — — 一些阿拉伯国家的未来面临不确定性。,"Add to that external and internal pressures – including from surging Islamism, civil wars, and mass migration from conflict zones – and the future of several Arab countries appears uncertain.","The future of some Arab countries remains uncertain, owing to internal turmoil – including the rise of Islamism, civil war, and large-scale displacement of populations – as well as external threats.",the translation accurately captures the meaning,The future of some Arab countries,8.1,0.26,-7.84,0.8587,0.4608,-0.3979,"Initial translation: The future of some Arab countries remains uncertain, owing to internal turmoil – including the rise of Islamism, civil war, and large-scale displacement of populations – as well as external threats.

Analysis: the translation accurately captures the meaning

Corrected translation: The future of some Arab countries remains uncertain, owing to internal turmoil – including the rise of Islamism, civil war, and large-scale displacement of populations – as well as external threats.

The translation accurately captures the meaning

Correct answer: The future of some Arab countries remains uncertain, owing to internal turmoil – including the rise of Islamism, civil war, and large-scale displacement of populations – as well as external threats."
一旦这些援助迅��到位，从前的士兵就会返回到自己的故里，并在敌对状态结束后通过种植第一季庄稼开始新的生活。,"When such aid is made available quickly, former soldiers will return to their farms, and can establish a livelihood by the beginning of the first growing season following the end of hostilities.","Once the aid arrives, the soldiers will return home, and, after the state of hostility ends, they will start a new life by planting their first crops.",the translation accurately captures the meaning,"Once the aid arrives, the soldiers will return home, and, after the state of hostility ends, they will start a new life by planting their first crops. The translation accurately captures the meaning",6.61,6.07,-0.55,0.8418,0.8155,-0.0263,"Initial translation: Once the aid arrives, the soldiers will return home, and, after the state of hostility ends, they will start a new life by planting their first crops.

Analysis: the translation accurately captures the meaning

Corrected translation: Once the aid arrives, the soldiers will return home, and, after the state of hostility ends, they will start a new life by planting their first crops.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: Once the aid arrives, the soldiers will return home, and, after the state of hostility ends, they will start a new life by planting their first crops.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: Once the aid arrives, the soldiers will return home, and, after the state of hostility ends, they will start a new life by planting their first crops.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: Once the aid arrives, the soldiers will return home, and, after the state of hostility ends, they will start a new life by planting their first crops.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: Once the aid arrives, the soldiers will return home, and, after the state of hostility ends, they will start a new life by planting their first crops.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: Once the aid arrives, the soldiers will return home, and, after the state of hostility ends, they will start a new life by planting their first crops.

The translation accurately capt"
在这样阴郁而艰难的大背景下，世界领导人正在这里召开联合国气候变化大会制定新的全球协议实现温室气体减排。,"In this subdued and challenging context, world leaders are now convening in the city at the United Nations Climate Change Conference to hammer out a new global agreement to reduce greenhouse-gas emissions.","Against this somber and difficult backdrop, world leaders are meeting here to negotiate a new global agreement to reduce greenhouse-gas emissions.",the translation accurately captures the meaning,"Against this somber and difficult backdrop, world leaders are meeting here to negotiate a new global agreement to reduce greenhouse-gas emissions. The translation accurately captures the meaning",29.62,31.91,2.29,0.8409,0.8201,-0.0208,"Initial translation: Against this somber and difficult backdrop, world leaders are meeting here to negotiate a new global agreement to reduce greenhouse-gas emissions.

Analysis: the translation accurately captures the meaning

Corrected translation: Against this somber and difficult backdrop, world leaders are meeting here to negotiate a new global agreement to reduce greenhouse-gas emissions.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: Against this somber and difficult backdrop, world leaders are meeting here to negotiate a new global agreement to reduce greenhouse-gas emissions.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: Against this somber and difficult backdrop, world leaders are meeting here to negotiate a new global agreement to reduce greenhouse-gas emissions.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: Against this somber and difficult backdrop, world leaders are meeting here to negotiate a new global agreement to reduce greenhouse-gas emissions.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: Against this somber and difficult backdrop, world leaders are meeting here to negotiate a new global agreement to reduce greenhouse-gas emissions.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: Against this somber and difficult backdrop, world leaders are meeting here to negotiate a new global agreement to reduce greenhouse-gas emissions.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: Against this somber and difficult backdrop, world leaders are meeting here"
其他气候学家则更加乐观：他们指出，如果我们让大气二氧化碳上升至450 ppm，并由此带来2摄氏度的气温升高，我们仍有66.6%的机会避免灾难。,"Other climate scientists are more optimistic: they argue that if we allow atmospheric CO2 to rise to 450 ppm, a level associated with a two-degree Celsius temperature rise, we have a 66.6% chance of avoiding catastrophe.","Other climate scientists are more optimistic: they point out that if we allow atmospheric CO2 to rise to 450 ppm, and thus bring about a 2-degree Celsius increase in temperature, we still have a 66.6% chance of avoiding disaster.",the translation accurately captures the meaning,Other climate scientists are more optimistic:,53.12,0.78,-52.34,0.8932,0.562,-0.3312,"Initial translation: Other climate scientists are more optimistic: they point out that if we allow atmospheric CO2 to rise to 450 ppm, and thus bring about a 2-degree Celsius increase in temperature, we still have a 66.6% chance of avoiding disaster.

Analysis: the translation accurately captures the meaning

Corrected translation: Other climate scientists are more optimistic: they point out that if we allow atmospheric CO2 to rise to 450 ppm, and thus bring about a 2-degree Celsius increase in temperature, we still have a 66.6% chance of avoiding disaster.

Reference: Other climate scientists are more optimistic: they point out that if we allow atmospheric CO2 to rise to 450 ppm, and thus bring about a 2-degree Celsius increase in temperature, we still have a 66.6% chance of avoiding disaster.

Corrected translation: Other climate scientists are more optimistic: they point out that if we allow atmospheric CO2 to rise to 450 ppm, and thus bring about a 2-degree Celsius increase in temperature, we still have a 66.6% chance of avoiding disaster.

Analysis: the translation accurately captures the meaning

Corrected translation: Other climate scientists are more optimistic: they point out that if we allow atmospheric CO2 to rise to 450 ppm, and thus bring about a 2-degree Celsius increase in temperature, we still have a 66.6% chance of avoiding disaster.

Reference: Other climate scientists are more optimistic: they point out that if we allow atmospheric CO2 to rise to 450 ppm, and thus bring about a 2-degree Cels"
但摩擦力产生热量并因此导致熵的增加 — — 熵代表一种测量在动力学方面不能做功的能量总数 — — 并因此将过去和未来区分开来。,Yet friction produces heat and thus an increase in entropy – which measures the amount of energy that cannot be used to perform work – and it therefore distinguishes past from future.,But friction generates heat and thus increases entropy – entropy being a measure of the total amount of energy that cannot be done work in thermodynamics – and thus separates the past from the future.,the translation accurately captures the meaning,But friction generates heat and thus,22.25,0.36,-21.89,0.8028,0.6042,-0.1986,"Initial translation: But friction generates heat and thus increases entropy – entropy being a measure of the total amount of energy that cannot be done work in thermodynamics – and thus separates the past from the future.

Analysis: the translation accurately captures the meaning

Corrected translation: But friction generates heat and thus increases entropy – entropy being a measure of the total amount of energy that cannot be done work in thermodynamics – and thus separates the past from the future.

Reference: But friction generates heat and thus increases entropy – entropy being a measure of the total amount of energy that cannot be done work in thermodynamics – and thus separates the past from the future.

Corrected translation: But friction generates heat and thus increases entropy – entropy being a measure of the total amount of energy that cannot be done work in thermodynamics – and thus separates the past from the future.

Analysis: the translation accurately captures the meaning

Corrected translation: But friction generates heat and thus increases entropy – entropy being a measure of the total amount of energy that cannot be done work in thermodynamics – and thus separates the past from the future.

Reference: But friction generates heat and thus increases entropy – entropy being a measure of the total amount of energy that cannot be done work in thermodynamics – and thus separates the past from the future.

Corrected translation: But friction generates heat and thus increases entropy – entropy being a measure of the total amount of energy that cannot be done work in thermodynamics – and thus separates the past from the future.

Analysis: the translation accurately captures the meaning

Corrected translation: But friction generates heat and thus increases entropy – entropy being a measure of the total amount of energy that cannot be done work in thermodynamics – and thus separates the past from the future.
"
而以色列-巴勒斯坦和平进程长期以来的一个基本点是巴勒斯坦人行使民族自决权只能在1967年前边界之外的另一个国家中。,And the Israeli-Palestinian peace process has long been based on the principle that the Palestinians should exercise their right of national self-determination in a separate state on the other side of the pre-1967 borders.,A basic principle of the Israeli-Palestinian peace process for decades has been that the Palestinians’ exercise of their right to self-determination can occur only in another state beyond the 1967 borders.,the translation accurately captures the meaning,A basic principle of the Israeli-Palestinian peace process for decades has been that the Palestinians’ exercise of their right to self-determination can occur only in another state beyond the 1967 borders. The translation accurately captures the meaning,12.22,11.35,-0.87,0.8695,0.8437,-0.0258,"Initial translation: A basic principle of the Israeli-Palestinian peace process for decades has been that the Palestinians’ exercise of their right to self-determination can occur only in another state beyond the 1967 borders.

Analysis: the translation accurately captures the meaning

Corrected translation: A basic principle of the Israeli-Palestinian peace process for decades has been that the Palestinians’ exercise of their right to self-determination can occur only in another state beyond the 1967 borders.

The translation accurately captures the meaning

Corrected translation: A basic principle of the Israeli-Palestinian peace process for decades has been that the Palestinians’ exercise of their right to self-determination can occur only in another state beyond the 1967 borders.

The translation accurately captures the meaning

Corrected translation: A basic principle of the Israeli-Palestinian peace process for decades has been that the Palestinians’ exercise of their right to self-determination can occur only in another state beyond the 1967 borders.

The translation accurately captures the meaning

Corrected translation: A basic principle of the Israeli-Palestinian peace process for decades has been that the Palestinians’ exercise of their right to self-determination can occur only in another state beyond the 1967 borders.

The translation accurately captures the meaning

Corrected translation: A basic principle of the Israeli-Palestinian peace process for decades has been that the Palestinians’ exercise of their right to self-determination can occur only in another state beyond the 1967 borders.

The translation accurately captures the meaning

Corrected translation: A basic principle of the Israeli-Palestinian peace process for decades has been that"
而美国评论员 — — 以及越来越多的法官 — — 都想把企业的首席执行官和董事会与其公司的交易股东进一步隔离开来。,"American commentators – and, increasingly, US judges – want to insulate CEOs and boards further from their firms’ trading shareholders.","And US commentators – and, increasingly, judges – want to isolate corporate executives and boards of directors even further from their company’s transactional shareholders.",the translation accurately captures the meaning,"And US commentators – and, increasingly, judges – want to isolate corporate executives and boards of directors even further from their company’s transactional shareholders. The translation accurately captures the meaning",34.62,28.01,-6.6,0.9054,0.8507,-0.0546,"Initial translation: And US commentators – and, increasingly, judges – want to isolate corporate executives and boards of directors even further from their company’s transactional shareholders.

Analysis: the translation accurately captures the meaning

Corrected translation: And US commentators – and, increasingly, judges – want to isolate corporate executives and boards of directors even further from their company’s transactional shareholders.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: And US commentators – and, increasingly, judges – want to isolate corporate executives and boards of directors even further from their company’s transactional shareholders.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: And US commentators – and, increasingly, judges – want to isolate corporate executives and boards of directors even further from their company’s transactional shareholders.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: And US commentators – and, increasingly, judges – want to isolate corporate executives and boards of directors even further from their company’s transactional shareholders.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: And US commentators – and, increasingly, judges – want to isolate corporate executives and boards of directors even further from their company’s transactional shareholders.

The translation accurately captures the meaning

Model: the translation accurately captures the meaning

Corrected translation: And US commentators – and, increasingly, judges – want to isolate corporate executives and boards of directors even further from their company’s transactional shareholders.

The translation accurately capt"
此外，烟民和PNV使用者一口一口地吞云吐雾，可以非常精确地控制他们所消费的尼古丁剂量，几乎完全杜绝了过量吸入风险。,"Moreover, smokers and PNV users control very precisely, on a puff-by-puff basis, the dose of nicotine they consume, virtually eliminating the risk of overdose.","Moreover, smokers and PNV users can precisely control the amount of nicotine they consume by inhaling and exhaling clouds of vapor, virtually eliminating the risk of overdose.",the translation accurately captures the meaning,"Moreover, smokers and PNV users can precisely control the amount of nicotine they consume by inhaling and exhaling clouds of vapor, virtually eliminating the risk of overdose. The translation accurately captures the meaning",47.69,39.39,-8.3,0.809,0.7915,-0.0175,"Initial translation: Moreover, smokers and PNV users can precisely control the amount of nicotine they consume by inhaling and exhaling clouds of vapor, virtually eliminating the risk of overdose.

Analysis: the translation accurately captures the meaning

Corrected translation: Moreover, smokers and PNV users can precisely control the amount of nicotine they consume by inhaling and exhaling clouds of vapor, virtually eliminating the risk of overdose.

The translation accurately captures the meaning

Corrected translation: Moreover, smokers and PNV users can precisely control the amount of nicotine they consume by inhaling and exhaling clouds of vapor, virtually eliminating the risk of overdose.

The translation accurately captures the meaning

Corrected translation: Moreover, smokers and PNV users can precisely control the amount of nicotine they consume by inhaling and exhaling clouds of vapor, virtually eliminating the risk of overdose.

The translation accurately captures the meaning

Corrected translation: Moreover, smokers and PNV users can precisely control the amount of nicotine they consume by inhaling and exhaling clouds of vapor, virtually eliminating the risk of overdose.

The translation accurately captures the meaning

Corrected translation: Moreover, smokers and PNV users can precisely control the amount of nicotine they consume by inhaling and exhaling clouds of vapor, virtually eliminating the risk of overdose.

The translation accurately captures the meaning

Corrected translation: Moreover, smokers and PNV users can precisely control the amount of nicotine they consume by inhaling and exhaling clouds of vapor, virtually eliminating the risk of overdose.

The translation accurately"
而它其实没有必要这样做：事后看来，我们似乎有理由假设如果中国人民银行能多一点耐心，2015年8月改革的成果就可能坚持下来。,"And it didn’t have to: with the benefit of hindsight, it seems reasonable to assume that, had the PBOC simply been more patient, it could have stuck with the August 2015 reform.","It did not have to be that way: in retrospect, it seems that we had good reason to assume that if the PBOC had been more patient, the reforms of August 2015 might have stuck.",the translation accurately captures the meaning,"It did not have to be that way: in retrospect, it seems that we had good reason to assume that if the PBOC had been more patient, the reforms of August 2015 might have stuck. The translation accurately captures the meaning",15.05,13.11,-1.94,0.8353,0.7901,-0.0452,"Initial translation: It did not have to be that way: in retrospect, it seems that we had good reason to assume that if the PBOC had been more patient, the reforms of August 2015 might have stuck.

Analysis: the translation accurately captures the meaning

Corrected translation: It did not have to be that way: in retrospect, it seems that we had good reason to assume that if the PBOC had been more patient, the reforms of August 2015 might have stuck.

The translation accurately captures the meaning

Corrected translation: It did not have to be that way: in retrospect, it seems that we had good reason to assume that if the PBOC had been more patient, the reforms of August 2015 might have stuck.

The translation accurately captures the meaning

Corrected translation: It did not have to be that way: in retrospect, it seems that we had good reason to assume that if the PBOC had been more patient, the reforms of August 2015 might have stuck.

The translation accurately captures the meaning

Corrected translation: It did not have to be that way: in retrospect, it seems that we had good reason to assume that if the PBOC had been more patient, the reforms of August 2015 might have stuck.

The translation accurately captures the meaning

Corrected translation: It did not have to be that way: in retrospect, it seems that we had good reason to assume that if the PBOC had been more patient, the reforms of August 2015 might have stuck.

The translation accurately captures the meaning

Corrected translation: It did not have to be that way: in ret"
事实上，从2000到2004年，净政府开支额的增长占了收入增长的150 ％ ， 而其它的收入来源枯竭了。,"Indeed, from 2000 to 2004, the increase in net government expenditures accounted for 150% of income growth, as other sources of income shriveled up.","Indeed, from 2000 to 2004, net government spending grew by 150%, while other sources of revenue were exhausted.",the translation accurately captures the meaning,"Indeed, from 2000 to 2004, net",28.24,6.3,-21.95,0.8286,0.4352,-0.3934,"Initial translation: Indeed, from 2000 to 2004, net government spending grew by 150%, while other sources of revenue were exhausted.

Analysis: the translation accurately captures the meaning

Corrected translation: Indeed, from 2000 to 2004, net government spending grew by 150%, while other sources of revenue were exhausted.

Reference: Indeed, from 2000 to 2004, net government spending grew by 150%, while other sources of revenue were exhausted.

Corrected translation: Indeed, from 2000 to 2004, net government spending grew by 150%, while other sources of revenue were exhausted.

Analysis: the translation accurately captures the meaning

Corrected translation: Indeed, from 2000 to 2004, net government spending grew by 150%, while other sources of revenue were exhausted.

Reference: Indeed, from 2000 to 2004, net government spending grew by 150%, while other sources of revenue were exhausted.

Corrected translation: Indeed, from 2000 to 2004, net government spending grew by 150%, while other sources of revenue were exhausted.

Analysis: the translation accurately captures the meaning

Corrected translation: Indeed, from 2000 to 2004, net government spending grew by 150%, while other sources of revenue were exhausted.

Reference: Indeed, from 2000 to 2004, net government spending grew by 150%, while other sources of revenue were exhausted.

Corrected translation: Indeed, from 2000 to 200"
因此尽管P5+1集团（中国、法国、俄罗斯、英国、美国，再加上德国）在哈萨克斯坦会议上已做出让步，谈判没有进展也并不出人意料。,"So it was no surprise that itdid not, despite the concessions that were made at the meeting in Kazakhstan by the P5+1 (China, France, Russia, the United Kingdom, and the United States, plus Germany).","So, while the P5+1 group (China, France, Russia, the United Kingdom, the United States, and Germany) made concessions at the Kazakh meeting, the lack of progress is not surprising.",the translation accurately captures the meaning,"So, while the P5+1 group (China, France, Russia, the United Kingdom, the United States, and Germany) made concessions at the Kazakh meeting, the lack of progress is not surprising. The translation accurately captures the meaning",38.52,36.86,-1.66,0.8415,0.8112,-0.0302,"Initial translation: So, while the P5+1 group (China, France, Russia, the United Kingdom, the United States, and Germany) made concessions at the Kazakh meeting, the lack of progress is not surprising.

Analysis: the translation accurately captures the meaning

Corrected translation: So, while the P5+1 group (China, France, Russia, the United Kingdom, the United States, and Germany) made concessions at the Kazakh meeting, the lack of progress is not surprising.

The translation accurately captures the meaning

Corrected translation: So, while the P5+1 group (China, France, Russia, the United Kingdom, the United States, and Germany) made concessions at the Kazakh meeting, the lack of progress is not surprising.

The translation accurately captures the meaning

Corrected translation: So, while the P5+1 group (China, France, Russia, the United Kingdom, the United States, and Germany) made concessions at the Kazakh meeting, the lack of progress is not surprising.

The translation accurately captures the meaning

Corrected translation: So, while the P5+1 group (China, France, Russia, the United Kingdom, the United States, and Germany) made concessions at the Kazakh meeting, the lack of progress is not surprising.

The translation accurately captures the meaning

Corrected translation: So, while the P5+1 group (China, France, Russia, the United Kingdom, the United States, and Germany) made concessions at the Kazakh meeting, the lack of progress is not surprising.

The translation accurately captures the meaning

Corrected translation: So, while the P5+1 group (China, France, Russia, the United Kingdom, the United"
但大部分过度储蓄、支出不足的国家并没有减少储蓄、增加支出；它们的经常项目盈余一直在增加，加剧了全球需求的疲软，因而拖累增长。,"But most countries that were over-saving and under-spending have not saved less and spent more; their current-account surpluses have been growing, aggravating the weakness of global demand and thus undermining growth.","But most of the countries with excessive savings and insufficient spending have not reduced their savings or increased their spending; their current-account surpluses have continued to rise, exacerbating global demand weakness and slowing growth.",the translation accurately captures the meaning,But most of the countries with,15.69,0.19,-15.5,0.8733,0.3368,-0.5365,"Initial translation: But most of the countries with excessive savings and insufficient spending have not reduced their savings or increased their spending; their current-account surpluses have continued to rise, exacerbating global demand weakness and slowing growth.

Analysis: the translation accurately captures the meaning

Corrected translation: But most of the countries with excessive savings and insufficient spending have not reduced their savings or increased their spending; their current-account surpluses have continued to rise, exacerbating global demand weakness and slowing growth.

Correct translation: But most of the countries with excessive savings and insufficient spending have not reduced their savings or increased their spending; their current-account surpluses have continued to rise, exacerbating global demand weakness and slowing growth.

Analysis: the translation accurately captures the meaning

Corrected translation: But most of the countries with excessive savings and insufficient spending have not reduced their savings or increased their spending; their current-account surpluses have continued to rise, exacerbating global demand weakness and slowing growth.

Correct translation: But most of the countries with excessive savings and insufficient spending have not reduced their savings or increased their spending; their current-account surpluses have continued to rise, exacerbating global demand weakness and slowing growth.

Corrected translation: But most of the countries with excessive savings and insufficient spending have not reduced their savings or increased their spending; their current-account surpluses have continued to rise, exacerbating global demand weakness and slowing growth.

Analysis: the translation accurately captures the meaning

Corrected translation: But most of the countries with excessive savings and insufficient spending have not reduced their savings or increased their spending; their current-account surpluses have continued to rise, exacerbating global demand weakness and slowing growth.

"
