source,reference,prediction
"Nach einem Besuch des Hauptquartiers der Organisation in Moskau im Juli erklärte WADA-Generaldirektor Olivier Niggli, dass RUSADA sich ""in die richtige Richtung"" bewegt, um wieder eingesetzt zu werden.","Following a visit to the organization's headquarters in Moscow in July, WADA Director General Olivier Niggli stated that RUSADA is ""moving in the right direction"" to be reinstated.","Following a visit to the organisation's headquarters in Moscow in July, WADA director general Olivier Nigg"
"Wortkarg gab er sich, der Coach des Fußball-Bezirksligisten VfL Wolbeck, zog sich erst mal (innerlich) zurück, um über die fehlende Leistungsbereitschaft auf dem Grün zu sinnieren.","Silently, the coach of the football district league club VfL Wolbeck first retreated (inwardly) to ponder over the lack of motivation on the playing field.","The coach of the football district league team VfL Wolbeck, who was sparing with words,"
"Mit Blick auf die deutliche Zunahme von rechtsmotivierten Straftaten und Angriffen auf Asylbewerber und Flüchtlingsunterkünfte sagte Maaßen, er würde in diesem Zusammenhang noch nicht von neuem rechten Terrorismus sprechen.","With regard to the clear increase in right-wing crimes and attacks on asylum seekers and refugee shelters, Maaßen said that he would not yet speak of a new right-wing terrorism.","With regard to the clear increase in right-wing motivated crimes and attacks on asylum seekers and refugee accommodation,"
"Michael Hesemann: Wir Historiker reden da vom ""Fallstrick des Anachronismus"", also der Gefahr, Vergangenes nach heutigen moralischen Maßstäben zu bewerten.","Michael Hesemann: We historians talk here about ""the pitfall of anachronism"", that is, the danger of evaluating the past according to today's moral standards.","Michael Hesemann: Historians speak of the ""trap of anachronism"" here,"
"Die Aufgabe des Notbremsassistenten besteht darin, mehr Druck auf die Bremsen im Falle eines kritischen Bremsmanövers, welches das System anhand der vom Fahrer ausgeführten Bremsstärke auf das Bremspedal erkennt, auszuüben.","What the emergency brake assistant does is increase the pressure on the brakes in the event of an emergency, which the system detects through the driver's pressure on the pedal.",The task of the emergency brake assistant is to apply more pressure to the brakes in the event of a
"Manchmal hilft aber nicht mal der Restart, da hilft nichts anderes, als den kritischen Abschnitt aus dem Kopf zu lernen.",Sometimes the restarts are not enough and you need to learn a given section of the race by heart.,"Sometimes even a restart is not enough, and the only thing that helps is to learn the critical section"
"Es ist fast genau ein Jahr her, dass Schottland die historische Entscheidung getroffen hat, Teil des Vereinigten Königreichs zu bleiben.",It is almost exactly a year since Scotland made the historic decision to remain part of the UK.,It is almost exactly a year since Scotland made the historic decision to remain part of the United Kingdom.
"In einem Interview mit The Washington Post verteidigte Hogans Sprecherin Amelia Chasse die Handlungen des Gouverneurs und argumentierte, dass die Blockierung der Kommentare nichts weiter als eine Moderation sei.","In an interview with The Washington Post, Hogan spokeswoman Amelia Chasse defended the governor's actions, arguing that blocking the comments was nothing more than moderating them.","In an interview with The Washington Post, Hogan's spokeswoman, Amelia Chasse, defended the governor's actions, arguing that blocking"
Ein Zug mit Hunderten Flüchtlingen ist auf dem Weg nach Hessen.,A train carrying hundreds of refugees is on the way to Hesse.,A train with hundreds of refugees is on its way to Hesse.
"Unternehmen im Raum District, Maryland und Virginia zahlten gemeinsam 27,6 Milliarden $ an staatliche und örtliche Stellen im Finanzjahr 2013, ein Anstieg um 3,8 Prozent gegenüber den Einnahmen von 2012 in Höhe von 26,6 Milliarden $.","District, Maryland and Virginia businesses collectively paid $27.6 billion to state and local coffers in fiscal 2013, an increase of 3.8 percent over the $26.6 billion collected in 2012.","District, Maryland and Virginia companies paid $27.6 billion in state and local taxes in fiscal 2013"
Die von Rio Tinto Ride to Conquer Cancer finanzierte Studie wird heute im Medical Journal of Australia veröffentlicht.,"The research, funded by the Rio Tinto Ride to Conquer cancer, will be published today in the Medical Journal of Australia.",The study funded by Rio Tinto Ride to Conquer Cancer is published today in the Medical Journal of Australia.
"Das Management-Team von Grand Plaza veröffentlichte eine Erklärung an die Bewohner: ""Die Polizei arbeitet derzeit an der Zeitachse und dem Hintergrund des Opfers und erforscht eine Vielzahl von Motiven, einschließlich eines möglichen häuslichen Vorfalls.""","The management team at Grand Plaza released a statement to residents saying, ""Police are currently working on the timeline and background of the victim and are exploring a variety of motives, including a possible domestic incident.""","The management team of Grand Plaza issued a statement to residents: ""The police are currently working on the timeline and background of the"
"Gerade die Gezeitenenergie ist es, welche Bundesstaaten wie New York, Maine und Alaska sowie weitere Küstenstaaten dazu brachten, bereits 7,5 Millionen Dollar im Jahr 2008 zu investieren – für 2009 sind bereits bis zu 35 Millionen geplant.","It's exactly on tidal energy that states such as New York, Maine, and Alaska, together with others that overlook the coast, have already invested 7.5 million dollars in 2008 and are foreseen investments of up to 35 million for 2009.","It is tidal energy that has prompted states such as New York, Maine and Alaska, as well as other coastal states, to"
"Die Notwendigkeit, dass Lateinamerika auch weiterhin eine integrierte Region für Wohlstand und Frieden und mit guten nachbarschaftlichen Beziehungen bleibt, war ein weiterer Aspekt, der auf dem Gipfeltreffen betont wurde.","The need for Latin America to remain a prosperous, peaceful and integrated nation, with good neighbourly relations, was another issue highlighted by the summit.",The need for Latin America to continue to be an integrated region for prosperity and peace and with good neighbourly relations was another aspect
"Herrera wollte die kommenden Neueröffnungen nicht verraten, schloss aber nicht aus, dass Madrid das nächste Ziel sein könnte.","Herrero did not want to reveal the following possible openings, although she recognized that Madrid could be the following destiny.","Herrera did not want to reveal the upcoming openings, but did not rule out that Madrid could be the next destination."
"Dann gehören Sie wohl auch zu den Frauen, die regelrecht besessen davon sind, wie sie aussehen.","Then, you belong to the group of women obsessed by their appearance.",Then you are one of those women who are obsessed with how they look.
"Generalstabschef Hulusi Akar bleibt zwar im Amt, aber die Kommandeure des Heeres, der Luftstreitkräfte und der Marine wurden abgesetzt.","Chief of Staff Hulusi Akar remains in office, but the commanders of the army, the air force and the marines were removed.","Chief of the General Staff Hulusi Akar remains in office, but the commanders of the army, air force and navy"
"Die AKP jedoch, die für ihre islamistischen Wurzeln bekannt ist, repräsentiert einen Paradigmenwechsel in der türkischen Einigkeit",But the AKP with its well-known Islamist roots represents a paradigm shift in the Turkish consensus.,"The ACP, known for its Islamic roots, represents a paradigm shift in Turkish unity"
"Erste ökonomische Weltmacht, Sitz der FIFA-Hauptsponsoren, das Land scheint eine lange Liste von Vorteilen gegenüber Japan und Südkorea aufzuweisen, die separat ein sehr schönes Projekt aufgestellt haben.","The leading world ecomomic power, the seat of the principal sponsors of Fifa, the country appears to have a big lead over Japan and South Korea who have separately built a very fine project.","First economic world power, seat of FIFA's main sponsors, the country seems to have a long list of advantages over Japan and"
"Abraham Lincoln lehnte es ab, den Status von Rothschilds Bank of America als Zentralbank zu erneuern, begann während des Bürgerkrieges, eigene (sprich: staatliche) Banknoten herauszugeben und wurde 1865 in einem Theater ermordet.","Abraham Lincoln refused to renew the status of the central bank to the Rothschild Bank of America, and during the Civil War he began to issue his own (that is state-issued) money and was assassinated in 1865 at the theatre.","Abraham Lincoln refused to renew the status of Rothschild's Bank of America as a central bank, began issuing his own (i"
Dies entspricht einem Äquivalent von 70% der Abgase des weltweiten Fuhrparks.,This is the equivalent of 70% of the emissions by the world's motor vehicles.,This is equivalent to 70% of the global fleet's emissions.
"Der Anwalt kehrte nach Hause zurück, holte sich die Drogen und dann wurden neun Mitteilungen zwischen den beiden ausgetauscht.",The lawyer returned home to discover the drugs and there were nine communications between them.,"The lawyer returned home, got the drugs and then the two exchanged nine messages."
Und die sogenannte Ingenieurlücke wird laut VDI-Prognosen noch größer werden.,"And the shortage of engineers is going to get worse, according to VDI.","And according to VDI forecasts, the so-called engineering gap will become even greater."
Im Irak haben 4500 Soldaten ihr Leben verloren und die Amerikaner wurden nicht gezwungen zu packen.,In Iraq 4500 soldiers have lost their lives and the Americans have not been forced to pack up and leave.,"In Iraq, 4,500 soldiers have lost their lives and the Americans have not been forced to"
Erwischt: Wegen eines positiven Dopingprobe darf Gewichtheber Adrian Zielinski aus Polen in Rio nicht starten.,"Busted: After a sample tested positive for doping, weightlifter Adrian Zielinksi from Poland is not allowed to compete in Rio.",Caught: Weightlifter Adrian Zielinski from Poland will not be able to compete in Rio due to a positive
Auf die Spezifik des tschechischen Marktes weisen auch weitere Anbieter hin.,Other operators also refer to the specific nature of the Czech market.,Other providers also point to the specifics of the Czech market.
Für die fünf Niederlagen in den vergangenen sechs Testspielen hat Ancelotti den körperlichen Zustand und die fehlende Balance im Spiel seiner Mannschaft verantwortlich gemacht.,Ancelotti blamed the physical state of his team and the lack of balance in their game for their five defeats in the past six friendlies.,"For the five defeats in the last six Tests, Ancelotti has blamed his team's physical condition and lack"
"Deutschland ist die erste europäische Nation, in der ein drittes Geschlecht für Kinder anerkannt ist, die mit nicht eindeutigen Genitalien geboren wurden.",Germany became the first European nation to recognize a third gender for babies born with ambiguous genitalia.,Germany is the first European nation to recognize a third gender for children born with ambiguous genitalia.
"Annahmen zufolge gibt es im Land etwa 1.000 Tonnen an Chemikalien und Waffen, wozu auch Senfgas und das Nervengas Sarin zählen.","The country is believed to have around 1,000 metric tons of chemicals and weapons including mustard gas and the nerve agent sarin.","According to estimates, there are about 1,000 tonnes of chemicals and weapons in the country,"
"Hungrig nach Wachstum, investierten sowohl die Bank selbst als auch ein vor ihr gegründeter Hedgefonds in amerikanische Subprime-Anlagen.","Hungry for growth, the bank itself and a hedge fund founded by the bank invested in US subprime securities.","Hungry for growth, both the bank itself and a hedge fund it had set up earlier invested in American sub"
"In der Welt profilieren sich so die virtuellen Anbieter normalerweise als Low-Cost-Firmen heraus - sie bieten billige Telefongespräche und SMS, was allerdings oft von einem weniger umfangreichen Dienstleistungsangebot begleitet wird.","In this way, virtual operators around the world usually profile themselves as low-cost - they offer inexpensive calling and text messages, which is often balanced out by a more limited offer of services, though.","In the world, the virtual operators usually stand out as low-cost companies - they offer cheap phone calls and SMS"
"""Wie es sich herausstellt, war es Harrison, der die Morde vorbereitet und angeordnet hat"", schließt hieraus ein FBI-Bericht.","""As it turns out it was Harrison who set up and ordered the murders,"" one FBI report concludes.","""It turns out that it was Harrison who prepared and ordered the murders,"" concludes an FBI report."
"Liner, 31, und Ellis Tochter Maleah verstarben noch vor Ort.","Liner, 31, and Ellis' daughter Maleah died at the scene.","Liner, 31, and Ellis' daughter Maleah died at the scene."
"Die Ankündigung der Band kam, nachdem sie zuvor schon einen Auftritt in der LG Arena in Birmingham am Donnerstag verschieben musste.",The band's announcement came after they were forced to similarly postpone a gig at the LG Arena in Birmingham on Thursday.,The band's announcement came after they had to postpone a gig at the LG Arena in Birmingham on Thursday.
"Mit dem Kopenhagener Vertrag haben sich die Entwicklungsländer dazu verpflichtet, 30 Milliarden Dollar zwischen 2010 und 2012 bereitzustellen.","According to the Copenhagen agreemsnt, developed countries underook to furnish 30 thousand million dollars between 2010 and 2012.","Under the Copenhagen Accord, developing countries have committed to providing $30 billion between 2010 and"
"Angel Di Maria und Edinson Cavani hielten Kurs, als Paris Saint-Germain seine Champions League Saison mit einem äußerst komfortablen 2-0 Sieg gegen Malmö im Prinzenparkstadion am Dienstag startete.",Angel Di Maria and Edinson Cavani were on target as Paris Saint-Germain began their Champions League campaign with an ultimately comfortable 2-0 win against Malmo at the Parc des Princes on Tuesday.,Angel Di Maria and Edinson Cavani were on target as Paris Saint-Germain began their Champions League campaign
In der vergangenen Saison bezogen die Badener beim BHC eine schmerzliche Niederlage und haben dort etwas gutzumachen.,In the past season the Baden team suffered a painful defeat at BHC and they have some ground to make up there.,"In the previous season, the Badenians suffered a painful defeat at the hands of the BHC, and"
"Er sollte in Kiel aber ebenso dabei sein wie Botic Van de Zandschulp, Niels Lootsma (beide Niederlande) und der Belgier Julien Cagnina.","He should also be there in Kiel though, just like Botic Van de Zandschulp, Niels Lootsma (both Netherlands) and the Belgian Julien Cagnina.","He should be there in Kiel as well as Botic Van de Zandschulp, Niels Loot"
Torjäger Rubin Okotie kann nach seiner Gehirnerschütterung kommende Woche wieder ins Mannschaftstraining zurückkehren.,"Following his concussion, goal scorer Rubin Okotie is returning to training with the team in the coming week.",Torjäger Rubin Okotie can return to team training next week after suffering a concussion.
"Die Fluggesellschaften müssen der FAA nachweisen, dass Flugzeuge den neuen Richtlinien entsprechen und dass sie die Schulungshandbücher des Flugpersonals sowie die Regelungen für das Verstauen der Geräte entsprechend der neuen Vorschriften aktualisiert haben.",Airlines will have to show the FAA how their airplanes meet the new guidelines and that they've updating their flight crew training manuals and rules for stowing devices to reflect the new guidelines.,Airlines must prove to the FAA that planes comply with the new rules and that they have updated their flight crew training manuals and device
"Einer aus der Gruppe, ein 17 Jahre alter Afghane, folgte nach Angaben der Polizei seinen beiden Freunden in einem Abstand von etwa fünf Metern und rief ihnen zu, dass man doch auf ihn warten möge.","According to police one of the group, a 17-year-old Afghan, was walking about five metres behind his friends and called out to them for them to wait for him.","One of the group, a 17-year-old Afghan, followed his two friends at a distance of about five metres and"
"Beispielsweise sind die Xbox-Konsole und die Kinect-Sensoren ein Fortschritt, und heutzutage wird keine Xbox mehr ohne Kinect verkauft, da sich alle für Bewegungssteuerung interessieren.","For example, Xbox and Kinect sensors are a step forward. Almost no Xbox is sold without Kinect today, because everyone likes control by gestures.","For example, the Xbox console and the Kinect sensors are a step forward, and nowadays no Xbox is sold without the Kinect,"
"Das Fitnessstudio hat ebenfalls diese Art von Geräten, auβerdem gibt es auch virtuelle Trainer, die sich um die Trainingseinheiten der Kunden kümmern und ihnen dadurch ein vollkommen persönliches Training bieten.","The gym has these machines, in addition to virtual trainers which guide the steps of the clients, offering them a totally personalized treatment.","The gym also has this type of equipment, as well as virtual trainers who take care of the training sessions of the customers,"
Die Avalanches verzeichneten in der Saison 2015-16 eine 39-39-4 Marke und fielen hinter den Wild für eine zweite Wildcard Spot in der Western Conference um fünf Punkte zurück.,The Avalanche posted a 39-39-4 mark in 2015-16 and fell five points shy of the Wild for the second wild-card spot in the Western Conference.,"The Avalanche finished 39-39-4 in the 2015-16 season, falling five"
"Am Donnerstag erklärte die OPWC, die beiden Standorte seien laut syrischer Aussage „aufgegeben worden ... und die dort vorhandenen Objekte des Chemiewaffenprogramms seien an andere genannte Einrichtungen verlagert worden, die inspiziert wurden.“","On Thursday, OPCW said the two locations were, according to Syria, ""abandoned and ... the chemical weapons program items they contained were moved to other declared sites, which were inspected.""","On Thursday, the OPCW said the two sites had been ""abandoned ... and the chemical weapons program's assets there were"
"Correa nahm auch auf die Behandlung der gesundheitlichen Probleme des Präsidenten von Venezuela, Hugo Chávez, in Kuba Bezug.",Correa also referred to Venezuelan President Hugo Chavez's new health treatment in Cuba.,"Correa also referred to the treatment of the health problems of the president of Venezuela, Hugo Chávez, in Cuba."
"Etwa drei von zehn sagen, dass sie eine negative Meinung haben.",Roughly three in 10 say they have a negative view.,About three in 10 say they have a negative opinion.
Mit ihrer Reality-TV-Geschichte war Jenners Stellung in der Modewelt immer etwas angespannt.,"With her reality television history, Jenner's position within the fashion world was always going to be fraught.",Jenner's position in the fashion world has always been a little strained by her reality TV history.
"Schließlich sind die bisher zwölf Rollstuhlfahrer, die im Wohnheim der Lebenshilfe Donau-Iller bereits schon seit einiger Zeit leben, auf die besondere Architektur des Neubaus angewiesen.","After all, the twelve wheelchair users who have been living in the residential home provided by Lebenshilfe Donau-Iller for some time, depend on its unique architecture.","After all, the twelve wheelchair users who have been living in the Lebenshilfe Donau-Iller residential home for some time"
"Die Drei zeigten sich sichtlich erfreut über den ""vielen Betrieb in Schotten"".","The three were visibly delighted by the ""roaring trade in Schotten.""","The three were clearly delighted with the ""lots of activity in Scotland""."
"Der Stundensatz für Arbeitnehmer mit den niedrigsten Löhnen steigt also von 8,72 Euro auf 9,06 Euro.","Hourly rates, for those on lower pay, ""go from 8.72 euros to 9.06.",The hourly rate for the lowest-paid workers will rise from 8.72 euros to 9.06 euros.
Zwischen dem Weißen Haus und Assange entbrannte derweil ein Schlagabtausch.,"In the meantime, exchanges have been made between the White House and Assange.","Between the White House and Assange, meanwhile, a back-and-forth began."
"Doch die von ihr getesteten Geräte sind auch für die Straßenplaner interessant, denn sie arbeiten nicht mit GPS und liefern nur begrenzte Informationen, die regelmäßig per Modem hochgeladen werden.","But the devices it is testing appeal to highway planners because they don't use GPS and deliver a limited amount of information, uploaded periodically by modem.","However, the devices tested by her are also of interest to road planners, as they do not use GPS and only provide limited"
"""Ich dachte immer, Wuffli und Ospel seien ein Traumteam"", sagt Bankenforscher Hans Geiger.","""I always thought that Wuffli and Ospel were a dream team,"" says the banking research, Hans Geiger.","""I always thought Wuffli and Ospel were a dream team,"" says banking researcher Hans Geiger."
Der zehnseitige Bericht zeigt detailliert beständige Probleme in den Jahren 2014 und 2015 in den Beschreibungen und Analysen der amerikanischen Anstrengungen in der Ausbildung der irakischen Streitkräfte.,The 10-page report detailed persistent problems in 2014 and 2015 in Central Command's description and analysis of American efforts to train Iraqi forces.,The ten-page report details persistent problems in 2014 and 2015 in the descriptions and analyses of American efforts to train Iraqi forces.
"""Human Rights First hatte lange Zeit über betont, dass die gegen Muslime gerichtete Gewalt, ebenso wie sämtliche Formen von Hassverbrechen als schwerer Gesetzesverstoβ gegen die Menschenrechte erachtet werden sollten"", fügte Paul Legendre, ein Verantwortlicher der Organisation, bei.","""Human Rights First has long stressed that acts of violence against Moslems, as well as all forms of hate crime, must be regarded as serious violations of human rights,"" adds one of the managers of the organisation, Paul Legendre.","""Human Rights First has long emphasized that violence against Muslims, as well as all forms of hate crimes, should be considered a more serious violation of human rights,"" said Paul Legendre,"
"Hayne verglich den Schnitzer mit seinem Origin Debüt damals im Jahr 2007, als ein Pass bei in seinem eigenen in-Goal Bereich zu einem Try für Queensland führte.",Hayne likened the blunder to his Origin debut back in 2007 when a pass in his own in-goal led to a Queensland try.,Hayne compared the gaffe to his Origin debut in 2007 when a pass in his own in-goal area led to a try for Queensland.
"Ein Mann erklärte, dass die kostenlose Operation eines Leistenbruchs, die er erhalten habe, ihm nun ermögliche, wieder zu arbeiten.",One man explained that the free hernia surgery he'd received will allow him to work again.,A man explained that the free operation of a fracture he had received would now allow him to return to work.
"Die Täter sollen zwischen 1,60 und 1,70 Meter groß gewesen sein, also relativ klein.","Between 1.6 and 1.7 m tall, the perpetrators were relatively short.","The perpetrators are said to have been between 1.60 and 1.70 metres tall, so relatively small."
"Die Tipps stammen nicht nur von Unternehmern, sondern auch von Berufsverbänden und Journalisten.","Tips were received from entrepreneurs, but also professional associations and journalists.","The tips come not only from entrepreneurs, but also from professional associations and journalists."
Am Münchner Hauptbahnhof trafen nach Bundespolizei-Angaben im Vergleich zum Wochenbeginn am Mittwoch wieder deutlich mehr Flüchtlinge ein.,"According to reports from the Federal police, significantly more refugees arrived at the main railway station in Munich on Wednesday compared to the beginning of the week.","According to the federal police, significantly more refugees arrived at Munich Central Station than at the beginning of the week on Wednesday."
Die CDU-Fraktion wird voraussichtlich am Dienstag über ihr weiteres Vorgehen entscheiden.,The CDU parliamentary group is expected to decide on Tuesday about how they will proceed.,The CDU group is expected to decide on its next move on Tuesday.
Im Gegensatz zu Deutschlands Top-Wohnorten kommt einem der Preis aber wie Peanuts vor.,"Compared with Germany's top areas, however, this price seems likes peanuts.","In contrast to Germany's top places to live, the price is peanuts."
"Am Samstag, 7. September, starten um 13.30 Uhr die Highlander-Games.","On Saturday 7 September, the Highland Games will start at 1:30 p.m.","On Saturday, 7 September, the Highland Games will start at 13.30."
"Die Richterin hatte geurteilt, Polizeibeamte verletzten die Bürgerrechte von Zehntausenden von Menschen, weil sie in unangemessener Weise gezielt schwarze und lateinamerikanische Männer mit dem Stop-and-Frisk-Programm ins Visier nähmen.",The judge had ruled that police officers violated the civil rights of tens of thousands of people by wrongly targeting black and Hispanic men with its stop-and-frisk program.,The judge ruled that police officers were violating the civil rights of tens of thousands of people by targeting black and Latino men inappropriately with the stop-and-frisk program.
"Denn häufig lösen sich soziale und familiäre Strukturen im Alter auf, ein Chor ist dann eine ideale Gelegenheit, um Zeit mit anderen Menschen zu verbringen.",Social and familial structures often weaken as people grow older - so choir is a perfect way to spend time with other people.,"Because social and family structures often break down in old age, a choir is an ideal opportunity to spend time with other people."
"Beim Provider des Absenders wird in der Regel überprüft, ob die Mail ein Schadprogramm als Anhang mit sich führt.",Checks are generally carried out by the sender's provider as to whether the mail contains malware as an attachment.,The sender's provider usually checks whether the email contains a virus as an attachment.
Erst am Schluss des Fluges sind wiederum technische Schäden an der Rakete aufgetreten.,But near the end of the flight there was technical damage to the missile.,It was only at the end of the flight that technical damage occurred to the rocket.
"Der Donut-förmige Ring besteht aus Material, das der Stern im Sterbeprozess herausschleuderte.","The donut-shaped ring consists of material, ejected by the star in the process of dying.",The doughnut-shaped ring is made of material that the star spewed out during its death process.
"Wie die Konjunktur auch immer liegt, es werden Niedrigstpreise gefordert, bestätigt der Vorsitzende des Gaststättengremiums von Barcelona, Gaietà Farràs.","Whatever conjuncture, everyone demanded a price war, confirms the president of the Gremi Restoration of Barcelona, Gaiet Farrs.","Whatever the economic situation, low prices will be demanded, confirms the president of the bar association of Barcelona, Gaietà Farràs."
Er verschwand einfach - egal wie weit der Ausschnitt ausgewählt war.,He just disappeared - no matter how wide a perspective was used.,It simply disappeared - no matter how far the excerpt was selected.
"`Es gehört uns, es ist unsere Zukunft', fügte er hinzu, nachdem er eine theatralische Pause eingelegt hatte, um die riesige Karte hinter sich zu betrachten.","""We, our future,"" he added after a theatrical pause contemplating the immense map behind him.","""It's ours, it's our future,"" he added, pausing theatrically"
"Aber keiner der befragten Studenten - und weniger noch ein Professor - erklärte, an das letzte Datum des 21. Dezembers zu glauben.",But none of the students interviewed - much less any professor - said they believed in the end date of December 21st.,But none of the students surveyed - and even fewer professors - said they believed in the last
"Die originalen Außentüren sind geblieben, das Haus ist im alten rotbraunen Rostschutz-Farbton gestrichen.",The original external doors have been retained and the building has been painted in the old red-brown colour of rust-proofing.,"The original exterior doors have been retained, and the house has been painted in the old rust"
"Im Jahr 2002 gelang es ihm im sechsten Anlauf, als erster Mensch den Weltball in einem Heissluftballon zum umkreisen: ein zweiwöchiger, einsamer Flug.","In 2002, at his sixth attempt, he became the first man to complete the round the world trip in a hot air balloon: a two-week solo flight.","In 2002, on his sixth attempt, he became the first person to"
"Trerise schrieb in einem Geständnis: ""Ich fühle mich verantwortlich für ihren Tod.""","Trerise wrote in a confession note: ""I feel responsible for her death.""","Trerise wrote in a confession: ""I feel responsible for her death."""
"Der Unsinn fängt mit dem Ticketholen an, das dir erlaubt, als erster zu gehen.","The nonsense began with the collection of the back number, which presupposed you went there before the race.","The nonsense starts with the ticketing, which allows you to go first."
"Hughes sagte, Patek habe dasselbe Schicksal verdient wie die drei anderen Mitglieder der Terrorzelle Jemaah Islamiah – Amrozi, Mukhlas und Imam Samudra –, die für das Blutbad verantwortlich waren und vor vier Jahren hingerichtet wurden.","Mr Hughes said Patek should have shared the same fate as three other members of the Jemaah Islamiah terror cell responsible for the carnage - Amrozi, Mukhlas and Imam Samudra - who were executed four years ago.",Hughes said Patek deserved the same fate as the three other members of the Jema
"Beim E-Sport werden Computerspiele wie ""League Of Legends"", ""Dota 2"", ""Counterstrike"" oder eben die Fußball-Simulation FIFA auf Wettbewerbsebene ausgefochten.","In e-sport, computer games like ""League Of Legends"", ""Dota 2"", ""Counterstrike"" or even the football simulator FIFA are battled out on a competitive level.","In e-sports, computer games such as ""League of Legends"", ""Dota"
"Trotz des Wahldebakels rollen einstweilen noch keine Köpfe, an der Spitze der bayerischen CSU wurden die Personaldebatten vertagt.","Despite ignominious election failure heads have not rolled yet, personal issues are adjourned temporarily at the Bavarian CSU summits.","Despite the election fiasco, no heads are rolling for the time being, and the personal"
Die Tresore der Schweizer Banken waren zum Symbol für unerschütterliche Zuverlässigkeit geworden wie Lindt und Sprüngli für besonders edle Schokolade.,"The safes of Swiss banks had become a symbol of unshakeable reliability, just as Lindt and Sprüngli had come to symbolise sophisticated chocolate.","The vaults of Swiss banks had become a symbol of unshakeable reliability, like Lind"
"Er postete ein Bild von Browns leblosem Körper, der auf der Straße ausgestreckt war und dort vier Stunden bleiben würde.","He posted a picture of Brown's lifeless body stretched out in the street, where it would stay for four hours.","He posted a picture of Brown's lifeless body lying on the street, where it would"
"Auf diese Entwicklung setzt offensichtlich Jörg Haider, der bereits erklärte, er sei bereit, mit jeder Partei zusammenzuarbeiten und gehe von einer Rückkehr nach Wien in die österreichische Bundespolitik aus.","Haider, who has already announced that he is prepared to work together with any party and presumes he will return to Vienna to national politics, is evidently banking on this development.","It is clear that Jörg Haider, who has already declared that he is prepared"
"Es ist ganz Europa, das sich dem Diktat der Märkte und der Ratingagenturen beugt, das unter seiner Ohnmacht und seinem Solidaritätsmangel leidet.","It is the whole of Europe, which defers to the dictates of the markets and of rating agencies, who suffer from their incapacity and a lack of solidarity.",It is the whole of Europe that is bowing to the dictates of the markets and the
Bei voller Kapazität wären dies 3 Millionen Kubikmeter pro Stunde sowie 6 Millionen im Jahre 2012.,"At full capacity, this will be 3 million an hour and in 2012, 6 million.","At full capacity, this would be 3 million cubic metres per hour and 6 million"
