source,reference,prediction
举例来说，斯堪的那维亚国家、地中海国家以及像爱尔兰和英国那样的“自由的大西洋国家”之间的差别在某些时候要比欧洲整体和美国之间的差别还要大。,"The differences for instance between the Scandinavian countries, the Mediterranean countries, and the “liberal Atlantic countries” like Ireland and the UK are sometimes more pronounced than those between Europe as a whole and the US.","For example, the differences between the Scandinavian countries, the Mediterranean countries, and the “liberal Atlantic countries” like Ireland and the United Kingdom are sometimes greater than the differences between Europe as a whole and the United States."
对于在今年保持发达经济体增长来说，这已经足够；不幸的是，对于发达经济体人民 — — 以及全球经济 — — 所急需的更快的增长来说，这还不够。,"That will be enough to keep the advanced economies growing this year; unfortunately, it will not be enough to attain the faster growth that their citizens’ wellbeing – and that of the global economy – urgently requires.","For this year’s advanced-economy growth, that is enough; unfortunately, it is not enough for the faster growth that people in advanced economies – and the global economy – desperately need."
例如，当我们说美国的生活方式需要五个地球的时候，我们假设技术发展是停滞不前的，然而，全世界范围内的土地使用效率很可能将会大大提高。,"For example, when we talk about American lifestyles needing five planets, we assume that technology is frozen, whereas it is likely that worldwide land-use productivity will increase dramatically.","For example, when we say that America’s lifestyle requires five Earths, we assume that technological progress is stagnant, whereas the worldwide efficiency of land use is likely to increase dramatically."
2010到2025年近半数的全球GDP增长将来自440个新兴市场城市，其中不少西方高管甚至可能都从未听说。,"Nearly half of global GDP growth from 2010 to 2025 will come from 440 emerging-market cities, many of which Western executives may not even know exist.",Nearly half of global GDP growth between 2010 and 2025 will come from 440 emerging-market cities that few Western executives have ever heard of.
“民主”一词来自古希腊语，你也可以在希腊哲学中找到民主思想的核心要素，但这一事实并不意味着民主只存在于西方政治DNA中。,"The fact that the word “democracy” derives from ancient Greek, and that one can discern the kernel of democratic thought in Greek philosophy, by no means implies that democracy is embedded in the West’s political DNA.","“Democracy” is a Greek word, and you can find the core elements of democratic thought in Greek philosophy, but that does not mean that democracy exists only in the DNA of Western politics."
美国国会肯定是一无所知的；其成员仍然忙于为政府支持的住房抵押贷款机构 — — 房利美和房地美 — — 四处游说，从而把危机推向更深处。,"Certainly the US Congress was clueless; its members were still busy lobbying for the government-backed housing-mortgage agencies Fannie Mae and Freddie Mac, thereby digging the hole deeper.","The US Congress is clueless; its members are still busy lobbying on behalf of the government-backed mortgage lenders Fannie Mae and Freddie Mac, pushing the crisis deeper."
但旧体系已不再能够提供有用的答案，俄罗斯通过无视联合国安理会（基于国家的国际制度的最高形式）关于乌克兰问题的决议以及在安理会叙利亚决议上从中作梗证明了这一点。,"Yet the old systems no longer offer useful answers, as Russia has demonstrated by brushing aside the United Nations Security Council – the high altar of the state-based international system – over Ukraine and stalemating it over Syria.","But the old system is no longer able to provide useful answers, as Russia has demonstrated by ignoring UN Security Council resolutions (the highest form of international legitimacy) on Ukraine and undermining the Council’s Syria resolution."
日本净债务相当于GDP的130%左右 — — 比任何其他发达经济体都要高得多 — — 目前被迫将很大一部分政府支出用于维持负债。,With net debt of around 130% of GDP – much higher than in other advanced economies – the country is currently forced to allocate a large share of government expenditure toward servicing its liabilities.,Japan’s net debt stands at around 130% of GDP – far higher than in any other advanced economy – and the government is currently forced to spend a large share of its revenues servicing the debt.
值得注意的是，一国债务管理实践的质量与其债务困境风险之间存在强烈的负相关关系，90%的低风险国家都表现出良好的实践水平。,"It is worth noting the strong negative correlation between the quality of a country’s debt-management practices and its risk of debt distress, with 90% of low-risk countries demonstrating good practices.","Notably, the quality of a country’s debt-management practice is negatively correlated with its risk of debt distress, with 90% of low-risk countries exhibiting good practices."
但最近，伦敦经济学院的约翰·范·里宁（John Van Reenen）指出，英国退出的经济理由在行动中难觅踪影。,"But lately, as John Van Reenen of the London School of Economics recently put it, the economic case for Brexit has been largely missing in action.","But, as John Van Reenen of the London School of Economics recently pointed out, the economic case for the UK’s exit is hard to find in action."
如果希腊政府当时没有进行这一调整，国内需求和就业率当然也会维持高位 — — 但进口和庞大的外部赤字也会不断上升。,"If the Greek government had not made such an adjustment, domestic demand and employment would certainly have remained higher – but so would imports and large external deficits.","Had the Greek government not adjusted, domestic demand and employment would have remained high – but imports and the external deficit would have continued to rise."
部分归因于政府的刺激政策，自2008年以来中国增长更多地是由投资而不是消费推动的，这阻碍了世界急需的需求再平衡的进展。,"Partly owing to government stimulus measures, China’s growth since 2008 has been driven more by investment than by consumption, which has impeded the economy’s much-needed demand rebalancing.","Partly owing to the government’s stimulus policies, growth in China since 2008 has been driven more by investment than by consumption, impeding the needed rebalancing of the world economy."
比如，欧元区需要真正的银行联盟（不仅要有共同监督，也要有共同存款保险和共同清算机制）和欧元债券（或类似的债务共同化机制 ） 。,"For example, the monetary union needs a real banking union – including not just common supervision, but also common deposit insurance and a common resolution mechanism – and Eurobonds, or some similar vehicle for mutualizing debt.","For example, the eurozone needs a genuine banking union (not just common supervision, but also common deposit insurance and common resolution mechanisms), and eurobonds (or similar debt-consolidation mechanisms)."
更重要的是，美国公司并非如同特朗普和国会共和党所声称的那样，是因为税率太高而囤积了数万亿美元现金而拒绝进行资本投资。,"More to the point, US corporations aren’t hoarding trillions of dollars in cash and refusing to make capital investments because the tax rate is too high, as Trump and congressional Republicans claim.","More important, US companies are not hoarding trillions of dollars in cash, as Trump and congressional Republicans claim, because tax rates are too high."
如果任由目前的趋势继续下去，世界多数现存的生物物种将在本世纪末灭绝，而造成这种局面的虽然也有其他因素，但最主要的还是粮食产量。,"If current trends continue, the majority of the world’s remaining species will be extinct by the end of the century, and it is food production, above all other factors, that has driven the decline.","If current trends continue, the majority of the world’s existing species will be extinct by the end of this century, and the main cause is food production."
自从 2008 年 9 月雷曼兄弟倒闭以来，欧盟和欧元势必受冲击的事实已经变得很清楚，因为欧洲缺乏统一的政府和财政政策。,"Ever since the collapse of Lehman Brothers in September 2008, it has been clear that the global crisis would challenge the EU and the euro, because Europe lacks a common government and fiscal policy.","Since Lehman Brothers collapsed in September 2008, it has become clear that the EU and the euro are vulnerable, owing to Europe’s lack of a unified government and fiscal policy."
马歇尔计划是一套宏观经济战略，包括大规模资本转移以帮助制度发展良好的国家重建被战争摧毁的工业产能和基础设施。,The Marshall Plan was a macroeconomic strategy involving massive capital transfers to help reconstruct the war-ravaged industrial capacity and infrastructure of economies with well-developed institutions.,The Marshall Plan was a macroeconomic strategy that included massive capital transfers to help war-torn countries rebuild their industrial capacity and infrastructure.
这是个危险而动荡的组合，其理论和方法基础曾经导致俄罗斯帝国 — — 不管是沙皇帝国还是苏联帝国 — — 失败和毁灭。,"It is a dangerous and volatile mix, relying on principles and methods that led Russia’s empires – Czarist and Soviet – to failure and ruin.","This is a dangerous and volatile combination, whose theoretical and methodological underpinnings led to the failure and destruction of the Russian empire – whether tsarist or Soviet."
更令人意想不到的是导弹发射成功，朝鲜第十个加盟全球“太空俱乐部 ” （ 2008年伊朗成功发射萨菲尔火箭后第九个加盟 ） 。,"More surprising was the success of the launch, which makes North Korea the tenth member of the world’s “Space Club” (the ninth member was Iran, which successfully launched its Safir rocket in 2008).","More surprisingly, the missile launch succeeded, making North Korea the tenth country to join the global “space club” (after Iran, which successfully launched a Safir rocket in 2008, the ninth)."
在此期间的大多数时候，凭借着货币政策委员会过往在稳定物价方面的杰出表现，英国公众都预期来年的通胀将比当年要低。,"For most of this period, the British public expected inflation in the coming year to be lower than in the previous year, thanks to the MPC’s strong track record on price stability.","During most of this period, the British public expected inflation to be lower in the coming year than it had been the previous year, owing to the Monetary Policy Committee’s sterling record of price stability."
伊斯兰堡—上个月，牛津大学格林坦普顿学院（GTC）在艾格洛夫公园（Egrove Park）召开了一年一度的新兴市场研讨会。,"ISLAMABAD – Last month, Oxford University’s Green Templeton College held its annual Emerging Markets Symposium at Egrove Park.","ISLAMABAD – Last month, the University of Oxford’s Green Templeton College (GTC) held its annual conference on emerging markets in Egrove Park."
拉加德告诉欧洲人，他们的银行需要重组，否则就必须建立防火墙防止金融传染。 忠言逆耳，但欧洲人还是照办了。,The Europeans did not like it much when Lagarde told them their banks needed to be restructured or that they needed to build a firewall to protect against financial contagion – but they did it.,"Lagarde told Europeans that their banks needed to be recapitalized, or else a firewall would have to be erected to prevent financial contagion. The message was unpalatable, but Europe complied."
据詹姆斯·麦迪逊大学宗教研究教授艾伦·莱文诺维茨（Alan Levinovitz）看来，特朗普在推特中使用大写的次数堪与过去几百年中坑蒙拐骗普罗大众的“老军医”和神棍相比。,"According to Alan Levinovitz, a professor of religious studies at James Madison University, Trump uses capitalization in his tweets much as medical quacks and religious charlatans did in their efforts to bamboozle the public in centuries past.","According to Alan Levinovitz, a professor of religious studies at James Madison University, Trump’s use of capital letters in his tweets is reminiscent of the “old snake oil salesmen” and charlatans who conned the public for centuries."
他长期构思的欧洲演讲虽然不乏大家一致认可的观点，但也为长期激烈的争论埋下了伏笔 — — 而且此次争论的范围并不仅限于英国。,"His long-gestating speech on Europe, although containing elements that many might share, also sows the seeds for a prolonged and acrimonious debate – and not just in Britain.","His long-awaited speech on Europe, though widely praised, contained the seeds of a long and bitter debate – not just in the UK."
埃及并没有煽动以色列和哈马斯在加沙地带的交火升级，相反却与美国和其他区域盟国合作敦促双方签订停火协议。,"Rather than inciting an escalation in fighting between Israel and Hamas in Gaza, Egypt worked with the US and other regional allies to broker a cease-fire.","Rather than fueling the escalation of fighting between Israel and Hamas in Gaza, Egypt has been working with the US and other regional allies to broker a ceasefire."
在当时的前现代世界，私人生活令人难以置信地公开化，而十九二十世纪的社会运动极大地拓展了个人隐私和自我定义的领域。,"In that pre-modern world, private life was extraordinarily public, whereas the social movements of the nineteenth and twentieth centuries dramatically expanded the realm of individual privacy and self-definition.","In the pre-modern world, private life was astonishingly public, while the social movements of the nineteenth and twentieth centuries greatly expanded the domain of individual privacy and self-definition."
而这个引发众多争议的提议 — — 其中最著名的倡议者是约翰•凯恩斯（John Maynard Keynes ） — —要求为初级商品建立一个“缓冲库存 ” ， 当价格下跌时吸纳产品，反之则增加供应量。,"This argument inspired proposals – most famously by John Maynard Keynes in 1942 – to create “buffer stocks” for the main commodities, which would take supply off the market when prices fell, and add to supply when prices rose.","The controversial proposal – championed by John Maynard Keynes, among others – called for the creation of a “buffer stock” of primary commodities, which would be withdrawn from the market when prices fell and added to supply when they rose."
随着共产主义的垮台，雅尔塔会议所创造的分裂的欧洲已经不见踪影，而欧盟的扩张也不再局限于属于西方阵营的国家。,"With communism’s collapse, the divided Europe created at Yalta disappeared, and EU expansion was no longer confined to states belonging to the Western orbit.","With the collapse of communism, the division of Europe created at Yalta has disappeared, and the EU has expanded beyond the Western camp."
俄国首位民主总理盖达尔领导的自由俄罗斯选择党在1993年大选中赢得了15.5%的选票，并和盟友一道成为杜马的主要力量。,"The liberal Russia’s Choice party, led by the country’s first democratic prime minister, Yegor Gaidar, received 15.5% of the vote in the 1993 general election, and with its allies formed the largest bloc in the Duma.","The Yabloko party, led by Russia’s first democratically elected prime minister, Yegor Gaidar, won 15.5% of the vote in the 1993 elections and became a major force in the Duma."
该国还在全球能源需求中所占的比例不断扩大，这意味着中国经济向服务和消费主导型增长的持续转型将重塑全球能源行业。,"It also accounts for a growing share of global energy demand, meaning that its economy’s continuing shift toward service- and consumption-led growth will reshape the resource sector worldwide.","Moreover, China’s share of global energy demand is increasing, implying that the country’s ongoing transition to a services- and consumption-led economy will reshape the global energy industry."
第二，欧洲和美国看待彼此的方式之间存在一种持续的结构失衡：欧洲带着热情关注美国，而美国对欧洲兴趣一般，而且越来越不关心。,"Second, there is a continuing structural imbalance between the way Europe looks at America, i.e., with passion and concern, and the way America looks at Europe, i.e., with mild interest giving way to growing indifference.","Second, there is a persistent structural imbalance in the way that Europeans and Americans view each other: Europeans are generally more interested in the US than vice versa, and increasingly less so."
因为其中许多激进在成为财务投资者之前就持有国有企业股份，它们的持仓往往十分多样化，通常包括同样的国有企业以及房地产和上市和非上市公司股份。,"Because many of them held stakes in state-owned enterprises before becoming financial investors, their holdings tend to be diverse, and often include those same SOEs, as well as real estate and equity stakes in listed and unlisted companies.","Because many of them held state-owned shares before becoming financial investors, their portfolios are diverse, often including the same state-owned shares as well as real estate and shares of listed and unlisted companies."
奥巴马应该采取主动，使明年哥本哈根会议不再是讨论为低效的技术提供越来越高的补贴，而是把投资向未来的技术突破倾斜。,"Obama should seize the initiative and make the meeting in Copenhagen next year not about bloated subsidies for inefficient technologies, but about lean investments in future breakthroughs.",Obama should take the initiative and make next year’s Copenhagen meeting a forum for shifting investment away from subsidies for inefficient technologies and toward future technological breakthroughs.
这些结果的任何一个都有悖于中国的战略利益；但和许多政府一样，中国领导人将避免短期的艰难决定，即使这会导致长期的不利结果。,"Any of these outcomes would be inconsistent with Chinese strategic interests; but, like many governments, China’s leaders will seek to avoid difficult decisions in the short run, even if this results in damaging outcomes over time.","Any of these outcomes would run counter to China’s strategic interests; but, like many governments, China’s leaders will avoid short-term painful decisions, even if this leads to long-term adverse outcomes."
近几周来，艾哈迈迪内贾德的助手否定了另一个传闻，即他命令其全体阁员写一份效忠十二世伊玛姆的契约，将其投入圣城库姆附近的一口井中，据称该井为伊玛姆的藏身之所。,"In recent weeks, Ahmadinejad’s aides have denied another rumor that he ordered his cabinet to write a pact of loyalty with the 12th Imam and throw it down a well near the holy city of Qom, where some believe the Imam is hiding.","In recent weeks, Ahmedinejad’s aides have denied another rumor, that he ordered his entire cabinet to sign a pledge of allegiance to the Twelfth Imam and throw it into a well near Qom, supposedly the Imam’s hiding place."
以作为各央行储备货币的国际使用以及作为外汇市场载体的标准看，美元坠落速度最快的阶段是1978—1991年和2001—2010年。,"By the criteria of international use as a reserve currency among central banks and as a vehicle in foreign-exchange markets, the most rapid declines took place from 1978 to 1991 and from 2001 to 2010.","In terms of international use of central banks’ reserves and the dollar’s role as a vehicle in the foreign-exchange market, the fastest decline occurred from 1978 to 1991 and from 2001 to 2010."
同样地，英国保守党领袖卡梅隆所谓从监狱里释放出来的人“最需要的是爱”的说法震动了他的党内更为古派的支持者。,"Likewise, the leader of Britain’s Conservatives, David Cameron, startled more old-fashioned supporters of his party by saying that people released from prison “need, above all, love.”","Likewise, British Conservative Party leader David Cameron’s statement that people released from prison “need love more than anything else” shocked his party’s more traditional supporters."
“重夺控制权”的矛头同时也直指位于卢森堡的欧洲法院，按照欧盟公约规定，其判决的效力超过各国本国法院。,"“Getting back control” was also directed against the EU Court of Justice in Luxembourg, whose judgments, by convention, have precedence over judgments by national courts.","“Reclaiming sovereignty” is also aimed at the European Court of Justice in Luxembourg, which, according to EU treaties, has the power to overrule national courts."
事实上，尽管就各国究竟在多大程度上吸取了过往教训方面还一直存在着不确定性，更别提各国之间的不一致性，但许多新兴经济体已经在较长时期内构筑了更加健全的基本面。,"Indeed, despite enduring uncertainties over the degree to which they have absorbed the lessons of the past, not to mention inconsistencies across countries, many emerging economies have developed much sounder fundamentals over an extended period.","Indeed, while there is considerable uncertainty about the extent to which countries have learned from the past, and even more about the extent to which they have learned from each other, many emerging economies have built more solid foundations over longer periods."
