source,reference,base_prediction,sc_initial,sc_corrected,sc_final,base_bleu,sc_initial_bleu,sc_final_bleu,bleu_diff,base_comet,sc_initial_comet,sc_final_comet,comet_diff
"Mit Blick auf die deutliche Zunahme von rechtsmotivierten Straftaten und Angriffen auf Asylbewerber und Flüchtlingsunterkünfte sagte Maaßen, er würde in diesem Zusammenhang noch nicht von neuem rechten Terrorismus sprechen.","With regard to the clear increase in right-wing crimes and attacks on asylum seekers and refugee shelters, Maaßen said that he would not yet speak of a new right-wing terrorism.","With regard to the clear increase in right-wing motivated crimes and attacks on asylum seekers and refugee accommodations, Maaßen said he would not yet speak of new right-wing terrorism in this context.","With regard to the clear increase in right-wing motivated crimes and attacks on asylum seekers and refugee accommodation, Maaßen said that he would not yet speak of new right-wing terrorism.","With regard to the clear increase in right-wing motivated crimes and attacks on asylum seekers and refugee accommodation, Maaßen said that he would not yet speak of new right-wing terrorism.",0.824,61.19,77.35,77.35,16.159999999999997,0.8922,0.8999,0.8999,0.00770000000000004
"Michael Hesemann: Wir Historiker reden da vom ""Fallstrick des Anachronismus"", also der Gefahr, Vergangenes nach heutigen moralischen Maßstäben zu bewerten.","Michael Hesemann: We historians talk here about ""the pitfall of anachronism"", that is, the danger of evaluating the past according to today's moral standards.",Task: Translate the given German sentence into English.,"Michael Hesemann: Historians talk about the 'trap of anachronism', the danger of judging the past by today's moral standards.","Michael Hesemann: Historians talk about the 'trap of anachronism', the danger of judging the past by today's moral standards.",0.824,0.75,21.24,21.24,20.49,0.4127,0.8836,0.8836,0.47090000000000004
"Die Aufgabe des Notbremsassistenten besteht darin, mehr Druck auf die Bremsen im Falle eines kritischen Bremsmanövers, welches das System anhand der vom Fahrer ausgeführten Bremsstärke auf das Bremspedal erkennt, auszuüben.","What the emergency brake assistant does is increase the pressure on the brakes in the event of an emergency, which the system detects through the driver's pressure on the pedal.","The task of the emergency brake assistant is to apply more pressure to the brakes in the event of a critical braking maneuver, which the system recognizes based on the braking force applied by the driver to the brake pedal.","The task of the emergency braking assistant is to apply more pressure to the brakes in the event of a critical braking manoeuvre, which the system recognises from the driver's braking force on the brake pedal.","The task of the emergency brake assist is to apply more pressure to the brakes in the event of a critical braking manoeuvre, which the system recognizes based on the driver's braking force on the brake pedal.",0.824,25.55,24.45,25.71,0.16000000000000014,0.8419,0.8376,0.8463,0.0044000000000000705
"Manchmal hilft aber nicht mal der Restart, da hilft nichts anderes, als den kritischen Abschnitt aus dem Kopf zu lernen.",Sometimes the restarts are not enough and you need to learn a given section of the race by heart.,"Sometimes even a restart doesn't help, so there's nothing else you can do but learn the critical section by heart.","Sometimes a restart is not enough, in which case the only thing to do is to learn the critical section by heart.","Sometimes a restart is not enough, there is nothing else to do but to learn the critical section by heart.",0.824,8.46,9.85,10.58,2.119999999999999,0.7095,0.7423,0.7572,0.047699999999999965
"Es ist fast genau ein Jahr her, dass Schottland die historische Entscheidung getroffen hat, Teil des Vereinigten Königreichs zu bleiben.",It is almost exactly a year since Scotland made the historic decision to remain part of the UK.,It is almost exactly one year since Scotland made the historic decision to remain part of the United Kingdom.,It is almost exactly a year since Scotland made the historic decision to remain part of the United Kingdom.,It is almost exactly a year since Scotland made the historic decision to remain part of the United Kingdom.,0.824,70.4,84.92,84.92,14.519999999999996,0.9651,0.9671,0.9671,0.0020000000000000018
"In einem Interview mit The Washington Post verteidigte Hogans Sprecherin Amelia Chasse die Handlungen des Gouverneurs und argumentierte, dass die Blockierung der Kommentare nichts weiter als eine Moderation sei.","In an interview with The Washington Post, Hogan spokeswoman Amelia Chasse defended the governor's actions, arguing that blocking the comments was nothing more than moderating them.","In an interview with The Washington Post, Hogan's spokesperson Amelia Chasse defended the governor's actions and argued that blocking the comments was nothing more than moderation.","In an interview with The Washington Post, Hogan's spokeswoman, Amelia Chasse, defended the Governor's actions and argued that blocking the comments was nothing more than moderation.","In an interview with The Washington Post, Hogan's spokeswoman, Amelia Chasse, defended the actions of Governor Hogan and argued that the blocking of the comments was nothing more than moderation.",0.824,63.28,51.45,39.83,-23.450000000000003,0.9116,0.9094,0.8906,-0.02100000000000002
Ein Zug mit Hunderten Flüchtlingen ist auf dem Weg nach Hessen.,A train carrying hundreds of refugees is on the way to Hesse.,A train with hundreds of refugees is on its way to Hessen.,A train with hundreds of refugees is on its way to Hesse.,A train with hundreds of refugees is on its way to Hessen.,0.824,38.06,52.66,38.06,0.0,0.929,0.9327,0.929,0.0
"Unternehmen im Raum District, Maryland und Virginia zahlten gemeinsam 27,6 Milliarden $ an staatliche und örtliche Stellen im Finanzjahr 2013, ein Anstieg um 3,8 Prozent gegenüber den Einnahmen von 2012 in Höhe von 26,6 Milliarden $.","District, Maryland and Virginia businesses collectively paid $27.6 billion to state and local coffers in fiscal 2013, an increase of 3.8 percent over the $26.6 billion collected in 2012.","Companies in the District of Maryland and Virginia paid a total of 27.6 billion dollars to state and local authorities in the fiscal year 2013, an increase of 3.8 percent compared to the income of 26.6 billion dollars in 2012.","Companies in the District of Maryland and Virginia paid 27.6 billion dollars in state and local taxes in the 2013 financial year, an increase of 3.8% on the 2012 figure of 26.6 billion dollars.","Businesses in the District of Maryland and Virginia together paid 27.6 billion dollars to state and local authorities in the 2013 financial year, an increase of 3.8% on the 2012 figure of 26.6 billion dollars.",0.824,28.43,19.52,22.76,-5.669999999999998,0.8829,0.8696,0.8879,0.0050000000000000044
Die von Rio Tinto Ride to Conquer Cancer finanzierte Studie wird heute im Medical Journal of Australia veröffentlicht.,"The research, funded by the Rio Tinto Ride to Conquer cancer, will be published today in the Medical Journal of Australia.",The study funded by Rio Tinto Ride to Conquer Cancer will be published today in the Medical Journal of Australia.,The study funded by Rio Tinto Ride to Conquer Cancer is being published today in the Medical Journal of Australia.,The study funded by Rio Tinto Ride to Conquer Cancer is being published today in the Medical Journal of Australia.,0.824,60.55,51.35,51.35,-9.199999999999996,0.9165,0.9137,0.9137,-0.0028000000000000247
"Das Management-Team von Grand Plaza veröffentlichte eine Erklärung an die Bewohner: ""Die Polizei arbeitet derzeit an der Zeitachse und dem Hintergrund des Opfers und erforscht eine Vielzahl von Motiven, einschließlich eines möglichen häuslichen Vorfalls.""","The management team at Grand Plaza released a statement to residents saying, ""Police are currently working on the timeline and background of the victim and are exploring a variety of motives, including a possible domestic incident.""","The management team of Grand Plaza issued a statement to the residents: ""The police are currently working on the timeline and background of the victim and investigating a variety of motives, including a possible domestic incident.""","The management team of Grand Plaza issued a statement to the residents: 'The police are currently working on the timeline and background of the victim and are investigating a number of motives, including a possible domestic incident'.","The management team of Grand Plaza published a letter to the residents: ""The police are currently working on the timeline and background of the victim and are investigating a number of motives, including a possible domestic incident.""",0.824,62.19,52.18,56.27,-5.919999999999995,0.9164,0.9017,0.905,-0.011399999999999966
"Gerade die Gezeitenenergie ist es, welche Bundesstaaten wie New York, Maine und Alaska sowie weitere Küstenstaaten dazu brachten, bereits 7,5 Millionen Dollar im Jahr 2008 zu investieren – für 2009 sind bereits bis zu 35 Millionen geplant.","It's exactly on tidal energy that states such as New York, Maine, and Alaska, together with others that overlook the coast, have already invested 7.5 million dollars in 2008 and are foreseen investments of up to 35 million for 2009.","It is exactly the tidal energy that made states like New York, Maine, and Alaska, as well as other coastal states, invest $7.5 million in 2008 – for 2009, up to $35 million have already been planned.","It is tidal energy that has led states such as New York, Maine and Alaska, as well as other coastal states, to invest 7.5 million dollars in 2008 – 35 million is planned for 2009.","It is tidal energy that has led federal states such as New York, Maine and Alaska, as well as other coastal states, to invest - 35 million is planned for 2009.",0.824,25.54,29.6,21.44,-4.099999999999998,0.8388,0.8674,0.8182,-0.02059999999999995
"Die Notwendigkeit, dass Lateinamerika auch weiterhin eine integrierte Region für Wohlstand und Frieden und mit guten nachbarschaftlichen Beziehungen bleibt, war ein weiterer Aspekt, der auf dem Gipfeltreffen betont wurde.","The need for Latin America to remain a prosperous, peaceful and integrated nation, with good neighbourly relations, was another issue highlighted by the summit.","The necessity that Latin America continues to be an integrated region for prosperity and peace, and with good neighborly relations, was another aspect emphasized at the summit meeting.","The need for Latin America to remain an integrated region for prosperity and peace, and with good relations with its neighbours, was another aspect highlighted at the summit.","The need for Latin America to remain an integrated region for prosperity and peace, and with good relations with its neighbours, was another aspect highlighted at the summit.",0.824,12.82,30.05,30.05,17.23,0.888,0.9107,0.9107,0.022699999999999942
"Herrera wollte die kommenden Neueröffnungen nicht verraten, schloss aber nicht aus, dass Madrid das nächste Ziel sein könnte.","Herrero did not want to reveal the following possible openings, although she recognized that Madrid could be the following destiny.","Herrera did not want to reveal the upcoming openings, but he did not rule out that Madrid could be the next target.","Herrera did not want to reveal the upcoming openings, but he did not rule out the possibility that Madrid could be the next target.","Herrera did not want to reveal the new openings, but he did not rule out",0.824,37.23,34.19,23.29,-13.939999999999998,0.828,0.833,0.7316,-0.09639999999999993
"Dann gehören Sie wohl auch zu den Frauen, die regelrecht besessen davon sind, wie sie aussehen.","Then, you belong to the group of women obsessed by their appearance.",Then you probably also belong to the women who are completely obsessed with how they look.,Then you are one of the women who are obsessed with how they look.,Then you are one of the women who are obsessed with their appearance.,0.824,10.88,4.27,13.91,3.0299999999999994,0.8825,0.8653,0.8859,0.0034000000000000696
"Generalstabschef Hulusi Akar bleibt zwar im Amt, aber die Kommandeure des Heeres, der Luftstreitkräfte und der Marine wurden abgesetzt.","Chief of Staff Hulusi Akar remains in office, but the commanders of the army, the air force and the marines were removed.","The Chief of the General Staff, Hulusi Akar, remains in office, but the commanders of the army, air force, and navy have been dismissed.","General Staff Chief Hulusi Akar remains in office, but the commanders of the army, air force and navy have been dismissed.","Chief of the General Staff Hulusi Akar remains in office, but the commanders of the army, the air force and the navy have been dismissed.",0.824,41.58,57.05,69.35,27.769999999999996,0.9071,0.9112,0.9105,0.0033999999999999586
"Die AKP jedoch, die für ihre islamistischen Wurzeln bekannt ist, repräsentiert einen Paradigmenwechsel in der türkischen Einigkeit",But the AKP with its well-known Islamist roots represents a paradigm shift in the Turkish consensus.,"However, the AKP, which is known for its Islamic roots, represents a paradigm shift in Turkish unity.","However, the AKP, which is known for its Islamic roots, represents a paradigm shift in Turkish unity.","However, the Turkish-Islamic Union, which is known for its Islamic roots, represents a paradigm shift in Turkish unity.",0.824,21.89,21.89,19.23,-2.66,0.8822,0.8822,0.7547,-0.12749999999999995
"Erste ökonomische Weltmacht, Sitz der FIFA-Hauptsponsoren, das Land scheint eine lange Liste von Vorteilen gegenüber Japan und Südkorea aufzuweisen, die separat ein sehr schönes Projekt aufgestellt haben.","The leading world ecomomic power, the seat of the principal sponsors of Fifa, the country appears to have a big lead over Japan and South Korea who have separately built a very fine project.","First economic world power, seat of the FIFA main sponsors, the country seems to have a long list of advantages over Japan and South Korea, which separately have set up a very nice project.","First economic world power, seat of the FIFA main sponsors, the country seems to have a long list of advantages over Japan and South Korea, which separately have put up a very good project.","First economic power, host of the FIFA main sponsors, the country seems to have a long list of advantages over Japan and South Korea.",0.824,21.66,21.66,17.65,-4.010000000000002,0.8112,0.8173,0.7408,-0.07040000000000002
"Abraham Lincoln lehnte es ab, den Status von Rothschilds Bank of America als Zentralbank zu erneuern, begann während des Bürgerkrieges, eigene (sprich: staatliche) Banknoten herauszugeben und wurde 1865 in einem Theater ermordet.","Abraham Lincoln refused to renew the status of the central bank to the Rothschild Bank of America, and during the Civil War he began to issue his own (that is state-issued) money and was assassinated in 1865 at the theatre.","Abraham Lincoln refused to renew the status of Rothschild's Bank of America as a central bank, began issuing his own (i.e., state) banknotes during the Civil War, and was assassinated in a theater in 1865.","Abraham Lincoln refused to renew the status of Rothschild's Bank of America as a central bank, began issuing his own (i.e. state) banknotes during the Civil War, and was assassinated in a theatre in 1865.","Abraham Lincoln refused to renew the status of Rothschild's Bank of America as a central bank, began issuing his own (i.e. state) banknotes during the Civil War, and was assassinated in a theatre in 1865.",0.824,34.97,35.29,35.29,0.3200000000000003,0.8435,0.8471,0.8471,0.0035999999999999366
Dies entspricht einem Äquivalent von 70% der Abgase des weltweiten Fuhrparks.,This is the equivalent of 70% of the emissions by the world's motor vehicles.,This corresponds to an equivalent of 70% of the global vehicle fleet's emissions.,This is equivalent to 70% of the world's vehicle emissions.,This is equivalent to 70% of the emissions from the global vehicle fleet.,0.824,33.52,21.7,28.94,-4.580000000000002,0.8955,0.9254,0.9085,0.013000000000000012
"Der Anwalt kehrte nach Hause zurück, holte sich die Drogen und dann wurden neun Mitteilungen zwischen den beiden ausgetauscht.",The lawyer returned home to discover the drugs and there were nine communications between them.,"The lawyer returned home, got the drugs, and then nine messages were exchanged between the two.","The lawyer returned home, got the drugs and then nine messages were exchanged between the two of them.","The lawyer returned home, got the drugs and then nine messages were exchanged between the two of them.",0.824,17.54,20.76,20.76,3.2200000000000024,0.8488,0.8479,0.8479,-0.0009000000000000119
Und die sogenannte Ingenieurlücke wird laut VDI-Prognosen noch größer werden.,"And the shortage of engineers is going to get worse, according to VDI.","And the so-called engineering gap will, according to VDI forecasts, become even larger.","And the so-called engineering shortage will, according to VDI forecasts, get even worse.","And the so-called engineering shortage will, according to VDI forecasts, get even worse.",0.824,18.92,20.69,20.69,1.7699999999999996,0.8281,0.8851,0.8851,0.05700000000000005
Im Irak haben 4500 Soldaten ihr Leben verloren und die Amerikaner wurden nicht gezwungen zu packen.,In Iraq 4500 soldiers have lost their lives and the Americans have not been forced to pack up and leave.,"In Iraq, 4500 soldiers lost their lives and the Americans were not forced to pack.","In Iraq, 4,500 soldiers have lost their lives and the Americans have not been forced to pack their bags.","In Iraq, 4500 soldiers lost their lives and the Americans have not been forced to leave.",0.824,34.29,68.39,57.75,23.46,0.7784,0.8539,0.8904,0.11199999999999999
Erwischt: Wegen eines positiven Dopingprobe darf Gewichtheber Adrian Zielinski aus Polen in Rio nicht starten.,"Busted: After a sample tested positive for doping, weightlifter Adrian Zielinksi from Poland is not allowed to compete in Rio.","Caught: Due to a positive doping test, weightlifter Adrian Zielinski from Poland is not allowed to compete in Rio.","Adrian Zielinski from Poland, who tested positive for doping, will not be competing in Rio.",Caught: Weightlifter Adrian Zielinski from Poland will not be competing in Rio.,0.824,48.63,23.43,7.86,-40.77,0.8714,0.7806,0.7253,-0.1461
Auf die Spezifik des tschechischen Marktes weisen auch weitere Anbieter hin.,Other operators also refer to the specific nature of the Czech market.,Other providers also point to the specifics of the Czech market.,Other providers also point to the specifics of the Czech market.,Other providers also point to the specifics of the Czech market.,0.824,35.72,35.72,35.72,0.0,0.9043,0.9043,0.9043,0.0
Für die fünf Niederlagen in den vergangenen sechs Testspielen hat Ancelotti den körperlichen Zustand und die fehlende Balance im Spiel seiner Mannschaft verantwortlich gemacht.,Ancelotti blamed the physical state of his team and the lack of balance in their game for their five defeats in the past six friendlies.,"For the five losses in the past six Test matches, Ancelotti has attributed the physical condition and lack of balance in his team's play to the cause.","For the five defeats in the last six Test matches, Ancelotti has blamed the physical condition and the lack of balance in his team.",Ancelotti blamed his team's physical condition and lack of balance for the five defeats in the last six friendly matches.,0.824,19.91,35.26,16.68,-3.2300000000000004,0.8302,0.8451,0.8897,0.0595
"Deutschland ist die erste europäische Nation, in der ein drittes Geschlecht für Kinder anerkannt ist, die mit nicht eindeutigen Genitalien geboren wurden.",Germany became the first European nation to recognize a third gender for babies born with ambiguous genitalia.,Germany is the first European nation to recognize a third gender for children born with ambiguous genitalia.,Germany is the first European country to recognise a third gender for children born with ambiguous genitalia.,Germany is the first European country to recognise a third gender for children born with ambiguous genitalia.,0.824,72.77,41.92,41.92,-30.849999999999994,0.9464,0.9342,0.9342,-0.012199999999999989
"Annahmen zufolge gibt es im Land etwa 1.000 Tonnen an Chemikalien und Waffen, wozu auch Senfgas und das Nervengas Sarin zählen.","The country is believed to have around 1,000 metric tons of chemicals and weapons including mustard gas and the nerve agent sarin.","According to assumptions, there are approximately 1,000 tons of chemicals and weapons in the country, including mustard gas and the nerve gas Sarin.","According to assumptions, there are about 1,000 tonnes of chemicals and weapons in the country, including mustard gas and sarin gas.","According to assumptions, there are about 1,000 tonnes of chemicals and weapons in the country, including mustard gas and sarin gas.",0.824,33.88,22.66,22.66,-11.220000000000002,0.8739,0.8555,0.8555,-0.018399999999999972
"Hungrig nach Wachstum, investierten sowohl die Bank selbst als auch ein vor ihr gegründeter Hedgefonds in amerikanische Subprime-Anlagen.","Hungry for growth, the bank itself and a hedge fund founded by the bank invested in US subprime securities.","Hungry for growth, the bank itself as well as a hedge fund founded before it invested in American subprime investments.","Hungry for growth, both the bank itself and a hedge fund that had been set up before it invested in American sub-prime assets.","Starved for growth, both the bank itself and a hedge fund that had been set up before it invested in American sub-prime assets.",0.824,41.58,35.64,31.01,-10.569999999999997,0.8268,0.822,0.7839,-0.04289999999999994
"In der Welt profilieren sich so die virtuellen Anbieter normalerweise als Low-Cost-Firmen heraus - sie bieten billige Telefongespräche und SMS, was allerdings oft von einem weniger umfangreichen Dienstleistungsangebot begleitet wird.","In this way, virtual operators around the world usually profile themselves as low-cost - they offer inexpensive calling and text messages, which is often balanced out by a more limited offer of services, though.","In the world, virtual providers usually stand out as low-cost companies - they offer cheap phone calls and SMS, but this is often accompanied by a less extensive range of services.","In the world, virtual providers usually stand out as low-cost companies - they offer cheap phone calls and SMS, which is often accompanied by a less extensive service offer.","In the world, virtual providers tend to position themselves as low-cost companies - they offer cheap phone calls and SMS, which, however, is often accompanied by a less extensive range of services.",0.824,8.38,13.27,10.56,2.1799999999999997,0.8801,0.8612,0.8726,-0.007499999999999951
"""Wie es sich herausstellt, war es Harrison, der die Morde vorbereitet und angeordnet hat"", schließt hieraus ein FBI-Bericht.","""As it turns out it was Harrison who set up and ordered the murders,"" one FBI report concludes.","""As it turns out, it was Harrison who prepared and ordered the murders,"" concludes an FBI report.","As it turns out, it was Harrison who prepared and ordered the murders, according to an FBI report.","""Harrison, who prepared and ordered the murders,"" according to an FBI report.",0.824,52.5,41.04,26.13,-26.37,0.9465,0.9272,0.779,-0.16749999999999998
"Liner, 31, und Ellis Tochter Maleah verstarben noch vor Ort.","Liner, 31, and Ellis' daughter Maleah died at the scene.","Liner, 31, and Ellis' daughter Maleah died at the scene.","Liner, 31, and Ellis's daughter Maleah died at the scene.","Liner, 31, and Ellis's daughter Maleah died on the scene.",0.824,100.0,76.12,47.59,-52.41,0.9655,0.9547,0.948,-0.01750000000000007
"Die Ankündigung der Band kam, nachdem sie zuvor schon einen Auftritt in der LG Arena in Birmingham am Donnerstag verschieben musste.",The band's announcement came after they were forced to similarly postpone a gig at the LG Arena in Birmingham on Thursday.,The announcement of the band came after they had to postpone their performance at the LG Arena in Birmingham on Thursday.,The band's announcement came after they had to postpone a gig at the LG Arena in Birmingham on Thursday.,The band announced after they had already postponed a show at the LG Arena in Birmingham on Thursday.,0.824,45.73,73.66,40.94,-4.789999999999999,0.8488,0.9018,0.8045,-0.044300000000000006
"Mit dem Kopenhagener Vertrag haben sich die Entwicklungsländer dazu verpflichtet, 30 Milliarden Dollar zwischen 2010 und 2012 bereitzustellen.","According to the Copenhagen agreemsnt, developed countries underook to furnish 30 thousand million dollars between 2010 and 2012.","With the Copenhagen Agreement, the developing countries have committed themselves to providing 30 billion dollars between 2010 and 2012.",The developing countries have committed themselves to providing 30 billion dollars between 2010 and 2012.,The developing countries have committed themselves to providing 30 billion dollars between 2010 and 2012.,0.824,27.85,25.97,25.97,-1.8800000000000026,0.8481,0.7964,0.7964,-0.05169999999999997
"Angel Di Maria und Edinson Cavani hielten Kurs, als Paris Saint-Germain seine Champions League Saison mit einem äußerst komfortablen 2-0 Sieg gegen Malmö im Prinzenparkstadion am Dienstag startete.",Angel Di Maria and Edinson Cavani were on target as Paris Saint-Germain began their Champions League campaign with an ultimately comfortable 2-0 win against Malmo at the Parc des Princes on Tuesday.,Angel Di Maria and Edinson Cavani continued their momentum as Paris Saint-Germain kicked off their Champions League season with a comfortable 2-0 victory over Malmö at the Parc des Princes on Tuesday.,Angel Di Maria and Edinson Cavani continued their fine form as Paris Saint-Germain began their Champions League campaign with a comfortable 2-0 win against Malmö at the Prince Park stadium on Tuesday.,Angel Di Maria and Edinson Cavani kept their feet on the ground as Paris Saint-Germain began its Champions League campaign with a comfortable 2-0 victory against Malmö on Tuesday at the Stade de France.,0.824,46.72,53.74,35.42,-11.299999999999997,0.8705,0.8811,0.8616,-0.008900000000000019
