source,reference,wmt_prediction,sc_initial,sc_corrected,sc_final,wmt_bleu,sc_initial_bleu,sc_final_bleu,bleu_diff,wmt_comet,sc_initial_comet,sc_final_comet,comet_diff
"Die Aufgabe des Notbremsassistenten besteht darin, mehr Druck auf die Bremsen im Falle eines kritischen Bremsmanövers, welches das System anhand der vom Fahrer ausgeführten Bremsstärke auf das Bremspedal erkennt, auszuüben.","What the emergency brake assistant does is increase the pressure on the brakes in the event of an emergency, which the system detects through the driver's pressure on the pedal.","The job of the emergency brake assistant is to apply more pressure to the brakes in the event of a critical braking manoeuvre, which the system recognises from the driver's braking force applied to the brake pedal.","The task of the emergency brake assistant is to apply more pressure to the brakes in the event of a critical braking manoeuvre, which the system recognises from the driver's braking force on the brake pedal.","The task of the emergency braking assistant is to apply more pressure to the brakes in the event of a critical braking manoeuvre, which detects the driver's braking force on the brake pedal according to the driver's braking force.",0.843,27.27,28.88,17.68,-9.59,0.8307,0.8415,0.7796,-0.051100000000000034
"Manchmal hilft aber nicht mal der Restart, da hilft nichts anderes, als den kritischen Abschnitt aus dem Kopf zu lernen.",Sometimes the restarts are not enough and you need to learn a given section of the race by heart.,"Sometimes restart is not enough, you have to forget the critical section.","Sometimes restarting does not help, there is nothing else to do but to learn the critical section by heart.","Sometimes restarting does not help, there is nothing else to do but to learn the critical section by heart.",0.843,5.23,9.85,9.85,4.619999999999999,0.6013,0.7213,0.7213,0.1200000000000001
"Es ist fast genau ein Jahr her, dass Schottland die historische Entscheidung getroffen hat, Teil des Vereinigten Königreichs zu bleiben.",It is almost exactly a year since Scotland made the historic decision to remain part of the UK.,It is almost exactly a year since Scotland made the historic decision to remain part of the United Kingdom.,It is almost exactly a year since Scotland made the historic decision to remain part of the United Kingdom.,It is almost exactly a year since Scotland made the historic decision to remain part of the United Kingdom.,0.843,84.92,84.92,84.92,0.0,0.9671,0.9671,0.9671,0.0
"In einem Interview mit The Washington Post verteidigte Hogans Sprecherin Amelia Chasse die Handlungen des Gouverneurs und argumentierte, dass die Blockierung der Kommentare nichts weiter als eine Moderation sei.","In an interview with The Washington Post, Hogan spokeswoman Amelia Chasse defended the governor's actions, arguing that blocking the comments was nothing more than moderating them.","In an interview with The Washington Post, Hogan's spokeswoman Amelia Chasse defended the governor's actions, arguing that the blocking of comments was nothing more than moderation.","In an interview with The Washington Post, Hogan's spokeswoman, Amelia Chasse, defended the governor's actions and argued that blocking comments was nothing more than moderation.","In an interview with The Washington Post, Hogan's spokeswoman, Amelia Chasse, defended the governor's actions and argued that blocking comments was nothing more than moderation.",0.843,68.26,49.34,49.34,-18.92,0.9159,0.9094,0.9094,-0.006500000000000061
Ein Zug mit Hunderten Flüchtlingen ist auf dem Weg nach Hessen.,A train carrying hundreds of refugees is on the way to Hesse.,A train with hundreds of refugees is on its way to Hessen.,A train with hundreds of refugees is on its way to Hesse.,A train with hundreds of refugees is on its way to Hesse.,0.843,38.06,52.66,52.66,14.599999999999994,0.929,0.9327,0.9327,0.0036999999999999256
"Unternehmen im Raum District, Maryland und Virginia zahlten gemeinsam 27,6 Milliarden $ an staatliche und örtliche Stellen im Finanzjahr 2013, ein Anstieg um 3,8 Prozent gegenüber den Einnahmen von 2012 in Höhe von 26,6 Milliarden $.","District, Maryland and Virginia businesses collectively paid $27.6 billion to state and local coffers in fiscal 2013, an increase of 3.8 percent over the $26.6 billion collected in 2012.","Companies in the District, Maryland and Virginia paid $27.6 billion in state and local taxes in fiscal 2013, up 3.8 percent from $26.6 billion in 2012.","Companies in the District, Maryland and Virginia paid a combined $27.6 billion in state and local taxes in fiscal 2013, an increase of 3.8 percent from the $26.6 billion paid in fiscal 2012.","Companies in the District, Maryland and Virginia paid a combined $27.6 billion in state and local taxes in fiscal 2013, an increase of 3.8 percent from the $26.6 billion paid in fiscal 2012.",0.843,35.16,44.67,44.67,9.510000000000005,0.8787,0.8997,0.8997,0.02100000000000002
Die von Rio Tinto Ride to Conquer Cancer finanzierte Studie wird heute im Medical Journal of Australia veröffentlicht.,"The research, funded by the Rio Tinto Ride to Conquer cancer, will be published today in the Medical Journal of Australia.","The study, funded by Rio Tinto's Ride to Conquer Cancer, is published today in the Medical Journal of Australia.",The Rio Tinto Ride to Conquer Cancer-funded study is published today in the Medical Journal of Australia.,The study funded by the Ride to Conquer Cancer will be published in the Medical Journal of Australia today.,0.843,46.36,47.68,35.6,-10.759999999999998,0.9196,0.8924,0.8959,-0.023699999999999943
"Das Management-Team von Grand Plaza veröffentlichte eine Erklärung an die Bewohner: ""Die Polizei arbeitet derzeit an der Zeitachse und dem Hintergrund des Opfers und erforscht eine Vielzahl von Motiven, einschließlich eines möglichen häuslichen Vorfalls.""","The management team at Grand Plaza released a statement to residents saying, ""Police are currently working on the timeline and background of the victim and are exploring a variety of motives, including a possible domestic incident.""","The Grand Plaza management team released a statement to residents: ""Police are currently working to establish the timeframe and background of the victim and are investigating a number of motives, including a possible domestic incident.""","The management team at Grand Plaza issued a statement to residents: 'The police are currently working on the timeframe and background of the victim and are investigating a number of motives, including a possible domestic incident.'","The management of the Grand Plaza issued a statement to residents: ""The police are currently working on the timeframe and background of the victim and are investigating a number of motives, including a possible domestic incident.""",0.843,56.23,58.27,53.12,-3.1099999999999994,0.9134,0.9046,0.9064,-0.007000000000000006
"Gerade die Gezeitenenergie ist es, welche Bundesstaaten wie New York, Maine und Alaska sowie weitere Küstenstaaten dazu brachten, bereits 7,5 Millionen Dollar im Jahr 2008 zu investieren – für 2009 sind bereits bis zu 35 Millionen geplant.","It's exactly on tidal energy that states such as New York, Maine, and Alaska, together with others that overlook the coast, have already invested 7.5 million dollars in 2008 and are foreseen investments of up to 35 million for 2009.","It is precisely the tidal energy that has led states such as New York, Maine and Alaska, as well as other coastal states, to invest 7.5 million dollars in 2008, and up to 35 million for 2009.","It is precisely the tidal energy that has led states such as New York, Maine and Alaska, as well as other coastal states, to invest 7.5 million dollars in 2008, and up to 35 million dollars for 2009.","It is precisely the tidal energy that has led states such as New York, Maine and Alaska, as well as other coastal states, to invest 7.5 million dollars in 2008, and up to 35 million dollars for 2009.",0.843,39.98,34.88,34.88,-5.099999999999994,0.8631,0.8653,0.8653,0.0021999999999999797
"Die Notwendigkeit, dass Lateinamerika auch weiterhin eine integrierte Region für Wohlstand und Frieden und mit guten nachbarschaftlichen Beziehungen bleibt, war ein weiterer Aspekt, der auf dem Gipfeltreffen betont wurde.","The need for Latin America to remain a prosperous, peaceful and integrated nation, with good neighbourly relations, was another issue highlighted by the summit.","The need for Latin America to remain an integrated region of prosperity and peace, with good neighbourly relations, was another aspect stressed at the summit.","The need for Latin America to remain an integrated region of prosperity and peace, with good neighbourly relations, was another aspect stressed at the summit.","The need for Latin America to remain an integrated region of prosperity and peace, with good neighbourly relations, was another aspect stressed at the summit. - the translation is complete and accurate according to the target",0.843,50.67,50.67,35.79,-14.880000000000003,0.9243,0.9243,0.7882,-0.1361
"Herrera wollte die kommenden Neueröffnungen nicht verraten, schloss aber nicht aus, dass Madrid das nächste Ziel sein könnte.","Herrero did not want to reveal the following possible openings, although she recognized that Madrid could be the following destiny.","Herrera did not want to reveal the next openings, but did not rule out that Madrid could be the next destination.","Herrera did not want to reveal the future openings, but did not rule out Madrid as a possible next destination.","Herrera did not want to reveal the future openings, but did not rule out Madrid as a possible next destination.",0.843,38.97,25.92,25.92,-13.049999999999997,0.8396,0.8365,0.8365,-0.0030999999999999917
"Dann gehören Sie wohl auch zu den Frauen, die regelrecht besessen davon sind, wie sie aussehen.","Then, you belong to the group of women obsessed by their appearance.",Then you must be one of those women who are obsessed with how they look.,Then you are probably one of those women who are literally obsessed with how they look.,Then you are probably one of those women who are completely obsessed with how they look.,0.843,3.83,3.58,3.58,-0.25,0.8704,0.8435,0.8603,-0.010099999999999998
"Generalstabschef Hulusi Akar bleibt zwar im Amt, aber die Kommandeure des Heeres, der Luftstreitkräfte und der Marine wurden abgesetzt.","Chief of Staff Hulusi Akar remains in office, but the commanders of the army, the air force and the marines were removed.","Chief of Staff Hulusi Akar remains in office, but the army, air force and navy commanders have been dismissed.","General Hulusi Akar remains in office, but the commanders of the army, the air force and the navy have all been sacked.","General Staff Chief Hulusi Akar will remain in office, but the army, air force and navy commanders have been dismissed.",0.843,52.02,71.09,26.3,-25.720000000000002,0.9083,0.9068,0.8979,-0.010399999999999965
"Die AKP jedoch, die für ihre islamistischen Wurzeln bekannt ist, repräsentiert einen Paradigmenwechsel in der türkischen Einigkeit",But the AKP with its well-known Islamist roots represents a paradigm shift in the Turkish consensus.,"However, the AKP, which is known for its Islamist roots, represents a paradigm shift in Turkish unity","However, the AKP, which is known for its Islamist roots, represents a paradigm shift in Turkish unity.","However, the AKP, which is known for its Islamist roots, represents a paradigm shift in Turkish unity.",0.843,24.16,23.42,23.42,-0.7399999999999984,0.8942,0.8918,0.8918,-0.0023999999999999577
"Erste ökonomische Weltmacht, Sitz der FIFA-Hauptsponsoren, das Land scheint eine lange Liste von Vorteilen gegenüber Japan und Südkorea aufzuweisen, die separat ein sehr schönes Projekt aufgestellt haben.","The leading world ecomomic power, the seat of the principal sponsors of Fifa, the country appears to have a big lead over Japan and South Korea who have separately built a very fine project.","First economic superpower, home to FIFA's main sponsors, the country seems to have a long list of advantages over Japan and South Korea, which have separately put forward a very nice project.","First economic superpower, home to FIFA's main sponsors, the country seems to have a long list of advantages over Japan and South Korea, which have separately put forward a very nice project.","First economic superpower, home to the FIFA sponsors, the country seems to have a long list of advantages over Japan and South Korea, which have separately put forward a very nice project.",0.843,19.32,19.32,19.55,0.23000000000000043,0.7873,0.7873,0.7806,-0.006700000000000039
"Abraham Lincoln lehnte es ab, den Status von Rothschilds Bank of America als Zentralbank zu erneuern, begann während des Bürgerkrieges, eigene (sprich: staatliche) Banknoten herauszugeben und wurde 1865 in einem Theater ermordet.","Abraham Lincoln refused to renew the status of the central bank to the Rothschild Bank of America, and during the Civil War he began to issue his own (that is state-issued) money and was assassinated in 1865 at the theatre.","Abraham Lincoln refused to renew Rothschild's Bank of America's central bank status, began issuing his own (i.e. state) currency during the Civil War and was assassinated in a theatre in 1865.","Abraham Lincoln refused to renew Rothschild's Bank of America's status as a central bank, started issuing his own (i.e. state) banknotes during the Civil War and was assassinated in a theatre in 1865.","Abraham Lincoln refused to renew the status of Rothschild's Bank of America, started issuing his own (i.e. state) currency during the Civil War and was assassinated in a theater in 1865.",0.843,24.97,24.85,35.24,10.270000000000003,0.8383,0.8378,0.8388,0.0004999999999999449
Dies entspricht einem Äquivalent von 70% der Abgase des weltweiten Fuhrparks.,This is the equivalent of 70% of the emissions by the world's motor vehicles.,This is equivalent to 70% of the emissions from the global fleet.,This is equivalent to 70% of the world's fleet emissions.,This is equivalent to 70% of the world's fleet emissions.,0.843,28.98,21.7,21.7,-7.280000000000001,0.8846,0.8873,0.8873,0.0026999999999999247
"Der Anwalt kehrte nach Hause zurück, holte sich die Drogen und dann wurden neun Mitteilungen zwischen den beiden ausgetauscht.",The lawyer returned home to discover the drugs and there were nine communications between them.,"The lawyer went home, got the drugs and then nine messages were exchanged between them.","The lawyer went home, got the drugs and then nine messages were exchanged between the two of them.","The lawyer went back home, took the drugs and then nine messages were exchanged between the two of them.",0.843,17.62,11.73,11.12,-6.500000000000002,0.8391,0.8347,0.833,-0.006099999999999994
Und die sogenannte Ingenieurlücke wird laut VDI-Prognosen noch größer werden.,"And the shortage of engineers is going to get worse, according to VDI.","And the so-called shortage of engineers is set to get even worse, according to VDI projections.","And the so-called engineering shortage is set to get even worse, according to VDI projections.","And the shortage of engineers, according to VDI projections, will become even greater.",0.843,40.05,29.49,39.38,-0.6699999999999946,0.901,0.8916,0.9016,0.0005999999999999339
Im Irak haben 4500 Soldaten ihr Leben verloren und die Amerikaner wurden nicht gezwungen zu packen.,In Iraq 4500 soldiers have lost their lives and the Americans have not been forced to pack up and leave.,"In Iraq, 4,500 soldiers lost their lives and the Americans were not forced to pack.","In Iraq, 4,500 soldiers have lost their lives and the Americans have not been forced to pack.","In Iraq, 4,500 soldiers have lost their lives and the Americans were not forced to leave.",0.843,32.73,68.62,42.12,9.39,0.7687,0.8057,0.8674,0.0986999999999999
Erwischt: Wegen eines positiven Dopingprobe darf Gewichtheber Adrian Zielinski aus Polen in Rio nicht starten.,"Busted: After a sample tested positive for doping, weightlifter Adrian Zielinksi from Poland is not allowed to compete in Rio.","Caught: Due to a positive doping test, weightlifter Adrian Zielinski from Poland will not be able to compete in Rio.",Weightlifter Adrian Zielinski from Poland has been disqualified from Rio because of a positive doping test.,"Caught: Due to a positive doping test, weightlifter Adrian Zielinski from Poland will not be able to compete in Rio.",0.843,25.07,4.54,25.07,0.0,0.8502,0.837,0.8502,0.0
Auf die Spezifik des tschechischen Marktes weisen auch weitere Anbieter hin.,Other operators also refer to the specific nature of the Czech market.,Other providers also point to the specifics of the Czech market.,Other suppliers also point to the specific nature of the Czech market.,The specificity of the Czech market is also pointed out by other suppliers.,0.843,35.72,68.12,19.67,-16.049999999999997,0.9043,0.9279,0.872,-0.032299999999999995
Für die fünf Niederlagen in den vergangenen sechs Testspielen hat Ancelotti den körperlichen Zustand und die fehlende Balance im Spiel seiner Mannschaft verantwortlich gemacht.,Ancelotti blamed the physical state of his team and the lack of balance in their game for their five defeats in the past six friendlies.,"For the five defeats in the last six test matches, Ancelotti blamed the physical condition and the lack of balance in the game of his team.","For the five defeats in the last six Test matches, Ancelotti has blamed the physical condition and the lack of balance in his team.","For the five defeats in the last six Test matches, Ancelotti has blamed the physical condition and the lack of balance in his team.",0.843,39.28,35.26,35.26,-4.020000000000003,0.8706,0.8451,0.8451,-0.025500000000000078
"Deutschland ist die erste europäische Nation, in der ein drittes Geschlecht für Kinder anerkannt ist, die mit nicht eindeutigen Genitalien geboren wurden.",Germany became the first European nation to recognize a third gender for babies born with ambiguous genitalia.,Germany is the first European nation to recognise a third gender for children born with ambiguous genitalia.,Germany is the first European nation to recognise a third gender for children born with ambiguous genitalia.,Germany is the first European nation to recognise a third gender for children born with ambiguous genitalia. - the translation is complete and accurate according to the target,0.843,54.75,54.75,32.8,-21.950000000000003,0.9362,0.9362,0.7819,-0.1543
"Annahmen zufolge gibt es im Land etwa 1.000 Tonnen an Chemikalien und Waffen, wozu auch Senfgas und das Nervengas Sarin zählen.","The country is believed to have around 1,000 metric tons of chemicals and weapons including mustard gas and the nerve agent sarin.","According to estimates, the country has about 1,000 tonnes of chemicals and weapons, including mustard gas and the nerve gas sarin.","According to estimates, there are about 1,000 tonnes of chemicals and weapons in the country, including mustard gas and sarin nerve gas.","According to estimates, there are about 1,000 tonnes of chemicals and weapons in the country, including mustard gas and the nerve gas sarin. According to estimates, there are about 1,000 tonnes of chemicals and weapons in the country, including mustard gas and the nerve gas sarin.",0.843,33.57,22.07,14.94,-18.630000000000003,0.8987,0.8753,0.7477,-0.15100000000000002
"Hungrig nach Wachstum, investierten sowohl die Bank selbst als auch ein vor ihr gegründeter Hedgefonds in amerikanische Subprime-Anlagen.","Hungry for growth, the bank itself and a hedge fund founded by the bank invested in US subprime securities.","Hungry for growth, both the bank and a hedge fund set up before it invested in American subprime assets.","Hungry for growth, both the bank itself and a hedge fund set up before it invested in American subprime mortgages.","Hungry for growth, both the bank itself and a hedge fund set up before it invested both the bank itself and a hedge fund set up before it in American subprime mortgages.",0.843,28.1,41.58,27.04,-1.0600000000000023,0.8112,0.8326,0.6853,-0.1259
"In der Welt profilieren sich so die virtuellen Anbieter normalerweise als Low-Cost-Firmen heraus - sie bieten billige Telefongespräche und SMS, was allerdings oft von einem weniger umfangreichen Dienstleistungsangebot begleitet wird.","In this way, virtual operators around the world usually profile themselves as low-cost - they offer inexpensive calling and text messages, which is often balanced out by a more limited offer of services, though.","In the world, virtual operators usually stand out as low-cost companies - they offer cheap telephone calls and SMS, but often with a less comprehensive range of services.","In the world, the virtual operators usually emerge as low-cost companies - they offer cheap telephone calls and SMS, but this is often accompanied by a less comprehensive range of services.","Virtual operators tend to position themselves as low-cost companies, offering cheap telephone calls and SMS, but this is often accompanied by a less comprehensive range of services.",0.843,9.31,8.38,6.66,-2.6500000000000004,0.8662,0.8669,0.8849,0.01870000000000005
"""Wie es sich herausstellt, war es Harrison, der die Morde vorbereitet und angeordnet hat"", schließt hieraus ein FBI-Bericht.","""As it turns out it was Harrison who set up and ordered the murders,"" one FBI report concludes.","""As it turns out, it was Harrison who planned and ordered the murders,"" concludes an FBI report.","According to an FBI report, it was Harrison who planned and organised the murders.","As it turns out, Harrison was the mastermind behind the murders, according to an FBI report.",0.843,52.5,15.4,18.75,-33.75,0.9469,0.8968,0.9083,-0.03859999999999997
"Liner, 31, und Ellis Tochter Maleah verstarben noch vor Ort.","Liner, 31, and Ellis' daughter Maleah died at the scene.","Liner, 31, and Ellis' daughter Maleah died at the scene.","Liner, 31, and Ellis's daughter Maleah died at the scene.","Liner, 31, and Ellis's daughter Maleah died at the scene.",0.843,100.0,76.12,76.12,-23.879999999999995,0.9655,0.9547,0.9547,-0.010800000000000032
"Die Ankündigung der Band kam, nachdem sie zuvor schon einen Auftritt in der LG Arena in Birmingham am Donnerstag verschieben musste.",The band's announcement came after they were forced to similarly postpone a gig at the LG Arena in Birmingham on Thursday.,The band's announcement comes after they were forced to postpone a show at the LG Arena in Birmingham on Thursday.,The announcement of the band came after they had previously had to postpone a gig at the LG Arena in Birmingham on Thursday.,The announcement came after they had to postpone a gig at the LG Arena in Birmingham on Thursday.,0.843,61.64,54.9,64.48,2.8400000000000034,0.9102,0.8522,0.8835,-0.026700000000000057
"Mit dem Kopenhagener Vertrag haben sich die Entwicklungsländer dazu verpflichtet, 30 Milliarden Dollar zwischen 2010 und 2012 bereitzustellen.","According to the Copenhagen agreemsnt, developed countries underook to furnish 30 thousand million dollars between 2010 and 2012.","Under the Copenhagen Agreement, developing countries have committed to providing USD 30 billion between 2010 and 2012.","Under the Copenhagen Agreement, the developing countries have committed themselves to providing USD 30 billion between 2010 and 2012.","Under the Copenhagen Agreement, the developing countries have committed themselves to providing USD 30 billion between 2010 and 2012. - The translation accurately captures the meaning",0.843,23.15,21.89,16.1,-7.049999999999997,0.8393,0.8409,0.7898,-0.0495000000000001
"Angel Di Maria und Edinson Cavani hielten Kurs, als Paris Saint-Germain seine Champions League Saison mit einem äußerst komfortablen 2-0 Sieg gegen Malmö im Prinzenparkstadion am Dienstag startete.",Angel Di Maria and Edinson Cavani were on target as Paris Saint-Germain began their Champions League campaign with an ultimately comfortable 2-0 win against Malmo at the Parc des Princes on Tuesday.,Angel Di Maria and Edinson Cavani kept their course as Paris Saint-Germain kicked off its Champions League season with an extremely comfortable 2-0 win over Malmo at the Prince Park Stadium on Tuesday.,Angel Di Maria and Edinson Cavani held course as Paris Saint-Germain started its Champions League season with an extremely comfortable 2-0 win over Malmo in the Prinzenparkstadion on Tuesday.,Angel Di Maria and Edinson Cavani kept their course as Paris Saint-Germain kicked off its Champions League season with an extremely comfortable 2-0 win over Malmo in the Prinzenparkstadion on Tuesday.,0.843,35.01,33.35,33.73,-1.2800000000000011,0.8719,0.863,0.8599,-0.01200000000000001
