source,reference,prediction
"Der gesellschaftliche Teil lässt sich durch das Öffnen der Salontüren völlig verbinden und so konnte eine größere Gesellschaft bequem plaudern, ohne bei vertraulicheren Gesprächen auf eine gewisse Intimität verzichten zu müssen.",The social part is completely connected by opening the saloon door and a larger group can comfortably communicate without losing the necessary privacy for intimate conversations.,The social part can be completely connected by opening the salon doors and so a larger society could comfortably chat without having to give up a certain intimacy in more confidential conversations.
"Wenn es in einem Land wie Kanada unmöglich ist, Themen zu erforschen und zu diskutieren, die den reichen Unternehmen dieser Welt nicht gefallen, wer sonst kann das dann tun?","If it is impossible to study and discuss subjects unpalatable to the wealthy corporations in the world in a country like Canada, under penalty of repeated prosecution, who can do it?","If it is impossible in a country like Canada to investigate and discuss topics that do not please the rich companies of this world, who else can do that?"
"""Der Gedanke ist jedoch, dass nicht der Preis entscheidend ist, sondern der Sachverstand der Personen"", bekräftigte Laporte.","""But the idea is that it is not the price which is impportant, but people's skills"" stated M. Laporte.","""The thought is, however, that it is not the price that is decisive, but the expertise of the people"", confirmed Laporte."
"Im März forderten sechs pazifische Staaten - Tonga, Nauru, Palau, Tuvalu, die Marshallinseln und die Salomonen-Inseln - den UN-Menschenrechtsrat auf, die ""verschiedenen und weit verbreiteten Verletzungen"" in Papua einschließlich der Paniai-Schießerei zu untersuchen.","In March, six Pacific nations - Tonga, Nauru, Palau, Tuvalu, the Marshall Islands, and the Solomon Islands - urged the U.N. Human Rights Council to investigate the ""various and widespread violations"" in Papua, including the Paniai shooting.","In March, six Pacific states - Tonga, Nauru, Palau, Tuvalu, the Marshall Islands and the Solomon Islands - called on the UN Human Rights Council to investigate the ""various and widespread violations"" in Papua, including the Paniai shootings."
"Wenn ein Unternehmen gefunden wird, das seine Mitarbeiter schlecht behandelt oder sich unethisch verhält, kann es kostspielige Konsequenzen durch Verbraucher-Boykott, Arbeitnehmer-Fluktuation und Klagen erleben, sagte Quinlan.","If a company is found to treat its employees poorly or behave unethically, even if regulators don't step in, it can face costly consequences from consumer boycotts, employee attrition and lawsuits, Quinlan said.","If a company is found to treat its employees badly or behave unethically, it can experience costly consequences through consumer boycotts, employee turnover and lawsuits, said Quinlan."
"Ich ging wieder zur Arbeit und versuchte, weiter zu machen, aber ich merkte, dass ich mich nicht auf das konzentrieren konnte, was ich tat.",I went back to work and tried to carry on but realised that I couldn't concentrate on what I was doing.,"I went back to work and tried to carry on, but I noticed that I couldn’t concentrate on what I was doing."
"Sie sind die ""Letzten Fünf"", weil die nächste Olympiamannschaft nur vier Turnerinnen in der Mannschaft haben wird. Außerdem ist das das letzte Jahr mit Marta Karolyi als Trainerin.","They are the ""Final Five"" because the next Olympic gymnastics team will only have four gymnasts on the team, and this is Marta Karolyi's last year coaching.","You are the ""Last Five"", because the next Olympic team will only have four gymnasts in the team. In addition, this is the last year with Marta Karolyi as a coach."
"Denn er sank um vier Zehntel bis auf los 100,4 Punkte im Vergleich zu den 100,8 im August.","Since it fell four tenths to 100.4 points, compared to 100.8 in August.",Because he sank by four tenths to 100.4 points compared to 100.8 in August.
"Laut seiner Aussage könnten die Unterschiede daher rühren, dass die Hunde in den verschiedenen Studien die Tiere in den Filmen bzw. die Roboterhunde nicht als Hunde interpretierten.",He said the differences could be because the dogs in the different studies were not fully interpreting the animals in the films or robo-dogs as canines.,"According to his statement, the differences could be due to the fact that the dogs in the different studies did not interpret the animals in the films or the robot dogs as dogs."
"""Da weiß ich gar nicht, was ich davon halten soll"", rang er nach Worten.","I do not know what to think of that, he struggled for words.","""I don't know what to make of that"", he stammered for words."
Aber eigentlich ist hier ja alles teuer - ein kleines Glas Bier oder ein Sandwich kostet stolze 10 Euro.,But then everything is expensive - a small glass of beer or a sandwich knock you back £9 ($14) each.,But actually everything here is expensive - a small glass of beer or a sandwich costs a proud 10 Euro.
"Er kann sie nicht mehr ertragen, die Stimmen, die ihn beschimpfen und beleidigen.","He can no longer stand them, the voices that abuse and insult him.",He can no longer bear the voices that insult and abuse him.
"Angehörige der spanischen Polizei und der Guardia Civil empfinden es als ungerecht, dass katalanischen und baskischen Polizeibeamten deutlich mehr verdienen als sie.",Members of the Spanish police and the Guardia Civil thought it was unfair that Catalan and Basque police officers were earning much more than they were.,Members of the Spanish police and the Guardia Civil feel that it is unfair that Catalan and Basque police officers earn much more than they do.
Rund vier Wochen nach dem Ausbruch des Moorbrands auf einem Bundeswehrgelände im Emsland sind noch 980 Einsatzkräfte mit den Löscharbeiten beschäftigt.,"About four weeks after the outbreak of moorland fires on a Bundeswehr site in Emsland, 980 emergency forces are still busy with firefighting operations.","About four weeks after the outbreak of the moor fire on a Bundeswehr site in the Emsland, 980 rescue workers are still busy with the extinguishing work."
"Dies, so seine Einschätzung, offenbare den marginalen Charakter dieser Regierung angesichts internationaler Normen.","This demonstrates the marginal character of this Government in relation with international standards, he asserted.","This, according to his assessment, would reveal the marginal character of this government in the face of international norms."
"Embraer, der viertgrößte Luftfahrzeughersteller der Welt hält seine Lieferprognosen für 2008 mit 215 gelieferten Flugzeugen ein, bekräftigte dessen Präsident Fredrico Fleury Curado.","The fourth largest global aircraft manufacturer, Embraer will maintain its delivery forecast for 2008 with 215 aircraft delivered, reaffirmed Fredrico Fleury Curado, its chairman.","Embraer, the fourth largest aircraft manufacturer in the world, confirmed its delivery forecasts for 2008 with 215 delivered aircraft, said its president Fredrico Fleury Curado."
"Das mag so manche Handwerker, Ärztinnen, Kassierer und anderweitig erwerbstätige Bürger in diesem Land zu der berechtigten Frage verleitet haben, was eigentlich der Unterschied ist zwischen Arbeit und Sacharbeit, aber sei's drum.","That may have led some craftsmen, doctors, cashiers and other working people in this country to the legitimate question of what the difference really is between work and paperwork, but that's all.","This may have led so many craftsmen, doctors, cashiers and otherwise gainfully employed citizens in this country to the justified question of what the difference is between work and work, but never mind."
"Genau diese Regierung verschließt auch die Augen vor der Folter: Es interessiert sie wenig, dass ein junger Erwachsener nach so vielen Jahren der Qual sicherlich für immer seelisch gebrochen sein wird.","This same government turns a blind eye to torture: little does it matter to it that a young adult is now psychologically destroyed, doubtlessly forever, after so many years of abuses.",It is precisely this government that also closes its eyes to torture: It does not care that a young adult after so many years of suffering will surely be mentally broken forever.
"Der inzwischen achtjährige Tiago sei aber gut vorwärtsgekommen und lerne nun privat in New York, wo es die besten Therapeuten gebe.","Tiago is now eight years old and has made great strides, being schooled privately in New York, where the best therapists are located.","Tiago, who is now eight years old, has made good progress and is now learning privately in New York, where there are the best therapists."
"""Das werden schwierige Punkte sein für die SPD"", räumt der CDU-Mann ein.","""They will be difficult issues for the SPD,"" admitted the CDU politician.","""That will be difficult points for the SPD"", admits the CDU man."
"Was ich gesagt habe, ist, dass er besser beginnt, einen Nachfolger zu suchen, sagte Eide.","What I've said is that you better start looking for a successor, Eide said.","What I have said is that he should start looking for a successor, said Eide."
Ungefähr hundert Meter dahinter wischt sich eine Gruppe von etwa vier Dutzend Zuschauern Schweiß und Tränen aus den Augen.,"A hundred yards back, a group of about four dozen spectators wipe sweat and tears away from their eyes.","About a hundred meters behind, a group of about four dozen spectators wipe sweat and tears from their eyes."
"Sondern, damit seine Mitarbeiter die gesamte Fahrzeugtechnik ausprobieren und beherrschen lernen können.",But so that his employees can try out and learn every facit of their vehicle's technology.,But so that his employees can try out and learn to master the entire vehicle technology.
Die 110 Millionen Jahre alte Kreatur aus der Familie der Nodosaurier hat im Mai erstmals Schlagzeilen gemacht und ist nun im Royal Tyrrell Museum of Palaeontology zu sehen.,"The 110-million-year-old creature, part of the nodosaur family, first hit headlines in May and is now on view at the Royal Tyrrell Museum of Palaeontology.",The 110-million-year-old creature from the family of Nodosaurier has made headlines for the first time in May and is now on display at the Royal Tyrrell Museum of Palaeontology.
"Herr Randle konfrontierte den Stiefvater seiner Tochter, der einen Geständnisbrief schrieb, der so endete: ""Ich pflegte sie zu fesseln und ihre Augen zu verbinden.""","Mr Randle confronted his daughter's step-father, who wrote a confession letter which ended: ""I used to tie her up and blindfold her.","Mr. Randle confronted the stepfather of his daughter, who wrote a confession letter, which ended like this: ""I used to tie her up and blindfold her eyes."""
"Dass Grönlandhai-Weibchen erst dann Nachwuchs bekommen, wenn sie länger als vier Meter sind, war bekannt.",It was already known that female Greenland sharks first had offspring when they were more than four metres long.,It was known that female Greenland sharks only have offspring when they are longer than four meters.
"Santos und Ortega würden sich am Samstag in Mexiko treffen, wo sie die Absicht haben, bei der Amtsübernahme des neuen Präsidenten dieses Landes, Enrique Peña Nieto, anwesend zu sein.","Santos and Ortega are due to meet on Saturday in Mexico, where they expect to attend the inauguration of the country's new President, Enrique Peña Nieto.","Santos and Ortega would meet in Mexico on Saturday, where they intend to be present at the inauguration of the new president of this country, Enrique Peña Nieto."
"Das Leben von Garavani ist keine Geschichte von Versessenheit, eher von gegenseitigen Liebschaften.","Garavani's life is not a story of obsession, but of well reciprocated love.","The life of Garavani is not a story of passion, rather of mutual love affairs."
"Erst 1964 haben sich sich wieder 19 junge Männer gefunden, die am 30. April im Gasthaus Lukas den ""neuen"" Schützenverein ""Tannenwald"" Berngau aus der Taufe gehoben haben.","Then on 30th April 1964, 19 young men founded the club again, and launched the ""new"" gun club ""Tannenwald"" in Berngau at Lukas guest-house.","Only in 1964 did 19 young men find each other again, who on the 30th of April in the Gasthaus Lukas founded the ""new"" Schützenverein ""Tannenwald"" Berngau."
"Bei der ""Befreiung"" ging es wiederum um die Dachneigung, die aus energetischen Gründen - anders als im Bebauungsplan vorgeschrieben - unter zehn Grad liegen soll.","The ""exemption"" on the other hand refers to the roof pitch, which for energy reasons - contrary to the stipulations in the development plan - will be less than 10 degrees.","At the ""liberation"" it was again about the roof slope, which for energy reasons - contrary to what is prescribed in the zoning plan - should lie below ten degrees."
Bisher sind Projekte wie jenes in Portugal und auch Schottland von eher kleiner Dimension und scheinen keinerlei ernst zu nehmende ökologische Probleme zu verursachen.,Till now the plants such as the Portuguese one or some in Scotland are small and do not appear to create big problems for the ecosystem.,"So far, projects like the one in Portugal and also in Scotland have been of rather small dimensions and seem to cause no serious ecological problems."
"Außerdem gehe ich nach Europa, um dort klarzumachen, dass wir in der Terrorbekämpfung weiterhin zusammenarbeiten müssen, ungeachtet ihres Ärgers über die NSA-Programme.","And I'm going to Europe to make it clear to them that we need to continue to work together in combatting terrorism, notwithstanding their anger over these NSA programs.","In addition, I am going to Europe to make it clear that we must continue to work together in the fight against terrorism, regardless of their anger over the NSA programs."
"Abraham Lincoln lehnte es ab, den Status von Rothschilds Bank of America als Zentralbank zu erneuern, begann während des Bürgerkrieges, eigene (sprich: staatliche) Banknoten herauszugeben und wurde 1865 in einem Theater ermordet.","Abraham Lincoln refused to renew the status of the central bank to the Rothschild Bank of America, and during the Civil War he began to issue his own (that is state-issued) money and was assassinated in 1865 at the theatre.","Abraham Lincoln refused to renew the status of Rothschild’s Bank of America as a central bank, began issuing his own (i.e. state) banknotes during the Civil War, and was assassinated in a theater in 1865."
"""Human Rights First hatte lange Zeit über betont, dass die gegen Muslime gerichtete Gewalt, ebenso wie sämtliche Formen von Hassverbrechen als schwerer Gesetzesverstoβ gegen die Menschenrechte erachtet werden sollten"", fügte Paul Legendre, ein Verantwortlicher der Organisation, bei.","""Human Rights First has long stressed that acts of violence against Moslems, as well as all forms of hate crime, must be regarded as serious violations of human rights,"" adds one of the managers of the organisation, Paul Legendre.","""Human Rights First had long emphasized that violence directed against Muslims, as well as all forms of hate crimes, should be considered a serious violation of human rights"", added Paul Legendre, a representative of the organization."
"Die Chefin der Parti Québécois, Pauline Marois, hat die Politik zur Entwicklung des Nord-du-Quebec wieder hervorgeholt, die die Regierung Landry 2001 eingeführt hat.","The PQ leader, Pauline Marois, has brought up again the policy development of Northern Quebec that the Landry government had launched in 2001.","The leader of the Parti Québécois, Pauline Marois, has brought back the policy for the development of Nord-du-Quebec, which the Landry government introduced in 2001."
"Ich erinnere mich, dass Georgij an diesem Tag so gerne zur Schule gehen wollte. Er sagte, er wolle seinen Lehrer umarmen.","I remember Georgy so much wanted to go to school on that day, he said he wanted to hug his teacher.",I remember that Georgij wanted to go to school so much on that day. He said he wanted to hug his teacher.
"Sein zweites Anliegen sei, der Kunst in schnelllebiger Zeit wieder zu mehr Stellenwert zu verhelfen: ""Die Wahrnehmung von Bildwelten ist heute von Reklame geprägt, und die ist laut.","His second point is that he wants to help art once more to take a more significant place in this fast moving age: ""The perception of the visual world today is shaped by advertising, which is loud.","His second concern is to help art regain its importance in a fast-paced world: ""The perception of image worlds is today shaped by advertising, and that is loud."
"Dass eine Senioren-Wohngemeinschaft dennoch funktionieren kann, will die Buchautorin dennoch nicht ausschließen.","However, the author does not wish to rule out the possibility that a pensioners' residential community can work.",The author of the book does not want to rule out the possibility that a retirement community can still work.
"Besonders darunter gelitten habe sie laut ""Bang Showbiz"" aber in der Schulzeit, als sie sich lieber wie ein Bub kleidete: ""Nicht alle Mädchen sind typische Mädchen.","She suffered from this especially in her school days, according to ""Bang Showbiz"", when she preferred to dress like a boy: ""Not all girls are typical girls.","According to ""Bang Showbiz"" she suffered especially in school, when she preferred to dress like a boy: ""Not all girls are typical girls."
"Twitter-User hielten sich nicht zurück, als sie hörten, wie unsensibel Byron MacDonald war",Twitter users did not hold back when the heard how insensitive Byron Macdonlad was being,Twitter users did not hold back when they heard how insensitive Byron Macdonald was.
"Ihr Zeitlupentempo maßen sie, als sie vor Spitzbergen sechs Tiere mit einem Sender ausstatteten.","Their slow speed was measured by researchers off Svalbard, who fitted six animals with a tracker.",They measured their tortoise-like speed when they equipped six animals with a transmitter in front of Spitzbergen.
"Ein Einzelgrundstück sowie zwei der Mehrfamilienhäuser gehören einer Privatperson, der Rest der Gemeinde Pliening.","A single plot and two for apartment buildings belong to a private individual, the rest to the municipality of Pliening.","A single-family house and two of the multi-family houses belong to a private person, the rest of the municipality of Pliening."
"""Wir werden den WADA-Fahrplan in naher Zukunft abschließen"" - der russische Vizepremier Mutko","""We'll complete WADA roadmap in near future"" - Russian Deputy PM Mutko","""We will complete the WADA roadmap in the near future"" - Russian Deputy Prime Minister Mutko"
"Angesichts der gestiegenen Flüchtlingszahlen rechnet der Verein mit vielen Klassen, die sich beteiligen wollen.","As a result of the increase in the number of refugees, the association is expecting that many classes will want to take part.","In view of the rising number of refugees, the association expects many classes to want to participate."
"Die Polizei Schramberg, Telefon 07422/ 27 01-0, bittet um Hinweise.","Schramberg police, telephone 07422/ 27 01-0, are appealing for leads.","The police Schramberg, telephone 07422/ 27 01-0, asks for information."
"Bei einer anderen führenden Gruppe, Andilana, die 16 Gaststätten in der Stadt unterhält (Hostal de la Rita, Market, La Fonda und andere), hat die Eigentümlichkeit des Kalenders zu vorgezogenen Reservierungen, sogar ab Anfang November, geführt.","In another of the most powerful groups, Andilana, with 16 establishments in the city (Hostal de la Rita, Market, La Fonda and others), the peculiarity of the calendar has involved more anticipated reserves, even since the beginning of November.","At another leading group, Andilana, which operates 16 restaurants in the city (Hostal de la Rita, Market, La Fonda and others), the peculiarity of the calendar has led to advanced reservations, even from the beginning of November."
"""Aber was passiert dann?"", lautet die nicht unbedeutende Frage von Waleri Poljakow.","""Then what?"" - asks Valery Poliakov about this non-trivial issue.","""But what happens then?"" is the not insignificant question of Waleri Poljakow."
Wenig später wurden sie jedoch an einer Haltestelle in der Landsberger Allee festgenommen.,"However, they were arrested shortly after at a stop on Landsberger Allee.","Shortly afterwards, they were arrested at a bus stop in Landsberger Allee."
"Vor kurzem bist du 30 geworden, bist du in keine Krise verfallen?","Not long ago, you celebrated your 30 years, did you entered a crisis?","Recently you turned 30, did you fall into a crisis?"
"""Mit dem aktuellen Lieferanten Chocolat Frey sind wir sehr zufrieden"", sagte die Sprecherin.","""We are very satisfied with the current supplier Chocolat Frey,"" said the spokeswoman.","""We are very satisfied with the current supplier Chocolat Frey"", said the spokeswoman."
"Im Juni hatten bereits Goldman Sachs, JP Morgan Chase und Morgan Stanley ihre Hilfen zurückgezahlt.","Goldman Sachs, JP Morgan Chase and Morgan Stanley had already repaid their support in June.","In June, Goldman Sachs, JP Morgan Chase and Morgan Stanley had already repaid their aid."
"Da die begehrten Sitzplätze immer schnell belegt sind, empfiehlt es sich, zeitig genug da zu sein.","Since the coveted seats are always taken quickly, it’s recommended to get there early enough.","Since the desired seats are always quickly taken, it is advisable to be there early enough."
"Kann ein krisengeschwächtes Amerika eine komplexe Welt mit einfachen, um nicht zu sagen: einfältigen Ideen führen?","Can an America weakened by crisis, lead a complex world by simple and indeed, simplistic,ideas ?","Can a crisis-weakened America lead a complex world with simple, not to say: simple-minded ideas?"
"Ich war absolut sicher, dass mein kleiner Junge in dieser Hölle unmöglich überlebt haben konnte.",I was absolutely sure that there was no way my little boy could have survived in this hell.,I was absolutely certain that my little boy could not possibly have survived in this hell.
"Die Notwendigkeit, dass Lateinamerika auch weiterhin eine integrierte Region für Wohlstand und Frieden und mit guten nachbarschaftlichen Beziehungen bleibt, war ein weiterer Aspekt, der auf dem Gipfeltreffen betont wurde.","The need for Latin America to remain a prosperous, peaceful and integrated nation, with good neighbourly relations, was another issue highlighted by the summit.",The need for Latin America to continue to be an integrated region for prosperity and peace and with good neighborly relations was another aspect that was emphasized at the summit.
Ben Carson rückt bei landesweiter Umfrage nahe hinter Donald Trump auf,Ben Carson draws close behind Donald Trump in national poll,Ben Carson is closing in on Donald Trump in a national poll.
"Sie hatte an einem Fußgängerüberweg an der Kreuzung Karl-Liebknecht-Straße/Alexanderstraße mit ihrem Fahrrad die Fahrbahn überqueren wollen, wie die Polizei am Dienstag mitteilte.",The police announced in a statement on Tuesday that she had attempted to cross the road on her bike at the pedestrian crossing on the Karl-Liebknecht-Strasse/Alexanderstrasse crossing.,"She had wanted to cross the road at a pedestrian crossing at the intersection of Karl-Liebknecht-Straße/Alexanderstraße on her bicycle, as the police reported on Tuesday."
"DS 4: Nicht ganz neu, aber rundum erneuert ist das Kompaktklassemodell DS 4, das auf der IAA zu sehen ist.","DS4: not totally new, but completely redesigned, is the DS 4 compact car model, which can be seen at the IAA.","DS 4: Not quite new, but completely renewed is the compact class model DS 4, which can be seen at the IAA."
"Die bis zu fünf Meter breiten Baum- und Gestrüpphecken sind ""Waldersatz"" und für viele Tiere und Pflanzen die letzten Rückzugsräume.","The tree and undergrowth hedges, up to five meters wide, are ‘forest replacements’ and for many animals and plants are the last areas of retreat.","The tree and shrub hedges up to five meters wide are ""forest substitutes"" and for many animals and plants the last retreats."
"Laut der ""New York Times"" sollen nur vier Zeugen gehört werden.",According to the ‘New York Times’ only four witnesses will be heard.,"According to the ""New York Times"", only four witnesses will be heard."
Beide Spieler sind gegen Hannover 96 am Samstag definitiv keine Option und werden wohl auch nach der folgenden Länderspielpause noch Partien verpassen.,Both players are definitely not an option against Hannover 96 on Saturday and will probably also miss matches after the international cap break.,Both players are definitely not an option against Hannover 96 on Saturday and will probably also miss games after the following international break.
"Im Jahr 2002 gelang es ihm im sechsten Anlauf, als erster Mensch den Weltball in einem Heissluftballon zum umkreisen: ein zweiwöchiger, einsamer Flug.","In 2002, at his sixth attempt, he became the first man to complete the round the world trip in a hot air balloon: a two-week solo flight.","In the year 2002 he succeeded in his sixth attempt to be the first man to circle the world in a hot air balloon: a two-week, lonely flight."
"""Dies ist eine neue Art und Weise eines abgekarteten Spiels und entkräftet die Konkurrenz.""","""This is the new way of colluding and defeating competition.""","""This is a new kind of rigged game and undermines the competition."""
Darüber sollten Kinder nichts wissen und sie sollten es selbstverständlich auch nicht erleiden.,"This is not something children should know about, and of course not something they should experience.",Children should not know about it and they should not experience it either.
"Wenn sie die Medien zum Schweigen brächten, könnten Politiker ungestraft tun, was immer sie wollen.","By silencing the media, politicians know they can do whatever they like with impunity.","If they silenced the media, politicians could do whatever they want without being held accountable."
"Beute machen diese Haie trotzdem: Im Magen eines Tieres fanden Forscher die Überreste einer Robbe, ein anderes hatte den Kieferknochen eines jungen Eisbären geschluckt.","However, these sharks still manage to catch prey: In one animal's stomach, researchers found the remains of a seal; another shark had gobbled down the jawbone of a young polar bear.","These sharks still make prey: In the stomach of an animal, researchers found the remains of a seal, another had swallowed the jawbone of a young polar bear."
"Öffentlich sagt er bislang nur, er werde sich mit seiner Frau erst einmal eine Wohnung in Zürich suchen.","Publicly, he has only so far that he and his wife will look for a flat in Zurich.","So far, he has only said publicly that he and his wife will first look for an apartment in Zurich."
"Die Tschechische Eisenbahn beendet oder beschränkt ab 13. Dezember einige weniger ausgelastete Schnell- und Lokalzüge, andere Verbindungen werden dagegen verstärkt.","From December 13th, Czech Railways will be cancelling or restricting some less frequented express and local trains, but will be adding more services to other lines.","The Czech Railways will cancel or reduce some less busy express and local trains from 13 December, while other connections will be strengthened."
"Die Hearts führten 2:1, als Paterson vom Feld geschickt wurde und verlor dann 3:2, aber die Rote Karte des Verteidigers wurde später aufgehoben - die dritte Rote Karte von Collum, die in acht Monaten widerrufen wurde.","Hearts were leading 2-1 when Paterson was dismissed and went on to lose 3-2, but the defender's red card was later overturned - the third Collum red card in eight months to be rescinded.","The Hearts led 2-1 when Paterson was sent off and then lost 3-2, but the defender's red card was later rescinded - Collum's third red card in eight months."
"Das Gremium erklärte, dass Regierungen, Institutionen der Gesundheitspflege und Ärzte hinsichtlich schmerzlindernder Behandlung zusammenarbeiteten um die besten schmerzlindernden Mittel bereit zu stellen, und dies auch über die Krebsfälle hinausgehend.","Regarding palliative medicine, the committee claims that governments, healthcare institutions and doctors work together to provide the best possible palliative care, apart from cancer cases.","The committee declared that governments, health care institutions and doctors worked together regarding pain-relieving treatment in order to provide the best pain-relieving drugs, and this also went beyond cancer cases."
"Ich bin jetzt älter und die Menschen sagen, dass Kinder leicht mit schlimmen Erfahrungen umgehen können - ich muss sagen, das stimmt nicht.",I am older now and people use to say children easily cope with bad experience - I must say this is not true.,I am now older and people say that children can easily cope with bad experiences - I have to say that this is not true.
"Noch Anfang Juli, als die ÖVP aus der Koalition ausgetreten war, hatte die Volkspartei einen deutlichen Vorsprung vor der SPÖ.","At the beginning of July, when ÖVP left the coalition, the People's Party still had a significant lead on SPÖ in the polls.","Even at the beginning of July, when the ÖVP had left the coalition, the People's Party had a clear lead over the SPÖ."
"An für sich ein klasse Vergnügen, aber man sollte darauf vorbereitet sein, dass einem diese Fehler mit der Power von Flughafenscheinwerfern in die Augen stechen.","It surely is a nice entertainment, but prepare to be blinded by the mistakes with the strength of airport spotlights.","In and of itself, a great pleasure, but one should be prepared for the fact that these errors will hit you in the eyes with the power of airport spotlights."
"In der West-Staffel sind das Rot-Weiß II, Bovender SV III, Laubach II, Torpedo IV und V, MTV Grone, Dransfelder SC II, Mielenhausen und SG Lenglern II.","As for the West relay team; that is made up of Rot-Weiß II, Bovender SV III, Laubach II, Torpedo IV and V, MTV Grone, Dransfelder SC II, Mielenhausen and SG Lenglern II.","In the West-Staffel are Rot-Weiß II, Bovender SV III, Laubach II, Torpedo IV and V, MTV Grone, Dransfelder SC II, Mielenhausen and SG Lenglern II."
"""In zwei Stunden gab es keine Plätze mehr"" sagte Restall über seinen Kurs für Studenten mit hohem Durchschnitt, der sich mit 35 Studenten füllte.","""It was fully booked within two hours"" said Restall, on his course for students with high averages, which was filled with 35 students.","""In two hours there were no more places"" said Restall about his course for students with a high average, which filled up with 35 students."
"Der Anwalt, der vor Gericht stehen und behaupten wird, dass das Gesetz zu kippen ist, wird vermutlich Paul Clement sein, einst Generalstaatsanwalt unter der Regierung von George W. Bush.","The lawyer who will stand before the court and argue that the law should be thrown out is likely to be Paul Clement, who served as U.S. solicitor general during the George W. Bush administration.","The lawyer who will argue before the Supreme Court that the law is unconstitutional is likely to be Paul Clement, former solicitor general under the George W. Bush administration."
"Obwohl die Tweets von Perrys offiziellem Benutzerkonto ausgingen, war nicht klar, wer tatsächlich den Feed bedient.","Although the tweets were sent from Perry's verified account, it was unclear who does the actual posting for the feed.","Although the tweets came from Perry’s official account, it was not clear who was actually running the feed."
"In Zusammenarbeit mit der Tokioter Universität hat Nissan das von Autorobotern gesteuerte biomimetische System vom Typ BR23C gebaut, ein Mini-Auto, ausgestattet mit den Eigenschaften der Bienen, mit dem Ziel, die Entwicklung eines Systems zu unterstützen, das jegliche Kollisionen vermeidet.","Based on joint research with the University of Tokyo, Nissan has built the BR23C-type Biomimatic Car Robot Drive. It is a robotic micro-car that recreates bee characteristics with the goal of producing a system that prevents collisions altogether.","In cooperation with the Tokyo University, Nissan has built the biomimetic system of the type BR23C, a mini-car, equipped with the properties of bees, with the aim of supporting the development of a system that avoids all collisions."
"Aber dann würden da draußen nicht 10.000 Menschen in diese prall gefüllte Arena drängen, sondern wir hätten nur 200 Leute draußen stehen.","But 10,000 people outside would not be surging into this packed arena, we would only have 200 people standing outside.","But then there would not be 10,000 people outside pushing into this packed arena, but we would only have 200 people standing outside."
