source,reference,wmt_prediction,sc_initial,sc_corrected,sc_final,wmt_bleu,sc_initial_bleu,sc_final_bleu,bleu_diff,wmt_comet,sc_initial_comet,sc_final_comet,comet_diff
"Die Aufgabe des Notbremsassistenten besteht darin, mehr Druck auf die Bremsen im Falle eines kritischen Bremsmanövers, welches das System anhand der vom Fahrer ausgeführten Bremsstärke auf das Bremspedal erkennt, auszuüben.","What the emergency brake assistant does is increase the pressure on the brakes in the event of an emergency, which the system detects through the driver's pressure on the pedal.",The task of the emergency brake assistant is to apply more pressure to the brakes in the event of,"The purpose of the emergency brake is to apply more pressure to the brakes in the event of a critical braking manoeuvre, which the system detects by the strength of the driver's braking.","The task of the autonomous braking system is to provide more force on the brakes in case of a critical braking manoeuvre, which the system detects based on the strength of the driver's braking on the pedal.",0.819,20.01,29.56,23.33,3.3199999999999967,0.7685,0.8271,0.8277,0.05920000000000003
"Manchmal hilft aber nicht mal der Restart, da hilft nichts anderes, als den kritischen Abschnitt aus dem Kopf zu lernen.",Sometimes the restarts are not enough and you need to learn a given section of the race by heart.,"Sometimes even a restart does not help, then you have to learn the critical section by heart.","Sometimes even a restart does not help, and the only thing to do is to forget the critical section.","But sometimes even a restart does not help, and the only thing to do is to learn the critical section by heart.",0.819,10.95,3.15,8.97,-1.9799999999999986,0.7417,0.6192,0.737,-0.0047000000000000375
"Es ist fast genau ein Jahr her, dass Schottland die historische Entscheidung getroffen hat, Teil des Vereinigten Königreichs zu bleiben.",It is almost exactly a year since Scotland made the historic decision to remain part of the UK.,It is almost exactly a year since Scotland took the historic decision to remain part of the United Kingdom,It is almost exactly a year since Scotland took the historic decision to remain part of the United Kingdom.,It is almost exactly a year since Scotland took the historic decision to remain part of the United Kingdom.,0.819,73.32,70.4,70.4,-2.9199999999999875,0.9595,0.9644,0.9644,0.0049000000000000155
"In einem Interview mit The Washington Post verteidigte Hogans Sprecherin Amelia Chasse die Handlungen des Gouverneurs und argumentierte, dass die Blockierung der Kommentare nichts weiter als eine Moderation sei.","In an interview with The Washington Post, Hogan spokeswoman Amelia Chasse defended the governor's actions, arguing that blocking the comments was nothing more than moderating them.","In an interview with The Washington Post, Hogan's spokeswoman Amelia Chasse defended the governor's actions","In an interview with The Washington Post, Hogan's spokeswoman, Amelia Chasse, defended the Governor's actions and argued that the blocking of comments was nothing more than moderation.",Hogan's spokeswoman Amelia Chasse defended the governor's actions in an interview with,0.819,36.18,40.17,15.38,-20.799999999999997,0.7771,0.9067,0.7178,-0.05930000000000002
Ein Zug mit Hunderten Flüchtlingen ist auf dem Weg nach Hessen.,A train carrying hundreds of refugees is on the way to Hesse.,A train with hundreds of refugees is on its way to Hesse.,A train with hundreds of refugees is on its way to Hesse.,"A train carrying hundreds of refugees is on its way to Hessen. Hessen is the proper German name,",0.819,52.66,52.66,39.67,-12.989999999999995,0.9327,0.9327,0.7891,-0.14359999999999995
"Unternehmen im Raum District, Maryland und Virginia zahlten gemeinsam 27,6 Milliarden $ an staatliche und örtliche Stellen im Finanzjahr 2013, ein Anstieg um 3,8 Prozent gegenüber den Einnahmen von 2012 in Höhe von 26,6 Milliarden $.","District, Maryland and Virginia businesses collectively paid $27.6 billion to state and local coffers in fiscal 2013, an increase of 3.8 percent over the $26.6 billion collected in 2012.","Companies in the District, Maryland and Virginia paid a combined $27.6 billion to state and","Businesses in the District, Maryland and Virginia paid a total of $27.6 billion to state and local governments in fiscal year 2013, up 3.8 percent from $26.6 billion in 2012.","Businesses in the District, Maryland and Virginia contributed a combined $27.6 billion to state and local coffers in fiscal 2013, a 3.8 percent increase over 2012's $26.6 billion.",0.819,19.39,38.48,50.97,31.58,0.7009,0.8993,0.9061,0.20520000000000005
Die von Rio Tinto Ride to Conquer Cancer finanzierte Studie wird heute im Medical Journal of Australia veröffentlicht.,"The research, funded by the Rio Tinto Ride to Conquer cancer, will be published today in the Medical Journal of Australia.",The Rio Tinto Ride to Conquer Cancer-funded study is published today in the Medical Journal of,The study funded by Rio Tinto Ride to Conquer Cancer is published today in the Medical Journal of Australia.,A study funded by Rio Tinto Ride to Conquer Cancer is published today in the Medical Journal of Australia. The Medical Journal of Australia.,0.819,37.29,51.13,47.11,9.82,0.8555,0.9132,0.836,-0.019500000000000073
"Das Management-Team von Grand Plaza veröffentlichte eine Erklärung an die Bewohner: ""Die Polizei arbeitet derzeit an der Zeitachse und dem Hintergrund des Opfers und erforscht eine Vielzahl von Motiven, einschließlich eines möglichen häuslichen Vorfalls.""","The management team at Grand Plaza released a statement to residents saying, ""Police are currently working on the timeline and background of the victim and are exploring a variety of motives, including a possible domestic incident.""","The management team at Grand Plaza released a statement to residents: ""Police are currently working on the","The management team at Grand Plaza issued a statement to residents: 'The police are currently working on the timeline and the background of the victim and are investigating a number of motives, including a possible domestic incident.'","The management team of Grand Plaza Hotel issued a statement to residents: ""Police are currently working on a timeline and the background of the victim investigating a number of motives, including a possible domestic incident.""",0.819,26.68,60.85,50.81,24.130000000000003,0.6995,0.9068,0.8758,0.1763
"Gerade die Gezeitenenergie ist es, welche Bundesstaaten wie New York, Maine und Alaska sowie weitere Küstenstaaten dazu brachten, bereits 7,5 Millionen Dollar im Jahr 2008 zu investieren – für 2009 sind bereits bis zu 35 Millionen geplant.","It's exactly on tidal energy that states such as New York, Maine, and Alaska, together with others that overlook the coast, have already invested 7.5 million dollars in 2008 and are foreseen investments of up to 35 million for 2009.","It is tidal energy, in particular, which has led states such as New York, Maine and","It is precisely tidal energy that has led states such as New York, Maine and Alaska, and other coastal states, to invest $7.5 million in 2008 - $35 million is planned for 2009.","It is precisely tidal energy that has brought states such as New York, Maine and Alaska, as well as other coastal states, to invest 7.5 million dollars in 2008 - for 2009, plans are already in place for up to 35 million.",0.819,9.52,24.33,31.81,22.29,0.6073,0.8559,0.857,0.24970000000000003
"Die Notwendigkeit, dass Lateinamerika auch weiterhin eine integrierte Region für Wohlstand und Frieden und mit guten nachbarschaftlichen Beziehungen bleibt, war ein weiterer Aspekt, der auf dem Gipfeltreffen betont wurde.","The need for Latin America to remain a prosperous, peaceful and integrated nation, with good neighbourly relations, was another issue highlighted by the summit.",The need for Latin America to continue to be an integrated region for prosperity and peace and with good,"The need for Latin America to continue to be an integrated region of prosperity and peace, with good neighbourly relations, was another aspect emphasised at the summit.","The need for Latin America to continue to be an integrated region of prosperity and peace, with good neighbourly relations, was another aspect emphasised at the summit.",0.819,18.47,43.43,43.43,24.96,0.6788,0.9231,0.9231,0.24430000000000007
"Herrera wollte die kommenden Neueröffnungen nicht verraten, schloss aber nicht aus, dass Madrid das nächste Ziel sein könnte.","Herrero did not want to reveal the following possible openings, although she recognized that Madrid could be the following destiny.","Herrera did not want to reveal the next openings, but did not rule out that Madrid could be","Herrera did not want to say what the next openings would be, but he did not rule out that Madrid could be the next target.","Herrera did not want to reveal the future openings, but did not rule out that Madrid could be the next destination.",0.819,34.89,23.86,38.97,4.079999999999998,0.7585,0.8048,0.8556,0.09710000000000008
"Dann gehören Sie wohl auch zu den Frauen, die regelrecht besessen davon sind, wie sie aussehen.","Then, you belong to the group of women obsessed by their appearance.",Then you are probably one of those women who are obsessed with how they look.,Then you are probably one of those women who are obsessed with how they look.,Then you are probably also one of the women who are completely obsessed with their appearance.,0.819,3.83,3.83,11.2,7.369999999999999,0.8636,0.8636,0.8599,-0.0037000000000000366
"Generalstabschef Hulusi Akar bleibt zwar im Amt, aber die Kommandeure des Heeres, der Luftstreitkräfte und der Marine wurden abgesetzt.","Chief of Staff Hulusi Akar remains in office, but the commanders of the army, the air force and the marines were removed.","Generalstabschef Hulusi Akar remains in office, but the commanders of the army","General Hulusi Akar remains in office, but the commanders of the army, the air force and the navy have been dismissed.","Chief of Staff Hulusi Akar has not been dismissed, but the commanders-in-chief of the army, the air",0.819,36.24,71.22,36.99,0.75,0.6889,0.9042,0.6172,-0.07169999999999999
"Die AKP jedoch, die für ihre islamistischen Wurzeln bekannt ist, repräsentiert einen Paradigmenwechsel in der türkischen Einigkeit",But the AKP with its well-known Islamist roots represents a paradigm shift in the Turkish consensus.,"But the AKP, known for its Islamic roots, represents a paradigm shift in Turkish unity","However, the AKP, which is known for its Islamic roots, represents a paradigm shift in Turkish unity.","However, the AKP, which is known for its Islamic roots, represents a paradigm shift in Turkish unity.",0.819,31.01,21.89,21.89,-9.120000000000001,0.8881,0.8822,0.8822,-0.005900000000000016
"Erste ökonomische Weltmacht, Sitz der FIFA-Hauptsponsoren, das Land scheint eine lange Liste von Vorteilen gegenüber Japan und Südkorea aufzuweisen, die separat ein sehr schönes Projekt aufgestellt haben.","The leading world ecomomic power, the seat of the principal sponsors of Fifa, the country appears to have a big lead over Japan and South Korea who have separately built a very fine project.","First economic world power, seat of the FIFA sponsors, the country seems to have a long list","The first economic power, the seat of FIFA's main sponsors, the country seems to have a long list of advantages over Japan and South Korea, which have separately put forward a very nice project.","First economic power, seat of FIFA main sponsors, the country appears to have a long list of advantages over Japan and South Korea, which set up a very beautiful project.",0.819,7.59,28.69,31.08,23.49,0.6454,0.8073,0.7818,0.13640000000000008
"Abraham Lincoln lehnte es ab, den Status von Rothschilds Bank of America als Zentralbank zu erneuern, begann während des Bürgerkrieges, eigene (sprich: staatliche) Banknoten herauszugeben und wurde 1865 in einem Theater ermordet.","Abraham Lincoln refused to renew the status of the central bank to the Rothschild Bank of America, and during the Civil War he began to issue his own (that is state-issued) money and was assassinated in 1865 at the theatre.","Abraham Lincoln refused to renew the status of Rothschild's Bank of America as the central bank,","Abraham Lincoln refused to renew the status of Rothschild's Bank of America as a central bank, began issuing his own (that is, state) notes during the Civil War and was assassinated in a theatre in 1865.","Abraham Lincoln refused to renew the status of Rothschild's Bank of England as the central bank, began issuing his own currency during the Civil War and was assassinated in 1865. The assassination took place in a theatre.",0.819,11.91,40.15,35.35,23.44,0.6884,0.8461,0.8489,0.16049999999999998
Dies entspricht einem Äquivalent von 70% der Abgase des weltweiten Fuhrparks.,This is the equivalent of 70% of the emissions by the world's motor vehicles.,This is equivalent to 70% of the emissions of the global fleet.,This is equivalent to 70% of the emissions from the world's fleet of vehicles.,This is the equivalent of 70% of the global car fleet.,0.819,29.68,33.44,52.81,23.130000000000003,0.88,0.9173,0.7311,-0.14890000000000003
"Der Anwalt kehrte nach Hause zurück, holte sich die Drogen und dann wurden neun Mitteilungen zwischen den beiden ausgetauscht.",The lawyer returned home to discover the drugs and there were nine communications between them.,"The lawyer returned home, got the drugs and then nine messages were exchanged between the two.","The lawyer went home, got the drugs and then there were nine messages exchanged between the two of them.","The lawyer returned home, collected the drugs and then nine text messages were exchanged between the two.",0.819,21.77,14.96,20.52,-1.25,0.8452,0.8375,0.8573,0.0121
Und die sogenannte Ingenieurlücke wird laut VDI-Prognosen noch größer werden.,"And the shortage of engineers is going to get worse, according to VDI.","And the so-called engineering gap is set to get even bigger, according to VDI forecasts.","And the so-called engineering gap is set to get even bigger, according to VDI forecasts.","And according to VDI estimates, the shortage of engineers will continue to grow.",0.819,20.46,20.46,26.64,6.18,0.8376,0.8376,0.8899,0.05230000000000001
Im Irak haben 4500 Soldaten ihr Leben verloren und die Amerikaner wurden nicht gezwungen zu packen.,In Iraq 4500 soldiers have lost their lives and the Americans have not been forced to pack up and leave.,"In Iraq, 4,500 soldiers lost their lives and the Americans were not forced to pack up.","In Iraq, 4 500 soldiers have lost their lives and the Americans have not been forced to pack up.",4500 soldiers have died in Iraq and the Americans were not forced to leave.,0.819,38.79,73.59,14.51,-24.28,0.885,0.9026,0.8594,-0.025599999999999956
Erwischt: Wegen eines positiven Dopingprobe darf Gewichtheber Adrian Zielinski aus Polen in Rio nicht starten.,"Busted: After a sample tested positive for doping, weightlifter Adrian Zielinksi from Poland is not allowed to compete in Rio.",Caught: Weightlifter Adrian Zielinski from Poland will not be able to start in Rio due to a positive doping test,"Caught: Adrian Zielinski, a weightlifter from Poland, will not be able to compete in Rio because of a positive doping test.",Busted: Weightlifter Adrian Zielinski from Poland won't be able to compete in Rio due to a positive doping test.,0.819,6.01,14.1,15.77,9.76,0.8311,0.8478,0.8716,0.04050000000000009
Auf die Spezifik des tschechischen Marktes weisen auch weitere Anbieter hin.,Other operators also refer to the specific nature of the Czech market.,Other providers also point to the specifics of the Czech market.,Other providers are also pointing to the specificity of the Czech market.,The other suppliers are also pointing to the specificity of the Czech market. The specificity of the Czech market is also indicated by other suppliers.,0.819,35.72,35.42,15.45,-20.27,0.9043,0.9012,0.7073,-0.19699999999999995
Für die fünf Niederlagen in den vergangenen sechs Testspielen hat Ancelotti den körperlichen Zustand und die fehlende Balance im Spiel seiner Mannschaft verantwortlich gemacht.,Ancelotti blamed the physical state of his team and the lack of balance in their game for their five defeats in the past six friendlies.,"For the five defeats in the last six test matches, Ancelotti blamed the physical condition and the lack of balance in","For the five defeats in the last six Test matches, Ancelotti has blamed the physical condition and the lack of balance in his team's play.","For the five losses in the past six tests, Ancelotti blamed the physical condition and the lack of balance in his team's play.",0.819,36.71,32.6,38.07,1.3599999999999994,0.7996,0.8526,0.8645,0.06490000000000007
"Deutschland ist die erste europäische Nation, in der ein drittes Geschlecht für Kinder anerkannt ist, die mit nicht eindeutigen Genitalien geboren wurden.",Germany became the first European nation to recognize a third gender for babies born with ambiguous genitalia.,Germany is the first European nation to recognize a third gender for children born with ambiguous genitalia.,Germany is the first European nation to recognise a third gender for children born with ambiguous genitalia.,Germany is the first European nation to recognise a third gender for children born with ambiguous genitalia.,0.819,72.77,54.75,54.75,-18.019999999999996,0.9464,0.9362,0.9362,-0.010199999999999987
"Annahmen zufolge gibt es im Land etwa 1.000 Tonnen an Chemikalien und Waffen, wozu auch Senfgas und das Nervengas Sarin zählen.","The country is believed to have around 1,000 metric tons of chemicals and weapons including mustard gas and the nerve agent sarin.","According to estimates, there are about 1,000 tonnes of chemicals and weapons in the country, including mustard gas and","It is estimated that there are 1000 tonnes of chemicals and weapons in the country, including mustard gas and sarin.","According to estimates, there are in the country about 1,000 tons of chemicals and weapons, including mustard gas and sarin.",0.819,22.88,24.25,30.34,7.460000000000001,0.8428,0.8726,0.8772,0.034399999999999986
"Hungrig nach Wachstum, investierten sowohl die Bank selbst als auch ein vor ihr gegründeter Hedgefonds in amerikanische Subprime-Anlagen.","Hungry for growth, the bank itself and a hedge fund founded by the bank invested in US subprime securities.","Hungry for growth, both the bank itself and a hedge fund set up before it invested in American subprime assets.","Hungry for growth, both the bank itself and a hedge fund set up before it invested in American sub-prime assets.","Hungry for growth, both the bank itself and a hedge fund established before the bank invested in American subprime securities. The hedge fund was established before the bank.",0.819,41.58,40.87,37.62,-3.960000000000001,0.8469,0.8467,0.826,-0.02090000000000003
"In der Welt profilieren sich so die virtuellen Anbieter normalerweise als Low-Cost-Firmen heraus - sie bieten billige Telefongespräche und SMS, was allerdings oft von einem weniger umfangreichen Dienstleistungsangebot begleitet wird.","In this way, virtual operators around the world usually profile themselves as low-cost - they offer inexpensive calling and text messages, which is often balanced out by a more limited offer of services, though.","In the world, virtual operators usually profile themselves as low-cost companies - they offer cheap phone calls and SMS, but often","In the world, virtual operators tend to be seen as low-cost operators - they offer cheap calls and SMS, but often at the expense of a less comprehensive service.","In the world, the virtual operators usually profile themselves as low-cost companies - they offer cheap calls and SMS, which, however, is often accompanied by a less extensive offer of services.",0.819,15.17,8.64,20.92,5.750000000000002,0.8077,0.869,0.8673,0.059599999999999986
"""Wie es sich herausstellt, war es Harrison, der die Morde vorbereitet und angeordnet hat"", schließt hieraus ein FBI-Bericht.","""As it turns out it was Harrison who set up and ordered the murders,"" one FBI report concludes.","""As it turns out, it was Harrison who prepared and ordered the murders,"" concludes an FBI report.","As it turns out, it was Harrison who planned and ordered the murders, according to an FBI report.","""As it turns out, Harrison had prepared and ordered the murders,"" an FBI report concludes.",0.819,52.5,41.04,49.44,-3.0600000000000023,0.9465,0.9277,0.937,-0.009499999999999953
"Liner, 31, und Ellis Tochter Maleah verstarben noch vor Ort.","Liner, 31, and Ellis' daughter Maleah died at the scene.","Liner, 31, and Ellis' daughter Maleah died at the scene.","Liner, 31, and Ellis' daughter, Maleah, died on the spot.","Liner, 31, and Ellis's daughter Maleah were killed on the spot.",0.819,100.0,44.8,32.56,-67.44,0.9655,0.9217,0.9213,-0.04420000000000002
"Die Ankündigung der Band kam, nachdem sie zuvor schon einen Auftritt in der LG Arena in Birmingham am Donnerstag verschieben musste.",The band's announcement came after they were forced to similarly postpone a gig at the LG Arena in Birmingham on Thursday.,The announcement came after the band had already been forced to postpone a gig at the LG Arena in Birmingham on Thursday.,The announcement of the band came after they had already postponed a performance in the LG Arena in Birmingham on Thursday.,The band's announcement came after they had to cancel a show at the LG Arena in Birmingham on Thursday. They had previously been forced to reschedule a show at the venue.,0.819,58.53,39.81,39.92,-18.61,0.9027,0.8322,0.8512,-0.05149999999999999
"Mit dem Kopenhagener Vertrag haben sich die Entwicklungsländer dazu verpflichtet, 30 Milliarden Dollar zwischen 2010 und 2012 bereitzustellen.","According to the Copenhagen agreemsnt, developed countries underook to furnish 30 thousand million dollars between 2010 and 2012.","Under the Copenhagen agreement, developing countries have committed to providing $30 billion between 2010 and 2012.",The Copenhagen Agreement commits developing countries to providing USD 30 billion between 2010 and 2012.,The Copenhagen Agreement commits developing countries to providing USD 30 billion between 2010 and 2012.,0.819,23.15,20.65,20.65,-2.5,0.8435,0.8194,0.8194,-0.02410000000000001
"Angel Di Maria und Edinson Cavani hielten Kurs, als Paris Saint-Germain seine Champions League Saison mit einem äußerst komfortablen 2-0 Sieg gegen Malmö im Prinzenparkstadion am Dienstag startete.",Angel Di Maria and Edinson Cavani were on target as Paris Saint-Germain began their Champions League campaign with an ultimately comfortable 2-0 win against Malmo at the Parc des Princes on Tuesday.,Angel Di Maria and Edinson Cavani stayed on course as Paris Saint-Germain kicked off their Champions League campaign with,Angel Di Maria and Edinson Cavani kept the course as Paris Saint-Germain started its Champions League season with an extremely comfortable 2-0 win over Malmö in the Prinzenparkstadion on Tuesday.,Angel Di Maria and Edinson Cavani held their own as Paris Saint-Germain kicked off its Champions League season with an extremely comfortable 2-0 victory over Malmo at the Parc des Princes on Tuesday. The Parc des Princes is the home of Paris Saint-Germain.,0.819,22.23,33.0,36.45,14.220000000000002,0.7137,0.8588,0.8079,0.09419999999999995
In der vergangenen Saison bezogen die Badener beim BHC eine schmerzliche Niederlage und haben dort etwas gutzumachen.,In the past season the Baden team suffered a painful defeat at BHC and they have some ground to make up there.,Last season the Badeners suffered a painful defeat at BHC and have something to make up for.,"Last season, the Badeners suffered a painful defeat at the hands of the BHC and have something to make up for.","In the previous season, the Baden suffered a painful defeat at the hands of the BHC and have something to make up for.",0.819,34.12,25.07,25.2,-8.919999999999998,0.8534,0.8475,0.8208,-0.03260000000000007
"Er sollte in Kiel aber ebenso dabei sein wie Botic Van de Zandschulp, Niels Lootsma (beide Niederlande) und der Belgier Julien Cagnina.","He should also be there in Kiel though, just like Botic Van de Zandschulp, Niels Lootsma (both Netherlands) and the Belgian Julien Cagnina.","He should be there in Kiel as well as Botic Van de Zandschulp, Niels Lootsma","But he should also be there in Kiel, Botic Van de Zandschulp, Niels Lootsma (both Netherlands) and the Belgian Julien Cagnina.","He should also be in Kiel as should Botic Van de Zandschulp, Niels Lootsma (both from the Netherlands) and Julien (Belgium).",0.819,26.84,76.0,45.31,18.470000000000002,0.7304,0.8321,0.8382,0.1077999999999999
