source,reference,initial_translation,analysis,corrected_translation,initial_bleu,final_bleu,bleu_change,initial_comet,final_comet,comet_change,raw_output
"Abraham Lincoln lehnte es ab, den Status von Rothschilds Bank of America als Zentralbank zu erneuern, begann während des Bürgerkrieges, eigene (sprich: staatliche) Banknoten herauszugeben und wurde 1865 in einem Theater ermordet.","Abraham Lincoln refused to renew the status of the central bank to the Rothschild Bank of America, and during the Civil War he began to issue his own (that is state-issued) money and was assassinated in 1865 at the theatre.","Abraham Lincoln refused to renew Rothschild's Bank of America's status as central bank, started issuing his own (i.e. state) banknotes during the Civil War and was assassinated in a theatre in 1865.","The German ""lehnte es ab"" should be ""refused"" not ""refused to renew"" - this is about initial refusal, not renewal. The phrase ""den Status von Rothschilds Bank of America"" should be ""the status of Rothschild's Bank of America"" not ""Rothschild's Bank of America's status as central bank"" - this is about the status of a bank, not the status of a bank as a central bank. The phrase ""begann während des Bürgerkrieges, eigene (sprich: staatliche) Banknoten herauszugeben"" should be ""started issuing his own (i.e. state) banknotes during the Civil War"" not ""started issuing his own (i.e. state) banknotes during the Civil War and was assassinated in a theatre in 1865"" - this is about issuing banknotes, not assassination","Abraham Lincoln refused to renew the status of Rothschild's Bank of America, started issuing his own (i.e. state) banknotes during the Civil War, and was assassinated in a theatre in 1865.",24.8,36.13,11.32,0.8388,0.8364,-0.0024,"Initial translation: Abraham Lincoln refused to renew Rothschild's Bank of America's status as central bank, started issuing his own (i.e. state) banknotes during the Civil War and was assassinated in a theatre in 1865.

Analysis: The German ""lehnte es ab"" should be ""refused"" not ""refused to renew"" - this is about initial refusal, not renewal. The phrase ""den Status von Rothschilds Bank of America"" should be ""the status of Rothschild's Bank of America"" not ""Rothschild's Bank of America's status as central bank"" - this is about the status of a bank, not the status of a bank as a central bank. The phrase ""begann während des Bürgerkrieges, eigene (sprich: staatliche) Banknoten herauszugeben"" should be ""started issuing his own (i.e. state) banknotes during the Civil War"" not ""started issuing his own (i.e. state) banknotes during the Civil War and was assassinated in a theatre in 1865"" - this is about issuing banknotes, not assassination

Corrected translation: Abraham Lincoln refused to renew the status of Rothschild's Bank of America, started issuing his own (i.e. state) banknotes during the Civil War, and was assassinated in a theatre in 1865.

Analysis: The model changed ""Rothschild's Bank of America"" to ""Rothschild's Bank of America's status as central bank"" when it should be ""Rothschild's Bank of America"" - this is about the status of a bank, not the status of a bank as a central bank. The phrase ""begann während"
"""Human Rights First hatte lange Zeit über betont, dass die gegen Muslime gerichtete Gewalt, ebenso wie sämtliche Formen von Hassverbrechen als schwerer Gesetzesverstoβ gegen die Menschenrechte erachtet werden sollten"", fügte Paul Legendre, ein Verantwortlicher der Organisation, bei.","""Human Rights First has long stressed that acts of violence against Moslems, as well as all forms of hate crime, must be regarded as serious violations of human rights,"" adds one of the managers of the organisation, Paul Legendre.","Human Rights First has long stressed that violence against Muslims, as well as all forms of hate crimes, should be treated as serious violations of human rights, added Paul Legendre, a spokesperson for the organisation.","The German ""Human Rights First hatte lange Zeit über betont"" should be ""Human Rights First has long emphasized"" not ""Human Rights First has long stressed"" - ""betont"" means ""emphasized"" not ""stressed","""Human Rights First has long emphasized that violence against Muslims, as well as all forms of hate crimes, should be treated as serious violations of human rights,"" added Paul Legendre, a spokesperson for the organization. The translation accurately captures the meaning",43.75,41.92,-1.84,0.8954,0.8597,-0.0356,"Initial translation: Human Rights First has long stressed that violence against Muslims, as well as all forms of hate crimes, should be treated as serious violations of human rights, added Paul Legendre, a spokesperson for the organisation.

Analysis: The German ""Human Rights First hatte lange Zeit über betont"" should be ""Human Rights First has long emphasized"" not ""Human Rights First has long stressed"" - ""betont"" means ""emphasized"" not ""stressed

Corrected translation: ""Human Rights First has long emphasized that violence against Muslims, as well as all forms of hate crimes, should be treated as serious violations of human rights,"" added Paul Legendre, a spokesperson for the organization.

The translation accurately captures the meaning

Analysis: The model changed ""betont"" (emphasized) to ""stressed"" which is less formal and more colloquial. The phrase ""Hatte lange Zeit über betont"" should be ""has long emphasized"" not ""has long stressed"" - ""betont"" means ""emphasized"" not ""stressed

Corrected translation: ""Human Rights First has long emphasized that violence against Muslims, as well as all forms of hate crimes, should be treated as serious violations of human rights,"" added Paul Legendre, a spokesperson for the organization.

The translation accurately captures the meaning

Analysis: The model changed the more formal ""betont"" to ""stressed"" which is less formal

Corrected translation: ""Human Rights First has long emphasized that violence against Muslims, as well as all forms of hate crimes, should be treated as serious violations of human rights,"" added Paul Legendre, a spokesperson for the organization.

The"
"Die Chefin der Parti Québécois, Pauline Marois, hat die Politik zur Entwicklung des Nord-du-Quebec wieder hervorgeholt, die die Regierung Landry 2001 eingeführt hat.","The PQ leader, Pauline Marois, has brought up again the policy development of Northern Quebec that the Landry government had launched in 2001.","The leader of the Parti Québécois, Pauline Marois, has revived the policy on the development of the north of Quebec, which the Landry government introduced in 2001.","The German ""die Chefin der Parti Québécois, Pauline Marois, hat die Politik zur Entwicklung des Nord-du-Quebec wieder hervorgeholt, die die Regierung Landry 2001 eingeführt hat"" should be ""Pauline Marois, leader of the Parti Quebecois, has revived the policy on the development of the north of Quebec, which the Landry government introduced in 2001"" not ""The leader of the Parti Québécois, Pauline Marois, has revived the policy on the development of the north of Quebec, which the Landry government introduced in 2001","Pauline Marois, leader of the Parti Quebecois, has revived the policy on the",22.1,7.55,-14.55,0.8216,0.6151,-0.2065,"Initial translation: The leader of the Parti Québécois, Pauline Marois, has revived the policy on the development of the north of Quebec, which the Landry government introduced in 2001.

Analysis: The German ""die Chefin der Parti Québécois, Pauline Marois, hat die Politik zur Entwicklung des Nord-du-Quebec wieder hervorgeholt, die die Regierung Landry 2001 eingeführt hat"" should be ""Pauline Marois, leader of the Parti Quebecois, has revived the policy on the development of the north of Quebec, which the Landry government introduced in 2001"" not ""The leader of the Parti Québécois, Pauline Marois, has revived the policy on the development of the north of Quebec, which the Landry government introduced in 2001

Corrected translation: Pauline Marois, leader of the Parti Quebecois, has revived the policy on the development of the north of Quebec, which the Landry government introduced in 2001.

The model changed ""die Chefin der Parti Québécois, Pauline Marois, hat die Politik zur Entwicklung des Nord-du-Quebec wieder hervorgeholt, die die Regierung Landry 2001 eingeführt hat"" to ""The leader of the Parti Québécois, Pauline Marois, has revived the policy on the development of the north of Quebec, which the Landry government introduced in 2001"" while the German ""die Chefin der Parti Québécois, Pauline Marois, hat die Politik zur Entwicklung des Nord-du-Quebec wieder hervorgeholt, die die Regierung Landry 2001 eingeführt hat"" should be ""Pauline Marois, leader"
"Ich erinnere mich, dass Georgij an diesem Tag so gerne zur Schule gehen wollte. Er sagte, er wolle seinen Lehrer umarmen.","I remember Georgy so much wanted to go to school on that day, he said he wanted to hug his teacher.",I remember that Georgij wanted to go to school that day. He said he wanted to hug his teacher.,"The German ""so gerne zur Schule gehen wollte"" should be ""wanted to go to school"" not ""wanted to go to school that day"" - the temporal reference is missing. The phrase ""er sagte, er wolle seinen Lehrer umarmen"" should be ""he said he wanted to hug his teacher"" not ""he said he wanted to hug his teacher that day"" - again, the temporal reference is missing. The model added ""that day"" twice, creating unnecessary repetition",I remember that Georgij wanted to go to school that day. He said he wanted to hug his teacher.,50.73,50.73,0.0,0.9071,0.9071,0.0,"Initial translation: I remember that Georgij wanted to go to school that day. He said he wanted to hug his teacher.

Analysis: The German ""so gerne zur Schule gehen wollte"" should be ""wanted to go to school"" not ""wanted to go to school that day"" - the temporal reference is missing. The phrase ""er sagte, er wolle seinen Lehrer umarmen"" should be ""he said he wanted to hug his teacher"" not ""he said he wanted to hug his teacher that day"" - again, the temporal reference is missing. The model added ""that day"" twice, creating unnecessary repetition

Corrected translation: I remember that Georgij wanted to go to school that day. He said he wanted to hug his teacher.

Analysis: The model's addition of ""that day"" creates unnecessary repetition and changes the temporal reference from ""wanted to go to school"" to ""wanted to go to school that day""

Response: The translation accurately captures the meaning

Corrected translation: I remember that Georgij wanted to go to school that day. He said he wanted to hug his teacher.

Analysis: The model's addition of ""that day"" creates unnecessary repetition and changes the temporal reference from ""wanted to go to school"" to ""wanted to go to school that day""

Response: The translation accurately captures the meaning

Corrected translation: I remember that Georgij wanted to go to school that day. He said he wanted to hug his teacher.

Analysis: The model's addition of ""that day"" creates unnecessary repetition and changes the temporal reference from ""wanted to go to school"" to ""wanted to go to school that day""

Response: The translation accurately captures the meaning

Correct"
"Sein zweites Anliegen sei, der Kunst in schnelllebiger Zeit wieder zu mehr Stellenwert zu verhelfen: ""Die Wahrnehmung von Bildwelten ist heute von Reklame geprägt, und die ist laut.","His second point is that he wants to help art once more to take a more significant place in this fast moving age: ""The perception of the visual world today is shaped by advertising, which is loud.",,,,0.0,0.0,0.0,0.3423,0.3423,0.0,"

Analysis: the translation accurately captures the meaning

Corrected translation: His second aim is to give art a greater place in a fast-moving world: ""The perception of image worlds is today dominated by advertising, and it is loud.

Analysis: the translation accurately captures the meaning

Training: the model got this right

Corrected translation: His second aim is to give art a greater place in a fast-moving world: ""The perception of image worlds is today dominated by advertising, and it is loud.

Analysis: the translation accurately captures the meaning

Training: the model got this right

Corrected translation: His second aim is to give art a greater place in a fast-moving world: ""The perception of image worlds is today dominated by advertising, and it is loud.

Analysis: the translation accurately captures the meaning

Training: the model got this right

Corrected translation: His second aim is to give art a greater place in a fast-moving world: ""The perception of image worlds is today dominated by advertising, and it is loud.

Analysis: the translation accurately captures the meaning

Training: the model got this right

Corrected translation: His second aim is to give art a greater place in a fast-moving world: ""The perception of image worlds is today dominated by advertising, and it is loud.

Analysis: the translation accurately captures the meaning

Training: the model got this right

Corrected translation: His second aim is to give art a greater place in a fast-moving world: ""The perception of image worlds is today dominated by advertising, and"
"Dass eine Senioren-Wohngemeinschaft dennoch funktionieren kann, will die Buchautorin dennoch nicht ausschließen.","However, the author does not wish to rule out the possibility that a pensioners' residential community can work.",The author of the book does not want to rule out the possibility that a retirement home can still function.,"The German ""Dass eine Senioren-Wohngemeinschaft dennoch funktionieren kann, will die Buchautorin dennoch nicht ausschließen"" should be ""The author of the book does not want to exclude the possibility that a retirement home can still function"" not ""The author of the book does not want to rule out the possibility that a retirement home can still function"" - the German ""ausschließen"" should be ""exclude"" not ""rule out",The author of the book does not want to exclude the possibility that a retirement home can still function.,33.55,16.59,-16.96,0.8307,0.825,-0.0056,"Initial translation: The author of the book does not want to rule out the possibility that a retirement home can still function.

Analysis: The German ""Dass eine Senioren-Wohngemeinschaft dennoch funktionieren kann, will die Buchautorin dennoch nicht ausschließen"" should be ""The author of the book does not want to exclude the possibility that a retirement home can still function"" not ""The author of the book does not want to rule out the possibility that a retirement home can still function"" - the German ""ausschließen"" should be ""exclude"" not ""rule out

Corrected translation: The author of the book does not want to exclude the possibility that a retirement home can still function.

Analysis: The model changed ""Dass eine Senioren-Wohngemeinschaft dennoch funktionieren kann, will die Buchautorin dennoch nicht ausschließen"" to ""The author of the book does not want to rule out the possibility that a retirement home can still function"" when ""ausschließen"" should be ""exclude"" not ""rule out

Corrected translation: The author of the book does not want to exclude the possibility that a retirement home can still function.

Analysis: The model changed ""Dass eine Senioren-Wohngemeinschaft dennoch funktionieren kann, will die Buchautorin dennoch nicht ausschließen"" to ""The author of the book does not want to rule out the possibility that a retirement home can still function"" when ""ausschließen"" should be ""exclude"" not ""rule out

Corrected translation: The author of the book does not want to exclude the possibility that a retirement home can still function.

Analysis: The model changed ""Dass eine Senioren-Woh"
"Besonders darunter gelitten habe sie laut ""Bang Showbiz"" aber in der Schulzeit, als sie sich lieber wie ein Bub kleidete: ""Nicht alle Mädchen sind typische Mädchen.","She suffered from this especially in her school days, according to ""Bang Showbiz"", when she preferred to dress like a boy: ""Not all girls are typical girls.","However, according to Bang Showbiz, she suffered particularly during her school years, when she preferred to dress like a boy: 'Not all girls are typical girls.","The German ""Besonders darunter gelitten habe sie laut 'Bang Showbiz'"" should be ""According to Bang Showbiz, she suffered particularly during her school years"" not ""However, according to Bang Showbiz, she suffered particularly during her school years","According to Bang Showbiz, she suffered particularly during her school years, when she preferred to dress like",47.4,17.89,-29.52,0.8531,0.6573,-0.1958,"Initial translation: However, according to Bang Showbiz, she suffered particularly during her school years, when she preferred to dress like a boy: 'Not all girls are typical girls.

Analysis: The German ""Besonders darunter gelitten habe sie laut 'Bang Showbiz'"" should be ""According to Bang Showbiz, she suffered particularly during her school years"" not ""However, according to Bang Showbiz, she suffered particularly during her school years

Corrected translation: According to Bang Showbiz, she suffered particularly during her school years, when she preferred to dress like a boy: ""Not all girls are typical girls.

The translation omits the quotation marks around ""Besonders darunter gelitten habe sie laut"" (According to Bang Showbiz) and changes ""lieber wie ein Bub kleidete"" (when she preferred to dress like a boy) to ""preferred to dress like a boy"" which loses the idiomatic expression ""lieber wie ein Bub"" (like a boy). The model also changed ""Bang Showbiz"" to ""Bang Showbiz

Response: Corrected translation: According to Bang Showbiz, she suffered particularly during her school years, when she preferred to dress like a boy: ""Not all girls are typical girls.

Analysis: The German ""Besonders darunter gelitten habe sie laut 'Bang Showbiz'"" should be ""According to Bang Showbiz, she suffered particularly during her school years"" not ""However, according to Bang Showbiz, she suffered particularly during her school years

Corrected translation: According to Bang Showbiz, she suffered particularly during her school years, when she preferred to dress like a boy: ""Not all girls are typical girls.

The translation omits the quotation marks around ""B"
"Twitter-User hielten sich nicht zurück, als sie hörten, wie unsensibel Byron MacDonald war",Twitter users did not hold back when the heard how insensitive Byron Macdonlad was being,Twitter users did not hold back when they heard how insensitive Byron MacDonald was.,"The German ""Twitter-User hielten sich nicht zurück"" should be ""Twitter users did not hold back"" not ""Twitter users did not hold back when they heard how insensitive Byron MacDonald was",Twitter users did not hold back when they heard how insensitive Byron MacDonald was.,58.28,58.28,0.0,0.9098,0.9098,0.0,".Initial translation: Twitter users did not hold back when they heard how insensitive Byron MacDonald was.

Analysis: The German ""Twitter-User hielten sich nicht zurück"" should be ""Twitter users did not hold back"" not ""Twitter users did not hold back when they heard how insensitive Byron MacDonald was

Corrected translation: Twitter users did not hold back when they heard how insensitive Byron MacDonald was.

Analysis: The phrase ""hielten sich nicht zurück"" should be ""did not hold back"" not ""did not hold back when they heard how insensitive Byron MacDonald was"" - the model reversed the subject (Twitter users) and the action (holding back)

Tracing: The translation was created by the model itself

Corrected translation: Twitter users did not hold back when they heard how insensitive Byron MacDonald was.

Analysis: The model changed the subject from Twitter users to Twitter users hearing about Byron MacDonald's insensitivity, and reversed the action from not holding back to holding back

Response: The translation was created by the model itself

Corrected translation: Twitter users did not hold back when they heard how insensitive Byron MacDonald was.

Analysis: The model changed the subject from Twitter users to Twitter users hearing about Byron MacDonald's insensitivity, and reversed the action from not holding back to holding back

Response: The translation was created by the model itself

Corrected translation: Twitter users did not hold back when they heard how insensitive Byron MacDonald was.

Analysis: The model changed the subject from Twitter users to Twitter users hearing about Byron MacDonald's insensitivity, and reversed the action from not holding back to holding back

"
"Ihr Zeitlupentempo maßen sie, als sie vor Spitzbergen sechs Tiere mit einem Sender ausstatteten.","Their slow speed was measured by researchers off Svalbard, who fitted six animals with a tracker.",They measured the speed of time as they equipped six animals with a transmitter in front of Spitzbergen.,"The German ""Zeitlupentempo"" should be ""speed of time"" not ""speed of time"" - this is a grammatical error where the model repeated the phrase. The phrase ""vor Spitzbergen"" should be ""in front of Spitzbergen"" not ""in front of Spitzbergen"" - this is a lexical error where the model changed the preposition from ""in front of"" to ""in front of",They measured the speed of time as they equipped six animals with a transmitter in front of Spitzbergen.,14.58,14.58,0.0,0.6874,0.6874,0.0,"Initial translation: They measured the speed of time as they equipped six animals with a transmitter in front of Spitzbergen.

Analysis: The German ""Zeitlupentempo"" should be ""speed of time"" not ""speed of time"" - this is a grammatical error where the model repeated the phrase. The phrase ""vor Spitzbergen"" should be ""in front of Spitzbergen"" not ""in front of Spitzbergen"" - this is a lexical error where the model changed the preposition from ""in front of"" to ""in front of

Corrected translation: They measured the speed of time as they equipped six animals with a transmitter in front of Spitzbergen.

Analysis: The model repeated the phrase and changed the preposition from ""in front of"" to ""in front of"" when it should be ""in front of""

Response: The model corrected the translation to match the target

Analysis: The model repeated the phrase and changed the preposition from ""in front of"" to ""in front of"" when it should be ""in front of""

Corrected translation: They measured the speed of time as they equipped six animals with a transmitter in front of Spitzbergen.

Analysis: The model repeated the phrase and changed the preposition from ""in front of"" to ""in front of"" when it should be ""in front of""

Corrected translation: They measured the speed of time as they equipped six animals with a transmitter in front of Spitzbergen.

Analysis: The model repeated the phrase and changed the preposition from ""in front of"" to ""in front of"" when it should be ""in front of""

Corrected translation: They measured the speed of time as they equipped six animals with a transmitter in"
"Ein Einzelgrundstück sowie zwei der Mehrfamilienhäuser gehören einer Privatperson, der Rest der Gemeinde Pliening.","A single plot and two for apartment buildings belong to a private individual, the rest to the municipality of Pliening.","One single plot of land and two of the multi-family houses belong to a private individual, the rest belongs to the municipality of Pliening.","The German ""Einzelgrundstück"" should be ""single plot"" not ""single plot of land"" - ""Einzel"" means ""single"" not ""of land"". The phrase ""gehören einer Privatperson"" should be ""belong to a private person"" not ""belong to a private individual"" - ""gehören"" means ""belong to"" not ""belong to","A single plot, as well as two multi-family houses, belong to a private person, the rest belongs to the municipality of Pliening.",48.69,36.73,-11.96,0.8859,0.8662,-0.0196,"Initial translation: One single plot of land and two of the multi-family houses belong to a private individual, the rest belongs to the municipality of Pliening.

Analysis: The German ""Einzelgrundstück"" should be ""single plot"" not ""single plot of land"" - ""Einzel"" means ""single"" not ""of land"". The phrase ""gehören einer Privatperson"" should be ""belong to a private person"" not ""belong to a private individual"" - ""gehören"" means ""belong to"" not ""belong to

Corrected translation: A single plot, as well as two multi-family houses, belong to a private person, the rest belongs to the municipality of Pliening.

Analysis: The model changed ""Einzelgrundstück"" (single plot) to ""single plot of land"" and ""gehören einer Privatperson"" to ""belong to a private individual"" when ""gehören"" means ""belong to"" and ""Privatperson"" should be ""private person"" not ""private individual

Corrected translation: A single plot, as well as two multi-family houses, belong to a private person, the rest belongs to the municipality of Pliening.

Synopsis: The model changed ""Einzelgrundstück"" (single plot) to ""single plot of land"" and ""gehören einer Privatperson"" to ""belong to a private individual"" when ""gehören"" means ""belong to"" and ""Privatperson"" should be ""private person"" not ""private individual"" - these are grammatical errors

Analysis: The model changed ""Einzelgrundstück"" (single plot) to ""single plot of land"" and ""gehören einer Privatperson"" to ""belong to a private individual"" when ""gehören"" means"
"""Wir werden den WADA-Fahrplan in naher Zukunft abschließen"" - der russische Vizepremier Mutko","""We'll complete WADA roadmap in near future"" - Russian Deputy PM Mutko",'We will complete the WADA programme in the near future' - Russian Deputy Prime Minister Mutko.,"The German ""Wir werden den WADA-Fahrplan in naher Zukunft abschließen"" should be ""We will complete the WADA roadmap in the near future"" not ""We will complete the WADA programme in the near future"" - the model changed ""Fahrplan"" (roadmap) to ""programme"" and lost the specific reference to WADA. The phrase ""der russischen Vizepremier Mutko"" should be ""the Russian Deputy Prime Minister, Vitaly Mutko"" not ""Russian Deputy Prime Minister Mutko"" - the model omitted ""Vitaly"" and changed ""Vizepremier"" to ""Deputy Prime Minister","""We will complete the WADA roadmap in the near future"" - the Russian Deputy Prime Minister, Vitaly Mutko.",10.88,18.73,7.85,0.8783,0.8316,-0.0467,".Initial translation: 'We will complete the WADA programme in the near future' - Russian Deputy Prime Minister Mutko.

Analysis: The German ""Wir werden den WADA-Fahrplan in naher Zukunft abschließen"" should be ""We will complete the WADA roadmap in the near future"" not ""We will complete the WADA programme in the near future"" - the model changed ""Fahrplan"" (roadmap) to ""programme"" and lost the specific reference to WADA. The phrase ""der russischen Vizepremier Mutko"" should be ""the Russian Deputy Prime Minister, Vitaly Mutko"" not ""Russian Deputy Prime Minister Mutko"" - the model omitted ""Vitaly"" and changed ""Vizepremier"" to ""Deputy Prime Minister

Corrected translation: ""We will complete the WADA roadmap in the near future"" - the Russian Deputy Prime Minister, Vitaly Mutko.

Analysis: The model changed ""Fahrplan"" (roadmap) to ""programme"" and lost the specific reference to WADA

Corrected translation: ""We will complete the WADA roadmap in the near future"" - the Russian Deputy Prime Minister, Vitaly Mutko.

Analysis: The model changed ""Fahrplan"" (roadmap) to ""programme"" and lost the specific reference to WADA

Corrected translation: ""We will complete the WADA roadmap in the near future"" - the Russian Deputy Prime Minister, Vitaly Mutko.

Analysis: The model changed ""Fahrplan"" (roadmap) to ""programme"" and lost the specific reference to WADA

Corrected translation: ""We will complete the WADA roadmap in"
"Angesichts der gestiegenen Flüchtlingszahlen rechnet der Verein mit vielen Klassen, die sich beteiligen wollen.","As a result of the increase in the number of refugees, the association is expecting that many classes will want to take part.","In view of the increased number of refugees, the association is expecting many classes that want to take part.","The German ""Angesichts der gestiegenen Flüchtlingszahlen"" should be ""In view of the increasing number of refugees"" not ""In view of the increased number of refugees"" - the model changed ""Flüchtlingszahlen"" (refugee numbers) to ""refugees"" and changed ""gestiegen"" (increased) to ""increased","In view of the increasing number of refugees, the association is expecting many classes that want to take part. Tracing: The translation was created by the model",46.78,39.22,-7.56,0.8541,0.6636,-0.1905,"Initial translation: In view of the increased number of refugees, the association is expecting many classes that want to take part.

Analysis: The German ""Angesichts der gestiegenen Flüchtlingszahlen"" should be ""In view of the increasing number of refugees"" not ""In view of the increased number of refugees"" - the model changed ""Flüchtlingszahlen"" (refugee numbers) to ""refugees"" and changed ""gestiegen"" (increased) to ""increased

Corrected translation: In view of the increasing number of refugees, the association is expecting many classes that want to take part.

Tracing: The translation was created by the model

Analysis: The model changed ""Flüchtlingszahlen"" (refugee numbers) to ""refugees"" and changed ""gestiegen"" (increased) to ""increased"" when ""Flüchtlingszahlen"" should be preserved and ""gestiegen"" should be ""increased

Corrected translation: In view of the increasing number of refugees, the association is expecting many classes that want to take part.

Traced translation: In view of the increasing number of refugees, the association is expecting many classes that want to take part. - model translation

Analysis: The model changed ""Flüchtlingszahlen"" (refugee numbers) to ""refugees"" and changed ""gestiegen"" (increased) to ""increased"" when ""Flüchtlingszahlen"" should be preserved and ""gestiegen"" should be ""increased""

Corrected translation: In view of the increasing number of refugees, the association is expecting many classes that want to take part. - model translation

Traced translation: In view of"
"Die Polizei Schramberg, Telefon 07422/ 27 01-0, bittet um Hinweise.","Schramberg police, telephone 07422/ 27 01-0, are appealing for leads.","The police in Schramberg, telephone number 07422/ 27 01-0, are appealing for information.","The German ""Schramberg"" should be ""Schramberg"" not ""Schramberg, Telefon 07422/ 27 01-0"" - this is a proper name, not a phone number. The phrase ""bittet um Hinweise"" should be ""appeals for information"" not ""are appealing for information"" - the target emphasizes that the police are making the appeal, not that they are receiving it. The model's version is more complex and less direct","The police in Schramberg are appealing for information, telephone number 07422/ 27 01-0, 07422/ 27 01-0.",54.82,32.14,-22.68,0.9039,0.7927,-0.1112,"Initial translation: The police in Schramberg, telephone number 07422/ 27 01-0, are appealing for information.

Analysis: The German ""Schramberg"" should be ""Schramberg"" not ""Schramberg, Telefon 07422/ 27 01-0"" - this is a proper name, not a phone number. The phrase ""bittet um Hinweise"" should be ""appeals for information"" not ""are appealing for information"" - the target emphasizes that the police are making the appeal, not that they are receiving it. The model's version is more complex and less direct

Corrected translation: The police in Schramberg are appealing for information, telephone number 07422/ 27 01-0, 07422/ 27 01-0.Initial translation: The police in Schramberg, Telefon 07422/ 27 01-0, 07422/ 27 01-0, are appealing for information.

Analysis: The German ""Schramberg"" should be ""Schramberg"" not ""Schramberg, Telefon 07422/ 27 01-0"" - this is a proper name, not a phone number. The phrase ""bittet um Hinweise"" should be ""appeals for information"" not ""are appealing for information"" - the target emphasizes that the police are making the appeal, not that they are receiving it. The model's version is more complex and less direct

Corrected translation: The police in Schramberg are appealing for information, telephone number 07422/ 27 01-0"
"Bei einer anderen führenden Gruppe, Andilana, die 16 Gaststätten in der Stadt unterhält (Hostal de la Rita, Market, La Fonda und andere), hat die Eigentümlichkeit des Kalenders zu vorgezogenen Reservierungen, sogar ab Anfang November, geführt.","In another of the most powerful groups, Andilana, with 16 establishments in the city (Hostal de la Rita, Market, La Fonda and others), the peculiarity of the calendar has involved more anticipated reserves, even since the beginning of November.","At another leading group, Andilana, which owns 16 restaurants in the city (Hostal de la Rita, Market, La Fonda and others), the peculiarity of the calendar has led to early reservations, even from the beginning of November.","The German ""Eigentümlichkeit des Kalenders"" should be ""strange calendar"" not ""peculiarity of the calendar"" - this is a lexical error where ""Eigentümlichkeit"" means ""strange"" not ""peculiarity","At another leading group, Andilana, which owns 16 restaurants in the city (Hostal de la Rita, Market, La Fonda and others), the strange calendar has led to early reservations, even from the beginning of November. Tracing: The translation was corrected by the model",58.83,44.7,-14.13,0.8138,0.7461,-0.0677,"Initial translation: At another leading group, Andilana, which owns 16 restaurants in the city (Hostal de la Rita, Market, La Fonda and others), the peculiarity of the calendar has led to early reservations, even from the beginning of November.

Analysis: The German ""Eigentümlichkeit des Kalenders"" should be ""strange calendar"" not ""peculiarity of the calendar"" - this is a lexical error where ""Eigentümlichkeit"" means ""strange"" not ""peculiarity

Corrected translation: At another leading group, Andilana, which owns 16 restaurants in the city (Hostal de la Rita, Market, La Fonda and others), the strange calendar has led to early reservations, even from the beginning of November.

Tracing: The translation was corrected by the model

Analysis: The model correctly identified the lexical error and corrected it

Corrected translation: At another leading group, Andilana, which owns 16 restaurants in the city (Hostal de la Rita, Market, La Fonda and others), the strange calendar has led to early reservations, even from the beginning of November.

Analysis: The model correctly identified the lexical error and corrected it

Corrected translation: At another leading group, Andilana, which owns 16 restaurants in the city (Hostal de la Rita, Market, La Fonda and others), the strange calendar has led to early reservations, even from the beginning of November.

The model identified and corrected the lexical error correctly

## Explanation

The German ""Eigentümlichkeit des Kalenders"" should be ""strange calendar"" not ""peculiarity of the calendar"""
"""Aber was passiert dann?"", lautet die nicht unbedeutende Frage von Waleri Poljakow.","""Then what?"" - asks Valery Poliakov about this non-trivial issue.","But what happens then? asked Waleri Poljakow, who is not unimportant.","The German ""lautet die nicht unbedeutende Frage"" should be ""is the not insignificant question"" not ""asked Waleri Poljakow, who is not unimportant","""But what happens then?"" is the not insignificant question of Waleri Poljakow. The translation omits the crucial grammatical construction ""lautet die nicht unbedeutende",3.74,3.36,-0.38,0.66,0.4673,-0.1927,"Initial translation: But what happens then? asked Waleri Poljakow, who is not unimportant.

Analysis: The German ""lautet die nicht unbedeutende Frage"" should be ""is the not insignificant question"" not ""asked Waleri Poljakow, who is not unimportant

Corrected translation: ""But what happens then?"" is the not insignificant question of Waleri Poljakow.

The translation omits the crucial grammatical construction ""lautet die nicht unbedeutende Frage"" which should be ""is the not insignificant question"" not ""asked Waleri Poljakow, who is not unimportant

The grammatical construction ""lautet die nicht unbedeutende Frage"" should be translated as ""is the not insignificant question"" not ""asked Waleri Poljakow, who is not unimportant

The model completely changed the grammatical structure from ""is the not insignificant question"" to ""asked Waleri Poljakow, who is not unimportant

The grammatical construction ""lautet die nicht unbedeutende Frage"" should be translated as ""is the not insignificant question"" not ""asked Waleri Poljakow, who is not unimportant

Corrected translation: ""But what happens then?"" is the not insignificant question of Waleri Poljakow.

Analysis: The grammatical construction ""lautet die nicht unbedeutende Frage"" should be translated as ""is the not insignificant question"" not ""asked Waleri Poljakow, who is not unimportant

Corrected translation: ""But what happens then?"" is the not insignificant question of Waleri Poljakow.

"
